,class_cat,att28_num,att62_num,att29_num,att23_num,att10_num,att30_num,att51_num,att36_num,att32_num,att56_num,att1_num,att27_num,att35_num,att50_num,att9_num,att60_num,att13_num,att61_num,att53_num,att55_num,att17_num,att63_num,att54_num,att58_num,att12_num,att14_num,att46_num,att16_num,att2_num,att25_num,att19_num
0,1,-1.09659052,1.81469083,1.31142235,2.02786493,3.50308204,-0.34620619,0.62042207,1.36522615,-1.01209509,0.92192733,-10.29700756,2.47522449,0.45735151,0.44264925,2.13813472,0.28655457,2.0013442,0.34862512,0.08879852,1.0780828,-2.62792277,-1.35135269,0.18696856,-0.64366663,0.98330212,1.47868252,-0.87715614,1.60976803,-11.66678905,-1.44615936,-2.28338909
1,1,0.64687467,0.48579174,-0.8849287,-0.20159173,1.34607291,-0.78992248,-0.66946489,0.86637902,1.08524919,2.93879056,-5.03600883,2.59981155,-0.95061064,0.08751369,-0.24462175,-0.09832084,3.54610562,0.58235699,-1.56827331,0.94235277,1.07079887,0.64245057,-1.13307738,-2.33634424,-1.42550921,-2.72800231,-0.42782736,0.14437258,-12.88533306,0.32523608,3.45810533
2,1,-3.2680254,1.09774804,-1.77711105,-0.15099674,4.15340328,-0.25931001,0.77229238,0.21301402,0.80343604,-0.02302837,-9.6391573,2.59749889,-2.67226529,1.57861912,-0.87400484,-0.96009386,-0.79178405,1.99584341,0.55519545,-0.41317409,-0.76231313,0.82718205,0.37211597,1.2598381,2.3718729,2.60947013,1.17260945,-4.43581343,-6.65589762,1.29000688,1.13350272
3,1,-2.23101187,-0.91355228,-1.07799864,2.888973,1.15330791,-1.4996264,-1.07208598,-2.51524448,0.74187589,-1.04381537,-6.65037489,0.00023922,0.07259911,-0.13320547,-1.36426878,-0.14423257,3.48946643,-1.44932783,0.2761116,-0.96123606,1.18055677,-0.77173537,-0.55331683,-1.98115003,1.30655193,3.98759222,0.54033875,-0.8575263,-7.04385138,-0.90093124,-1.76198769
4,1,1.10676837,0.29831785,0.18394923,-0.00562409,-0.94962198,0.06128049,-0.65470469,-1.22360432,0.81485009,1.44816041,-10.66452408,1.98250115,-1.21073055,0.84851408,2.96481824,1.52933514,1.72949123,0.5103994,-0.33539081,0.15295726,0.6836319,-0.94321269,-0.72284675,-3.48129487,-1.32538962,-0.63802475,1.22839928,1.26610661,-10.97413254,0.54909253,0.81261969
5,1,1.50801635,-0.758766,0.84758711,-4.05436325,-2.78392625,-2.54333544,0.68123037,-3.72988772,2.13441086,0.89597452,3.43761778,0.01849514,1.2007829,0.85377204,8.662117,0.17989838,8.26852226,-1.10531461,0.28975725,-0.56110281,-1.58556354,1.4206413,-0.32469475,-2.05292678,6.02195644,1.53816581,-0.63722652,4.25197697,-3.91450167,-1.82035065,1.98904133
6,1,-1.48034477,-0.39815634,1.20617461,2.10602283,-1.8001368,1.9422406,0.13026564,-1.51660395,0.84463072,-1.60139573,-13.98687077,2.02234697,0.4725697,0.34232044,2.39734578,-0.09453368,1.77047396,1.07628357,1.16243696,-1.10842419,-2.0174861,1.52253163,0.86516386,-1.25755322,0.97372365,2.73173714,0.22022945,1.52598596,-9.61089706,0.53983974,-4.38622856
7,1,0.37994111,-0.06218287,-0.0727849,1.00914037,1.78865194,-0.27647954,-1.36749101,-0.11879042,-0.46680689,-0.65040207,-10.95148945,2.93054295,-0.22851241,0.10427713,0.11543465,0.92722774,1.51382077,0.31506139,1.88805687,-0.0952602,-0.62887645,0.98496926,-0.08112621,1.07190406,-2.3715713,-0.05808178,1.46150625,0.57543886,-11.3275919,-1.20646811,-0.94782603
8,1,0.91433334,1.02031898,0.66722131,1.97526312,0.55361831,0.5390656,-0.02503638,-1.43986726,0.63459277,-0.09457046,-13.14117336,2.95406055,0.70718563,1.11944807,3.59855676,-0.63486564,2.40556335,0.29471844,-0.5165627,0.55565989,-4.82740211,-0.56620491,0.29529214,-0.09180011,-0.29433846,-0.54101306,0.16643959,3.44001627,-13.00230408,-1.15583277,-2.3284359
9,1,-3.11094022,0.54187149,-1.6632762,0.02342904,0.95018053,-1.61017156,0.73238838,0.37622365,2.33875942,-0.83014452,-10.33485031,3.29236126,1.07112074,1.51424611,0.54474783,-1.02590668,1.7723372,-0.32227629,-0.1119175,0.278781,0.9967525,0.81351554,-0.99477172,1.62202549,3.27946091,2.80083489,-0.69344521,-2.38730574,-5.19397831,2.31847429,0.77509356
10,1,-1.43978536,-0.72315192,-1.47232199,0.15125774,-4.04965353,-0.19471085,0.53298056,-1.19498944,2.76403236,-0.36224318,-9.98093224,1.25881648,0.2091887,-0.96048111,3.99595308,-0.97263944,-0.97080708,-0.83348137,0.86604905,1.67318904,-4.42404175,1.0534991,0.66462123,-2.34947896,0.95547009,1.54853952,-0.98034352,-1.72853875,-9.44482422,-1.53325963,0.25873107
11,1,-0.63657165,-0.13415653,-1.95204353,1.76628399,0.55307472,0.70532477,-0.38062024,1.48385262,0.68091989,-0.46675271,-10.96970272,2.14515066,-1.04994321,0.95014095,0.9881587,-1.0709126,-0.96866941,0.28102022,-0.05016685,0.40297776,3.88656497,1.30836546,-0.01325798,0.52798218,2.06839895,0.94839287,1.02586043,-3.00611067,-4.64054394,1.9220649,2.24550033
12,1,-1.82466733,-0.8097899,0.58823538,4.77238941,-6.36160994,-0.1853683,-0.49653143,-2.46255064,0.38301778,-0.24684203,-5.54265928,1.97053492,-0.39143062,0.90800226,1.60403943,-1.66942215,4.25531006,-0.03277473,1.47996378,-0.32857496,-1.33468962,0.20297277,1.23583817,-1.39322484,1.29036164,-0.06111441,-0.53448641,1.61552715,-10.24224091,-2.66502953,-2.47776961
13,1,-1.4106319,0.20109653,1.13333726,3.76960969,-0.8892808,-0.74547338,-3.06628585,-1.64419925,-1.81941414,-1.51691067,-8.92590714,2.35402584,0.13636231,1.32724583,-1.99087381,0.81179559,1.59764445,0.20218955,1.78899562,-0.54288441,0.08727348,1.1140573,-0.89878798,-1.05523527,0.51575661,-0.02284138,0.49153817,1.78995371,-7.40906668,0.00917703,-0.76850384
14,1,-1.58317769,-0.59628767,-0.1926775,3.01677966,-2.6511724,2.02134895,-1.8241601,-0.51167941,-1.60784161,0.08717638,-11.11407471,2.55663443,-0.31769085,1.10405707,1.66728187,0.42788661,0.38659841,0.55415481,1.89219308,-1.48805022,-0.67125428,0.32394338,-1.97218752,-1.46952355,1.82423878,2.72139502,0.97513759,1.5175457,-8.00470257,-1.42838383,-2.45872951
15,1,-1.27009964,-0.4983134,-2.57640839,-1.35152066,-4.42531872,-0.41521496,-1.05823398,0.53919429,1.99984121,1.18567812,-10.07490253,1.26172137,-0.56389463,0.66258454,3.73650312,-0.2016117,1.07913888,0.72964084,1.62069058,1.08506215,0.64169383,-0.52236348,-0.25785756,-2.16242599,1.30363417,1.18924248,0.48977244,-3.14782238,-8.22601509,0.2259981,1.58546031
16,1,-3.15733218,0.38656187,-2.65456963,-0.25534126,-4.2854085,0.66012025,0.44780976,1.0808953,-0.32272077,1.64765668,-6.37278891,3.10872507,1.44178545,-1.00297999,-0.68032265,-1.3824861,0.79864836,0.19650595,2.02498817,-0.97336727,-0.04701996,-0.9436515,0.22906172,0.07817964,2.56265259,3.20587087,0.78070784,-3.13356304,-4.62657452,0.88001108,3.16389084
17,1,-0.52389061,0.28164434,-0.50423622,1.07923079,2.77386308,0.80706346,-0.27293587,0.30594638,0.97309494,-0.32313165,-13.23609447,1.38503635,0.02642536,0.26585126,0.40246677,1.67278111,-0.193735,1.14619005,-0.05693126,-1.53030157,-4.91630697,0.29355514,-0.087286,-0.10557075,-1.22839761,1.48982906,0.28475568,2.24106312,-10.4115181,-1.00208759,-0.21301277
18,1,-0.61277491,-0.07437092,-0.04053164,3.26594329,3.82542562,-0.95339006,-0.30928814,-0.43511894,-0.97986519,0.34652019,-11.63830471,1.27047873,-0.14975095,0.72993755,0.77288723,-1.34204423,-0.38644528,0.55701214,-0.31762671,-2.17788363,1.09369493,0.17338932,-0.77872515,0.4417969,1.61547685,3.36553454,0.13085312,-2.59557915,-5.30519533,-0.88672781,-1.03397071
19,1,-2.31676769,0.24435323,0.18743682,2.28149533,-1.72826576,-0.23996115,-1.68433857,-0.009841,0.7052629,-0.71791857,-6.36288309,1.28068399,-1.25200009,1.36666548,-1.4983182,0.30144179,2.81250429,-0.68278736,2.08678007,0.45134163,-0.4989537,1.34947455,-0.98829198,0.46767908,-0.97618604,1.20870829,0.16862631,1.1855166,-9.69883537,-2.02667284,-1.63315308
20,1,-1.02143204,0.19569415,-2.87882519,-1.03232312,0.10363978,-1.68046594,0.69066328,1.00624597,0.89382982,0.36147273,-9.98077774,1.89114892,-0.57562101,-0.22083378,2.36440182,-0.17982775,1.36452496,1.29670942,1.43558979,0.72775936,0.72567177,1.73470414,0.99295044,-0.00564181,-1.55977225,-0.1247521,0.58900106,-2.92910624,-9.57564545,-0.00152141,1.36184251
21,1,-0.05189401,-0.59071726,0.59436393,-1.40559673,-1.1870687,-0.78095245,-1.76543331,-2.05947948,1.3639679,1.09671175,-8.84162807,1.2977258,-1.40429878,1.69609582,1.9011724,-0.73533875,1.04057848,0.1981024,-0.1215899,-0.80946368,-0.30827117,1.63230336,-1.10515094,-2.47955251,1.94768631,-0.05059534,0.22275677,2.43974423,-12.03492451,-0.72160125,2.75671864
22,1,-1.27471745,0.30280024,-0.94937754,-0.60964656,-2.35164452,1.38926303,-1.04324877,0.70804799,3.46324444,-0.08864701,-11.91278267,1.82733238,-1.316396,0.84147787,3.68769979,1.03390276,0.68548363,1.480847,1.38314128,1.12943935,0.80715513,-0.98382819,-0.00658655,-0.38082176,0.92993379,0.82582128,-0.0081618,-2.07511187,-6.19396019,1.82264555,1.86832762
23,1,-0.67398489,-0.82711124,0.1878581,1.12688112,0.95215559,-0.16543758,-1.6874162,-0.99969363,-1.2137512,-0.40097332,-9.28811264,2.78397226,-0.3987422,-0.6884371,-2.64426708,1.07580698,1.31361973,0.32114339,1.78460526,-0.77251559,-1.13299704,0.17922121,-0.43632281,0.14075819,-1.87446904,0.3905955,1.14261818,1.86411643,-8.17394924,-2.32344246,0.9520483
24,1,-0.63412666,1.06250572,-0.7991519,0.51745403,-4.56784678,-0.60906684,0.14972433,1.82267308,1.8966608,1.99966693,-8.16418934,1.73027122,-0.24027634,-0.30335993,0.26154661,0.41185331,2.5752213,-0.2120599,0.0746212,0.87465286,1.20162797,-0.26124346,2.14600515,0.60528249,-0.04140091,-3.74276423,0.13153392,-2.71615314,-9.6503849,-1.59790909,2.28613138
25,1,0.84987092,-0.65662169,0.37536025,2.80141425,-0.15807375,0.17099297,-1.39338207,-0.58415878,1.13657618,-0.7955178,-10.74576378,2.01023865,0.83302826,0.36891842,-2.20498276,1.2269851,1.26588702,-0.78025204,0.40981412,-0.07541901,1.0695014,0.14955813,-0.54175591,-0.85092694,0.33838487,2.92426682,0.33558288,1.54998267,-7.40868807,-1.10921812,-0.36770213
26,1,-0.67309117,-0.4648464,-2.23923302,-1.57624006,1.94601297,-0.26487303,1.30524075,1.87009311,0.95650935,-0.35908398,-11.45199966,2.69420099,-0.23243952,-0.55543184,3.06613064,-1.99947345,0.28872973,0.92271739,-0.34345746,-0.384978,-1.00236118,-0.79163569,-0.36841416,-0.26367593,0.59365964,-0.58677232,-2.07038593,-2.77749395,-9.78915215,0.40117764,0.88748944
27,1,-2.72459507,-0.76028872,-1.26541758,4.57742262,2.5493741,1.08749485,-0.1015818,-1.92070472,0.95314813,-1.23475575,-12.13340378,3.28824329,-0.36915743,1.82646286,0.02444363,-0.30986226,-0.84918451,0.68164206,0.79292679,-0.16256386,0.98965883,1.61387527,-0.95672679,1.35061264,2.38317585,5.80052805,2.23886037,-1.00168777,-4.10176086,1.72169149,-2.91943359
28,1,-3.14296675,0.22126746,-3.58034992,-1.2504195,-5.63317871,0.08464009,-1.36654747,0.12333545,2.49682713,0.87087381,-10.88815022,1.93138373,-0.26227701,-0.05732334,1.37344074,0.41629684,0.65170473,1.69399011,2.95401216,0.88890779,-1.26441407,-0.9527458,-1.25351095,-0.8171804,1.99797916,1.86153078,0.62836188,-1.22232223,-8.06212616,0.26566905,1.45730531
29,1,0.28726912,-1.0230689,0.4631176,2.27175355,-3.07615662,0.03740668,-1.69534743,-0.41824451,2.81333447,-0.66758358,-7.98252201,0.44285285,0.34127069,0.44106054,-0.0929575,-1.02471805,2.62533879,-0.1411487,0.19153833,1.41971087,-2.11674809,1.80486834,-0.73540711,0.80234534,-0.66679978,-0.18746245,0.05299871,2.90989637,-13.97709084,-3.67111301,0.51600254
