,oz11_num,oz1_num,oz2_num,oz3_num,oz4_num,oz5_num,oz6_num,oz7_num,oz8_num,oz9_num,oz10_num
0,-0.55629861,1.3931446,1.5756815,0.3297953,-0.66784086,1.0229366,-0.37820565,-1.5368336,-0.11311065,-0.2991308,-0.62487775
1,-1.3429974,-0.63267031,-1.1761232,-0.76345669,-0.76929101,0.040863997,1.1749802,-0.19390954,0.43584181,0.46273741,-1.3490826
2,-0.69079428,1.4972472,-0.61522401,0.45541626,-1.4257915,0.56236911,-0.83973517,0.72671633,1.4761524,-1.7416475,-1.2490245
3,1.121752,-1.2573792,1.6153788,-0.40045331,1.4870849,1.0762701,1.2878056,-0.98036985,1.3491346,0.088662307,1.2883837
4,0.25817991,1.2258391,0.34977279,0.32804238,-0.9073689,-0.53988263,-1.1527133,-0.8477467,0.75237643,1.3184781,1.4597724
5,-1.4968046,0.89595463,-1.6732621,0.053562967,1.2121454,-1.4858165,-1.4807987,1.4331198,-0.75331288,0.47980758,1.4510777
6,-2.521532,0.35731951,-1.6841788,-0.77246883,-1.4649467,-1.5256988,1.2843744,-0.74265225,0.46401603,-1.5610883,1.005063
7,1.5604227,-1.1762865,-0.19244189,-1.6340588,1.752764,0.84034461,-0.77768243,-1.3856244,0.35891843,1.5757844,-1.2875439
8,-1.7873651,0.4770608,-0.80045281,0.55573005,-1.508248,-1.4827429,-1.2509831,1.715333,-0.63644008,1.4215384,-0.31737275
9,-0.40662905,-1.3570002,1.4697312,-1.3204688,-0.8753617,1.4253555,0.2234945,0.98628802,1.6368608,-0.79816726,0.837041
10,0.87011088,0.62284427,0.75819849,-0.41532034,1.2578733,-0.61049576,-1.0491111,-1.0855926,1.3579327,1.6401592,0.17830131
11,-0.74720619,-1.5553014,-0.38713426,0.16268467,1.5832958,-0.55296008,-0.34687629,0.065570186,-1.1439253,-0.44585776,-1.5996528
