,oz26_num,oz1_num,oz2_num,oz3_num,oz4_num,oz5_num,oz6_num,oz7_num,oz8_num,oz9_num,oz10_num,oz11_num,oz12_num,oz13_num,oz14_num,oz15_num,oz16_num,oz17_num,oz18_num,oz19_num,oz20_num,oz21_num,oz22_num,oz23_num,oz24_num,oz25_num
0,-0.7824515,0.21784622,1.1580525,2.2137218,1.0438486,1.2151203,0.8246166,-1.6562428,1.2366073,0.76959999,-1.664825,0.2695229,-0.99629179,-0.37837105,1.0478186,-1.5280581,1.5073141,-0.2151252,-0.71292747,-0.20379896,-1.4756588,-0.21681169,-0.61221218,-0.22292665,-0.55916825,0.59099073
1,-0.011002245,-1.6459859,-1.3499243,-1.0909597,0.18541681,-1.2033585,0.38884453,0.26079445,-0.3031128,-1.1654771,-0.37007298,-1.1681145,0.44112246,0.19228811,1.6201327,0.35750626,0.17376892,-0.57208463,0.81754951,-0.37265868,-0.036788933,-1.777173,0.86304294,0.99941232,-1.1119675,0.27897149
2,-1.5010112,0.92857516,0.69962515,0.74095009,0.32742013,0.91561475,0.81157538,0.61717033,1.0547034,1.3791778,1.5605625,-0.72132659,0.53938588,-1.3027398,-1.0985856,0.60928423,-0.92203836,0.73525126,1.4923752,-1.5271678,1.1193869,-1.1136384,-1.4581082,-0.044506014,-0.44441934,-0.51120525
3,-1.5849224,0.77188209,1.2333102,0.062128609,-0.59020932,0.4557026,-1.1827208,-0.92149275,1.3326264,-1.1453743,1.692248,0.99888672,0.98570632,1.4712904,-0.80756442,1.5437247,-0.43296394,1.4482883,0.59051952,0.41384086,1.4752757,-1.2829482,0.62606085,1.0846069,-1.1748476,0.0020385964
4,-1.9711413,0.24693292,1.4019172,0.55674563,0.017401424,0.22574237,1.707307,-1.0343175,0.11763563,-0.45123149,-0.85217733,0.4466591,-1.2251078,1.1830826,1.2523254,-0.27915854,0.56564594,-0.80782692,-0.030301633,0.18521782,1.0017155,-1.0952459,-0.54633408,1.1838051,1.0153181,1.6639915
5,0.54945994,1.3409062,1.307944,1.0654181,0.72776206,1.415524,-1.33597,-1.4332588,1.1705196,0.25953623,-1.1489924,1.1674208,-1.1779576,0.46153449,-0.17634014,-0.47297628,-0.28206972,0.60382044,-1.4894613,1.1630491,-0.90712977,0.17875278,1.3200657,1.5416708,-0.12521193,-0.20901844
6,-0.18464021,-1.4993197,-1.6916526,-0.90544611,-0.68847056,-0.35282111,0.14948613,1.3031099,-1.1586131,1.5492655,1.0652601,-0.12831052,0.55814271,-1.6960141,-0.45127054,-0.50437834,1.3147473,-1.4056124,-0.92879718,0.84611664,0.11263568,1.1626993,-1.3586337,1.3358108,-1.2973372,-1.4621883
7,1.2834328,1.3005143,1.4739604,1.8030771,0.74675645,2.0531398,0.78168916,-1.6032806,1.1289931,0.63681369,-1.1321443,0.028651785,-0.11028612,-1.589025,0.27919334,0.71778217,0.18547014,-0.97723544,-0.55048728,-0.90162172,-0.55446364,-0.45663964,-0.23023821,0.35767593,0.43392896,-1.5499444
8,0.8263636,-0.09585334,-0.84049888,-1.2910025,-0.79285279,-0.98197045,1.6761024,-1.0232326,0.70291454,1.6659984,1.5832796,-1.3532528,-1.2037741,1.3919296,0.42237101,-0.85859151,1.6475514,0.45174309,0.2221821,0.87282638,-1.4455724,-1.4580042,-0.64641694,1.2433796,-0.28392661,-0.070433439
9,0.77293905,-0.50083158,-0.23343285,0.49005554,-0.034037413,0.17082839,1.6251767,-1.2975323,-0.1703958,0.61955195,0.33178851,-0.55613775,-1.6324101,1.6631336,0.10914186,0.77650589,0.29905477,-1.0583789,0.6329428,-1.0914718,0.67999332,1.6175599,-1.1079489,-0.052642442,-1.1729304,0.93538818
