,X16_cat,Seed_team_1_num,Seed_team_2_num,Team_1_wins_num,Team_1_losses_num,X1_cat,X2_cat,X3_cat,X4_cat,X5_cat,X6_cat,X7_cat,X8_cat,X9_cat,X10_cat,X11_cat,X12_cat,X13_cat,X14_cat,X15_cat
0,0,1,2,9,9,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,3,5,2,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,4,11,6,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
3,0,1,5,13,2,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
4,0,1,6,2,2,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
5,0,1,7,1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
6,0,1,8,16,4,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
7,0,1,9,25,3,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
8,0,1,10,2,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
9,0,1,11,1,1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
10,0,1,12,9,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
11,0,1,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
12,0,1,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
13,0,1,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
14,-1,1,16,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,2,3,11,5,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
16,0,2,4,2,2,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0
17,0,2,5,0,1,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0
18,0,2,6,9,4,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0
19,0,2,7,23,8,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0
20,0,2,8,1,1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0
21,0,2,9,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0
22,0,2,10,12,3,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
23,0,2,11,5,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0
24,0,2,12,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0
25,0,2,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0
26,0,2,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0
27,0,2,15,46,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
28,-1,2,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,3,4,1,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
30,0,3,5,1,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0
31,0,3,6,14,10,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0
32,0,3,7,4,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0
33,0,3,8,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0
34,0,3,9,1,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0
35,0,3,10,1,2,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0
36,0,3,11,9,5,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0
37,0,3,12,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0
38,0,3,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0
39,0,3,14,38,10,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0
40,0,3,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
41,-1,3,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
42,0,4,5,16,11,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0
43,0,4,6,2,1,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0
44,0,4,7,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0
45,0,4,8,2,1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0
46,0,4,9,1,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0
47,0,4,10,1,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0
48,0,4,11,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0
49,0,4,12,5,6,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0
50,0,4,13,38,10,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0
51,0,4,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0
52,0,4,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1
53,-1,4,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
54,0,5,6,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0
55,0,5,7,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0
56,0,5,8,0,1,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0
57,0,5,9,1,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0
58,0,5,10,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0
59,0,5,11,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0
60,0,5,12,34,14,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0
61,0,5,13,6,1,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0
62,0,5,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0
63,0,5,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1
64,-1,5,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
65,0,6,7,3,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0
66,0,6,8,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0
67,0,6,9,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0
68,0,6,10,0,1,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0
69,0,6,11,32,16,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0
70,0,6,12,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0
71,0,6,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0
72,0,6,14,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0
73,0,6,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1
74,-1,6,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
75,0,7,8,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0
76,0,7,9,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0
77,0,7,10,32,16,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0
78,0,7,11,0,1,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0
79,0,7,12,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0
80,0,7,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0
81,0,7,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0
82,0,7,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1
83,-1,7,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84,0,8,9,20,28,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0
85,0,8,10,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0
86,0,8,11,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0
87,0,8,12,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0
88,0,8,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0
89,0,8,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0
90,0,8,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1
91,-1,8,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
92,0,9,10,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0
93,0,9,11,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
94,0,9,12,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0
95,0,9,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0
96,0,9,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0
97,0,9,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1
98,-1,9,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
99,0,10,11,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0
100,0,10,12,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0
101,0,10,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0
102,0,10,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0
103,0,10,15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1
104,-1,10,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
105,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0
106,0,11,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0
107,0,11,14,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0
108,0,11,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1
109,-1,11,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110,0,12,13,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0
111,0,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0
112,0,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1
113,-1,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
114,0,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0
115,0,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1
116,-1,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
117,0,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1
118,-1,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
119,-1,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
