,oz6_num,oz1_num,oz2_num,oz3_num,oz4_num,oz5_num
0,-0.12001583,-0.58973185,0.45461246,-0.75902726,0.3167859,-0.85587327
1,1.2890243,1.3049193,-0.9455627,1.4852606,1.6277016,-0.73277302
2,0.6871645,-0.11712867,0.43600607,-1.7184104,-0.25962572,0.44038089
3,3.0970266,0.8811162,0.4682254,1.6690133,1.5815006,0.14287746
4,-0.31391997,1.7821999,-0.47477017,0.31738929,-1.0186356,-0.24012772
5,-0.13268071,-1.1759338,-1.1406333,-1.4715428,1.2564091,-1.4860122
6,1.118991,0.88188716,1.1057527,0.077619441,0.93253567,-0.74468511
7,-0.27245173,1.7659681,1.6040531,0.60921916,1.6223932,-1.6044684
8,-2.142671,-1.4111641,-1.3772288,-0.65172538,-1.5355783,-0.56772805
9,-0.002815584,0.51139412,1.4656757,0.52540747,-1.5297426,0.55822268
10,-0.84133086,0.63129647,-1.694617,1.3231136,-0.59620198,-1.6075312
11,-0.52318394,1.361748,-1.251729,-0.98326802,0.43639708,-1.6085494
12,1.1907005,0.5885039,-0.68946049,1.4686672,0.33419853,1.3724657
13,0.61980659,-0.68280636,-1.3186035,1.3860731,0.85167249,1.6169168
14,0.20400271,-1.2308036,1.6051274,-0.82211927,0.37237729,0.098428391
15,-1.3513907,-0.72018615,-0.099584829,-0.016853979,-0.75659305,-1.1721037
16,-1.4318988,-1.3229125,-0.032675742,-1.6090468,-1.5389399,-0.3408286
17,0.99279688,0.87384598,-0.77538425,-1.153679,1.1652646,0.6196469
18,-0.62035641,-0.90517987,-0.016739367,0.52537341,0.006441694,-0.30870004
19,-1.5210334,-0.02965748,-1.8119416,0.23316896,-0.39763717,-0.25557885
20,-1.3124519,-1.5310446,1.5398353,0.59987845,-0.53829624,-0.39372073
21,0.51538032,-0.52685553,1.3000963,-0.52610798,-0.015989308,0.81540672
22,-0.14029119,1.2581589,-0.73754827,1.312055,-1.3205846,-0.85092311
23,-0.18081796,-1.0612701,0.14930795,-0.15561583,0.14521333,0.52103722
24,-0.53437647,0.75451596,-0.20349274,0.4073544,-1.6441985,0.69384974
25,-0.5350335,-0.20105689,0.065705649,1.0388966,-0.79298635,-1.1233183
26,0.39234094,-0.51517007,1.4514634,-0.70721032,-0.47264228,0.55067977
27,-0.42309639,-1.522907,-0.23129311,1.5887378,1.2168832,-1.6810385
28,0.2539766,-0.0041872554,0.90007534,-1.4111142,-0.75120127,-1.6790432
29,-1.3030891,-0.96240859,0.31268157,-1.2502821,-1.3340835,-1.5255178
30,0.19023123,-0.27619919,0.018278975,-1.4136007,-0.98284401,0.90867878
31,0.81266873,0.90290632,0.34102776,0.8254583,-1.1728155,1.3583767
32,0.35063452,0.69602825,1.325995,1.1991771,-0.76164688,-0.83591856
33,0.66765767,1.7403166,-1.381557,1.1974805,0.73272435,-0.95057806
34,0.048786606,-0.41194305,0.71748156,0.84402159,-0.42135985,-1.1713353
35,0.079696911,-1.0499312,-0.33247531,1.5712332,1.2931803,-1.0615568
36,1.5009115,1.127308,0.60609155,0.99855861,0.81701727,1.5580054
37,0.23303841,0.87937519,1.405473,-1.5956874,-1.2316288,-1.0314311
38,0.49601525,1.0643914,-0.93298547,-0.917758,0.28554933,1.427062
39,0.33867966,-0.86483794,1.708232,-1.4010348,0.13830714,-1.1005305
40,0.99463336,0.76779064,0.68725677,-1.3080935,0.070446543,-1.0208559
41,-1.0479485,-0.78956871,0.089414766,0.28479736,-0.84600135,-0.34111599
42,-0.18436598,-1.5496019,0.97853933,1.2364335,0.92314721,-0.23998563
43,-0.13113828,-0.36234543,0.180579,0.87687751,-1.2416157,0.79296283
44,1.205761,0.025440591,-0.42299965,1.5457418,0.39664106,0.64543789
45,1.1259447,1.6001829,-0.68343917,0.102098,1.5035181,1.0539104
46,-1.0990455,1.6232935,1.600731,-0.65749349,-1.2059889,0.97609181
47,0.13083168,-1.1020887,-0.60164337,-1.6684779,-0.010639675,1.1190926
48,0.39610009,-0.031564769,0.19014313,-0.5351717,0.63180233,-0.83356351
49,-0.25195242,1.089863,-0.42322726,-0.4190652,-1.4243978,0.69246555
50,1.2600339,0.17181583,0.48732299,0.85838656,1.538086,-1.0773328
51,1.3032501,0.027663715,0.35734893,-0.54104945,1.5089236,-0.10218075
52,-0.20732163,0.32024779,0.43152298,-0.70602008,-1.203803,-1.5346264
53,0.39336727,1.1126777,-1.4497899,-0.787854,1.0211837,1.0363304
54,-1.0008666,0.50636177,-1.352548,1.460511,-1.3683912,-0.39409752
55,-0.69669081,-1.2677922,0.25830876,0.81979397,0.42872641,-0.27373409
56,-0.0016650079,-1.2173112,0.45038287,0.94395993,0.24156402,0.61685485
57,0.032299081,-0.78860138,1.5383681,0.064544711,0.32868559,-1.0491781
58,0.34071463,-0.058008316,-1.1728257,0.38168612,1.5344857,0.64047576
59,-0.63121673,-1.0207423,-0.0099245764,-1.0210885,-0.98815299,0.1396147
60,0.25586556,1.4600254,0.32660592,1.250121,-1.2876504,0.2071962
61,-0.18211463,-0.26377619,-0.69396408,-0.71717784,0.80142571,0.28271897
62,0.97415857,1.0539368,1.0203741,0.2941111,1.3810081,0.090935623
63,1.5184075,-0.061333392,0.30162495,1.1396515,1.2263743,1.137456
64,-1.8517686,-1.5672212,-0.73351021,-0.5557183,-1.6850144,1.458569
65,0.45436926,1.2714359,0.23034413,-1.1564602,-1.4775151,1.0840678
66,-0.72012633,0.58653482,-0.83223557,0.5052945,-0.51137668,-1.0184486
67,-1.4334764,-0.84157862,-0.71776678,0.18068809,-1.2209272,-0.089268994
68,-0.16842947,0.75918984,-1.1644938,1.4547401,-0.12405046,-0.2345103
69,0.27705347,-1.063071,-1.5424009,1.6768095,1.3762259,1.0193949
70,1.2150271,1.4052017,-0.58832143,0.50563706,1.3140227,-0.09479922
71,-1.1607256,1.7369974,-1.3294238,-0.73899258,-0.76665281,-1.6712332
72,-0.92241327,-1.0396731,-1.149455,1.263728,-0.28912788,-1.1094117
73,0.31314311,-0.45924258,0.69486424,-1.5484416,-0.12209247,-1.6192585
74,-0.74541121,-0.49196464,-1.0945963,0.29586715,-0.076759207,1.3136983
75,-1.3230991,0.77249011,-1.1961851,-0.6564824,-1.2788091,-0.014185919
76,-0.54125862,-0.49754306,-1.8003135,0.43234775,1.0640177,1.4506504
77,0.98854772,1.4377827,0.16848725,0.66078731,-0.25472533,1.4063072
78,1.2923474,-0.41410047,0.57465195,-0.33944598,1.4028175,1.1757829
79,-0.12377843,1.6822664,-0.88835953,-0.11971313,0.10424243,0.039332257
80,-1.0375982,-0.61028098,-1.54364,-0.019859862,-0.31714414,0.87572421
81,1.6759873,-0.91433754,1.4147389,-1.6063591,1.6064205,0.71428999
82,0.049593796,0.92324639,-0.35599701,1.0260548,-1.3186255,0.45415609
83,0.45268623,1.5324326,-0.84944061,0.56407083,0.63684417,-0.15591439
84,-0.065827452,-1.5872917,1.2636847,-1.370819,1.0872833,0.44972982
85,-1.1354692,-1.0459991,-0.9273037,1.4378934,-0.041434157,-1.4090306
86,-1.4452043,-0.92429615,0.096497112,0.64760329,-1.0317728,-0.16831242
87,-1.5099122,-0.88335524,0.88919485,0.4195826,-1.670112,-0.65680504
88,-1.2198883,-1.2268146,1.2698382,-0.25873893,-0.26028019,-1.4091993
89,-1.0272144,-0.34907809,-1.5640293,1.471309,-0.70033865,0.089752178
90,1.0593613,1.3109926,0.76040815,0.36499811,1.0196842,-0.8534654
91,0.59509999,0.72243768,-1.4513034,-0.98829848,1.2471572,-0.07645359
92,0.07456478,1.0030961,-0.78383529,-1.1981187,-0.3139503,-1.4604809
93,0.12820417,-0.41764988,0.66683462,-0.65254343,-0.1932889,-0.63399752
94,0.097425759,0.0082515994,-1.2425245,-1.0258484,0.56100552,0.9290467
95,-0.51889023,0.68449212,-1.1447769,-1.3138786,-0.19933705,-1.4701027
96,0.44459754,0.48973223,-0.46353926,-1.0730524,0.95845154,-1.3902122
97,0.30519382,-0.018215509,-1.7830644,1.6731378,0.76353326,0.84908381
98,0.47133744,-0.63521979,-0.44455805,-0.99688337,1.489382,-0.45665842
99,0.78330349,0.70803393,-0.44119011,1.1776228,0.98619301,-0.91721119
100,-1.233525,1.3077922,-1.7295717,-0.281844,1.0084365,-1.5991112
101,1.782283,0.62629655,0.10932764,0.22630726,1.5878869,1.8340406
102,-0.60681517,-1.5062433,1.1040639,-0.62039338,0.1437217,1.3929517
103,-1.8550327,-0.85021492,-1.4020123,-0.70890346,-1.3748204,-0.48036148
104,-0.83362554,1.5116093,1.0047348,0.14337243,-1.3496504,0.18404421
105,-0.86514289,-1.5007068,0.4699732,0.81288727,0.15793716,0.48429556
106,1.5736858,1.1968276,1.3106701,1.6190466,1.2743833,-0.52416538
107,-0.67289729,1.0405065,-1.3973436,0.46658653,0.22081552,-0.78382396
108,0.78347945,1.2679191,0.076379868,-1.3036367,-1.3238262,1.6115527
109,1.5002961,0.85654232,0.40630843,0.032346469,0.47189517,1.2857544
110,-1.5804202,0.88653616,-1.4393167,-0.86684496,-1.6165318,0.16328706
111,0.1377526,1.3295198,1.204087,0.42068047,0.036302706,-0.32107593
112,-0.15741037,0.0051002668,0.21703516,0.65712493,-0.83206691,0.76254364
113,0.45181099,0.69450888,-0.75284007,-0.0087399129,1.2740096,-0.41986476
114,0.54908486,0.16607419,-1.2014419,0.75138737,1.4605399,-0.17387357
