,oz26_num,oz1_num,oz2_num,oz3_num,oz4_num,oz5_num,oz6_num,oz7_num,oz8_num,oz9_num,oz10_num,oz11_num,oz12_num,oz13_num,oz14_num,oz15_num,oz16_num,oz17_num,oz18_num,oz19_num,oz20_num,oz21_num,oz22_num,oz23_num,oz24_num,oz25_num
0,-1.1475218,-1.0687542,-0.04769226,-0.46389613,-0.83159316,0.32689524,-1.2609833,0.62978198,1.5158997,0.87958806,1.6647608,1.6130075,1.1426015,-1.2243563,-1.2302308,-0.15321246,0.099070711,-1.3577232,-1.4101276,1.4183857,0.0065883389,-0.28378196,-0.9161765,0.092338323,0.18073066,0.5573872
1,-1.5423511,-1.7221179,1.0362912,0.96963687,-0.9792763,0.79957229,0.073415177,-1.0801146,-0.051126441,1.0605139,1.1821887,-0.39861866,-0.14857317,-0.77618585,-1.2604006,-1.4026406,0.77619228,0.99887549,-1.5222413,-0.15152038,1.2729213,0.38176618,0.11054338,-0.64466748,-0.19078785,1.7565522
2,0.98129042,1.6683573,-0.70823631,-0.45059671,1.3639995,0.71591168,1.4519799,-1.1188546,-0.89704655,0.26706906,1.1342283,-0.066186364,-0.15652125,-0.77526071,0.83534262,0.69965115,1.3249691,-0.80250588,1.3540997,-0.81179897,0.43532495,-1.1994907,-0.28003019,1.3835261,0.79024078,0.17752086
3,-0.06459889,-1.3304581,0.61078073,0.9817015,0.11492943,0.73994424,-1.3452464,-0.40225651,-0.3442888,-0.10141969,-1.5239615,-0.7762543,-0.576332,0.91172818,0.76116962,0.2608086,1.2191858,0.23862797,0.72619076,0.26085047,0.62298782,-0.82851122,0.66484174,0.82379829,0.036474281,1.247837
4,0.96085117,1.1001413,-0.19923374,-0.08466015,1.340162,-0.18583417,1.5320569,-0.15536536,1.5590575,-0.19997905,1.669001,-0.90793582,1.5566638,1.1541656,1.4369585,-0.26380721,-0.12453605,0.6207541,0.5273956,-1.2997205,-0.40815678,0.58260207,0.57280059,1.043251,0.79730197,1.0401781
5,0.05556763,1.2004205,1.1542625,0.42318442,-0.018886634,0.57674962,1.1611882,1.5883425,0.9891466,-1.4938638,-1.3917485,-0.0042871187,1.5458001,0.14165837,1.7735447,-1.4114038,1.3208763,-0.47427121,-0.75094405,-1.0028246,-1.411967,1.0431894,1.3204377,0.53095883,0.52733221,1.3968013
6,-0.6090309,-1.5452263,1.7161632,-1.60428,-0.60571161,-0.42099461,1.6554955,0.18167218,0.52828209,0.99158564,0.27095888,0.21700471,1.5742235,0.12785719,-0.62392142,-0.23450563,-0.29292326,-0.47974881,1.3808747,-0.89466362,-0.66445134,-1.7830027,0.075734824,1.2314668,-0.093651385,-0.02809389
7,0.12546618,1.516645,1.4537164,-0.34293132,0.088818442,1.3040585,0.79919768,-1.4433228,-1.5353761,-1.5577548,-0.19514976,-0.62842998,0.987444,-0.36237841,0.053485907,0.50256102,-0.65169279,-0.7034783,-1.5232539,1.7285639,-0.8531611,0.2203095,0.81715818,1.6417736,0.82989975,1.2622616
8,2.6820408,0.74380143,1.2101999,-1.7284519,1.41078,1.2786448,1.6009236,-1.7614846,-1.2050885,-0.78598359,-0.43473539,-0.8054543,-1.5230276,-1.4901157,-0.6252822,0.3784306,-0.52964548,0.75405659,1.0932408,-1.1900298,0.28586598,0.13571362,1.6982908,-0.22359853,-0.77691656,-1.1111922
9,0.14959699,-0.79795727,-0.26788561,-0.88995331,1.2388383,-1.661664,-0.69031775,-0.60923655,0.95700648,-0.76301974,-0.77975201,-1.3921244,-0.31659218,-1.0568759,-0.57769682,-1.7461226,1.3942519,-0.59441648,0.85417271,0.84494786,0.15197437,0.15442683,-1.0853751,-1.2898786,0.87961049,-0.46069858
10,0.63689884,1.2289414,-0.33003729,-1.2516614,0.43815265,-0.74723471,-0.37982854,0.7540247,-1.308011,0.19721501,0.82762419,-1.1267824,-1.7957001,0.15646742,-1.511932,-0.19734887,-1.540773,-0.7085187,-1.4725485,1.7003909,-0.0012344615,-0.2299525,0.59372599,1.2567453,1.316717,-0.54119863
11,-1.3221011,0.46159366,-1.6326199,0.31398902,0.34136386,-1.132934,-1.6078184,-1.1121077,0.042729523,0.66185335,1.0487218,-0.10545567,-1.4022089,0.38495965,0.52304014,-0.63051376,-1.6210897,1.379545,0.55903246,1.4669635,-0.95915038,-0.79060036,-0.37284459,-0.51867367,-0.97603198,0.64643257
12,0.79674395,1.6587802,-0.70620904,0.5028979,0.21396042,1.351653,-1.2264427,1.3276525,0.71956405,0.57557444,0.79906956,-0.1205017,0.90116341,-0.46079353,-0.63268586,-1.0198885,1.4039066,1.5606609,-0.44889985,0.35402754,0.0042163265,-1.0144054,0.050618766,-1.1419298,1.45981,1.5799279
13,-1.455235,-1.728503,1.6603388,1.0940705,-0.71444872,-0.31798167,1.2911989,-0.67455668,0.59293527,-1.3355617,-0.57652946,1.7229368,-1.0863891,-0.62150719,0.12110172,1.6883645,1.2926556,1.6139502,1.1872438,-1.570903,-0.37158787,-1.6895944,-1.5554242,-0.4867519,-0.84773299,0.58807519
14,0.40537355,-0.35079151,0.29465906,0.72471647,1.3678437,-1.3039573,0.95029044,1.5680465,-1.169855,1.4491095,-1.6585238,-0.90949677,1.2705744,-1.3384959,-1.2734723,1.66065,-0.38316772,-0.92346006,0.42433326,1.0847185,-1.1976037,1.0633769,-0.63734969,-0.31504177,-1.2628931,-0.23204737
15,-1.4687355,-1.5849527,1.1302193,0.61110329,-1.1178824,1.5400834,-0.68001891,-0.41120998,0.92465403,1.4444189,1.0382592,-1.5151865,0.38111051,1.324871,-0.54417135,1.0479809,0.28927522,0.76946795,0.61475772,1.4280349,0.54917856,-1.3306331,1.6724141,0.6174946,1.7589252,0.31801138
16,0.55850164,1.2898247,0.68848015,0.191262,-1.3412844,1.2003182,-1.4611803,1.3907202,-0.44794129,0.1927784,-0.70767358,-0.028556638,-0.29351526,1.6622015,0.76581595,-1.0500905,0.59825372,0.93893938,0.52227772,-0.41308592,0.68346774,-0.47749547,0.3684999,-0.51318844,-0.77561909,-0.12367769
17,1.0924608,-0.88645533,-0.057244957,-1.2387828,1.5194827,0.9583578,-0.13026726,1.2326764,0.83643011,0.52535718,1.7090667,-0.038720843,-1.2443411,0.079982662,-0.27378042,0.89884727,-0.39833167,1.1153092,0.2738663,-1.0365112,1.5316194,0.13446781,1.0529141,0.96739847,1.428235,0.58633908
18,-0.18496017,0.63121104,-1.5149988,0.3632423,1.1850415,0.40296,-1.1793693,1.073718,0.5732403,-1.0578863,-0.0063823057,-0.39878051,-0.22917754,1.3054605,0.4067679,-1.4731987,0.11025726,0.11036831,1.7950692,-1.164595,0.86978746,-1.5014171,-0.43359516,1.092508,0.14206391,0.81970319
19,-1.362909,-1.1905953,0.75359975,0.93994713,-0.97853327,-1.7107732,0.65575641,0.14703982,-0.62434728,-1.3323997,-0.74385326,-0.38925363,0.42471345,0.20082982,-0.80791123,-1.6890248,-0.10520197,-0.75388108,-1.2584315,-1.6751141,0.42564373,1.5473089,1.3445872,1.233697,-1.6029478,-1.640812
20,-1.2397577,0.41668488,-1.6071908,-0.22811183,0.44750836,-1.4036686,0.55344186,1.2980129,0.77374265,0.80882167,-0.72808793,0.12610334,-1.683132,1.1248062,0.97026004,-1.1213787,-1.140849,-0.12468595,1.7653448,1.0231275,0.26561721,-1.6025795,-0.72841171,-0.30314219,1.2761267,-0.7699013
21,1.6170194,-0.61428571,1.2707262,1.4547894,0.74338718,0.38768008,-0.80758838,-0.90871454,-0.10853915,-1.6652595,-0.23278476,1.0433869,1.30885,-0.656726,-0.97370896,0.05106822,-0.57453583,1.0799938,0.34617336,-1.2742736,-0.24416456,-0.55802404,0.46085978,0.23349956,-1.623283,-0.047128048
22,-0.22527197,0.42298712,-0.49946085,0.81416646,-0.46800005,-0.35543293,-1.1473821,1.4386682,0.78849624,-1.704048,1.4529867,1.3531985,1.3276886,0.47878706,1.563347,-0.24099405,0.19248725,1.1064734,-0.3340201,-0.72301025,-1.2167483,1.1571767,1.4203523,1.5944705,-1.3566688,-1.3305935
23,-0.51010965,-0.60935572,-1.3381742,-1.4248407,0.37371278,-0.37933176,0.17959299,1.0178086,-1.0323017,-0.46396103,-1.6667146,0.61727981,0.65698535,-0.34822142,1.0369938,-0.14522824,-1.3441838,-1.1662016,-0.31214855,-0.55304905,-1.646806,1.4860113,-0.40430408,1.7317913,-0.94399163,0.37887403
24,0.14386423,1.5987788,-1.5025221,-1.2622489,1.410805,-1.2408867,-0.29330323,-1.6972399,-1.3488594,-1.3190082,1.7084657,0.27857907,-1.466014,1.02018,1.4088856,1.5984012,1.1354284,1.2916577,-0.32610953,0.80700876,1.4147773,-0.23249451,0.16683738,-0.82384469,-0.71808836,-1.3848554
25,-0.37089177,-1.4269007,0.52627925,-0.87304926,0.67868545,1.0508594,-0.50381628,0.087875659,-0.6975975,-1.3357453,1.6077819,-0.36566407,1.0681338,1.2092855,0.49898511,-0.64633401,-1.0374495,0.77208828,-1.0415513,0.99659078,1.1355683,-1.2382462,0.79930732,0.73246628,0.55698706,-0.6441351
