,oz6_num,oz1_num,oz2_num,oz3_num,oz4_num,oz5_num
0,-1.2921182,-0.88404312,0.75160147,0.75612359,-1.5215807,0.20398364
1,-1.5433131,-1.5161616,-0.77885158,-0.93552475,0.36151952,-1.3065447
2,1.8106491,1.2763496,0.022499419,-0.37416318,1.5026704,-0.60922703
3,-0.54164227,1.2820114,1.0302127,-0.3265533,-1.5389499,0.47484468
4,0.56437556,-0.61904812,1.5605392,1.435116,-0.29763311,-0.12065831
5,0.24615307,-0.15377371,1.5724731,-0.23376011,-0.90030194,-1.1117604
6,-0.32857627,-1.2931728,0.10959837,-0.11237212,0.74750916,0.68781597
7,-0.92547321,0.054721785,-0.86381484,-0.36369267,-0.32626031,-1.3861992
8,-1.759257,-1.676754,0.040529701,0.8088825,-0.83505117,-0.67425549
9,-0.58056798,-1.4268213,1.2703933,0.79967318,-0.068821437,0.31200834
10,0.28147176,1.7458503,-0.55360529,-0.96479592,-0.13643495,-0.74631631
11,1.4268519,0.13173565,-0.10171366,1.0222288,1.3769675,-0.49399479
12,0.61707656,0.19204496,-0.77570779,1.0904087,1.2293221,-1.296844
13,1.7084398,0.48910769,0.33873592,0.91760938,1.305394,0.89988547
14,0.0038187325,-0.97941458,0.44663087,-1.1234432,0.9683531,-0.010337012
15,-1.0263512,-0.3164953,-1.1015663,-0.95052188,0.18835981,-0.58662987
16,0.65979637,-0.17847202,0.15018118,1.6229584,0.16033556,-0.9127284
17,-0.65519135,-1.0059583,0.64031873,0.42000742,-0.34620824,0.11110547
18,1.2496718,-1.0317205,0.54595431,1.362422,1.1263505,0.95380912
19,0.4016336,-0.85566239,-1.6088016,-1.1163841,0.77519087,1.6589061
20,-1.0906346,1.577325,-1.2069635,0.26506868,-0.12622275,-1.7699379
21,-1.4571282,-0.99531699,-1.3156559,-1.2021165,-1.4723724,0.21605116
22,-1.276364,1.1576076,1.5692815,1.0013375,-1.7445892,-1.6374262
23,-0.66613077,-1.3285345,-0.94341035,-1.7523543,-1.7556302,1.1681995
24,-0.19979765,-1.7267508,0.39360644,-0.64876125,1.681138,0.35643358
25,0.19000505,-0.38031522,0.87758017,0.17300249,-0.13648224,0.29234939
26,-0.83422254,0.50281623,-1.2423047,0.17428926,-0.0062543705,-1.6353622
27,0.24049519,-0.57580729,1.3639298,0.16585318,-0.77536026,0.995514
28,0.17133377,-0.48728357,-0.52815512,-0.29082333,1.5743704,-0.99377158
29,-1.3486309,-0.67337952,-1.7675386,-1.3330126,-0.69141097,-0.24009671
30,0.92679983,0.027599709,1.1707878,0.17738725,0.21628292,1.2397361
31,0.16920033,0.38706404,-0.35031112,-1.0089575,-0.69742489,-0.21071848
32,-1.2918873,1.1971519,-1.1816821,0.14254607,-1.3421703,0.46607714
33,1.1381458,1.7404368,-0.060265446,0.96286138,-0.36028086,1.197587
34,1.5109432,0.035102071,0.71907536,-1.3685245,0.52734596,1.3846604
35,-1.1699875,-1.5279044,-0.42794945,-1.4677969,0.12062153,-0.85005523
36,-1.1938714,1.0311263,-1.6950453,0.67999143,-0.11248301,0.87675463
37,1.2242767,1.3094605,-0.44557932,1.6372972,0.19849313,-0.42075396
38,0.32763434,0.37754356,0.35947226,-1.2350366,-1.1418187,0.71388663
39,1.5336581,1.5298396,-0.23038812,0.38464919,1.4270976,-0.13726627
40,0.16330069,0.92970543,0.21013358,0.89971865,-1.541937,-0.61015005
41,0.48490134,-1.5700983,-0.86432605,1.5690574,1.2455337,0.35251057
42,-1.0259216,-1.3100491,1.4814089,-0.69536679,-1.5631984,1.3741792
43,0.57872079,-0.31012452,-0.2303238,0.59446635,1.2693271,1.3029323
44,-0.12745122,-0.79809179,1.0299367,0.7330479,0.42796532,-1.6449695
45,1.5058953,0.16841107,0.68698595,1.6129746,0.54514604,0.21894444
46,1.8351231,-0.10273014,0.23112174,-1.6461653,1.5726902,-1.3098018
47,-2.1317929,-1.2067641,-0.68371102,-1.243236,-1.5912523,-0.35502368
48,-0.015814793,1.7449953,0.41656522,-0.81456251,-1.1425281,-0.46970769
49,-1.2015435,-1.6983634,-0.23065313,-1.0994179,0.35007037,-0.88977894
50,0.47100428,1.0072175,1.2240428,-1.1216906,-1.2538662,1.6474613
51,1.0389299,1.2721843,-0.3483442,-0.86694426,-0.30909624,1.5443668
52,0.8907641,-0.96589647,1.4528693,0.76034309,1.060588,-0.50864042
