,oz51_num,oz1_num,oz2_num,oz3_num,oz4_num,oz5_num,oz6_num,oz7_num,oz8_num,oz9_num,oz10_num,oz11_num,oz12_num,oz13_num,oz14_num,oz15_num,oz16_num,oz17_num,oz18_num,oz19_num,oz20_num,oz21_num,oz22_num,oz23_num,oz24_num,oz25_num,oz26_num,oz27_num,oz28_num,oz29_num,oz30_num,oz31_num,oz32_num,oz33_num,oz34_num,oz35_num,oz36_num,oz37_num,oz38_num,oz39_num,oz40_num,oz41_num,oz42_num,oz43_num,oz44_num,oz45_num,oz46_num,oz47_num,oz48_num,oz49_num,oz50_num
0,0.1405832,-0.48504186,0.22574184,-0.55887415,-0.31637623,1.2674833,1.6548566,0.76403216,1.0272532,0.51267295,0.11273267,0.43186151,0.62900606,0.082842255,0.90611872,-1.0867154,-1.6525593,-1.1980439,0.91671891,1.1801628,0.58558298,-1.1703366,0.7151047,0.43779344,-0.46035031,-1.365603,0.50603095,-0.14436271,1.537372,-0.78935718,-0.33986411,-1.471409,-1.5737592,1.1214204,-0.051173942,0.26305645,-1.5258001,-1.1886327,1.2270703,-0.91946783,-0.97668641,-1.2778355,0.34100029,1.0106842,1.5391531,-0.32262096,-1.1681211,-1.1074188,0.74821804,-0.47791178,-0.96599215
1,0.18109802,-1.3642674,-0.44616577,0.83911429,1.6462997,0.6119895,-0.50359783,1.0322272,0.17860871,-0.67977257,0.10758126,1.7780818,-1.4054449,0.35840549,1.166824,-1.6921175,-1.6402707,-0.2589912,1.0464472,1.1194085,0.46378681,0.028146078,-1.7326705,-1.576583,1.4479517,0.91319692,0.17983321,-1.0277949,-0.063852954,0.9340502,-1.5318933,-1.7370319,-1.6213842,1.1539681,1.3532305,-0.71220989,-0.32424,0.21106332,-0.035685392,1.243015,1.4499569,-1.0768753,-1.6112165,-0.28143593,0.97499199,1.6665974,0.53818761,-0.37884876,0.16684045,-1.1550171,1.063413
2,0.12646621,0.66967773,0.4452055,0.89719118,-1.0271961,-1.2076741,-0.35518965,-0.68415731,-1.0664713,0.76337862,-0.42335431,-1.2390836,0.69534783,0.10334106,0.041093552,-1.1887827,-1.239426,1.1737149,0.011679672,-0.12060593,0.056478294,0.95252785,-1.6393087,0.76330225,0.30616291,-0.97191355,-1.0767874,1.6605462,0.1861915,-1.0829012,0.49886056,-0.43788632,0.71762931,-0.041957637,0.92434541,-1.1922186,1.1347655,-0.18257471,-0.87093421,0.82225019,-1.5104259,1.4766579,-0.48208693,1.5758881,-0.31252016,-0.21342421,0.77054913,-0.43731151,0.25281558,-0.32236274,1.343566
3,-0.91795844,0.91066525,-1.2487134,0.88507606,-0.58766281,-0.53565513,0.65695203,-1.5111183,1.7591593,0.73000585,1.1058821,-0.2531725,-0.34270713,-0.76321078,0.71589566,0.60715419,1.7675859,-0.23816656,-1.0354625,-1.0939473,-1.4347484,1.8376083,-1.6281911,1.6304678,1.1832264,-0.9267295,-0.44556635,-0.030851143,1.1954788,0.40035327,-0.73405786,1.5752187,1.3452243,-1.357909,0.4420163,-0.39977063,1.2203004,0.72581577,-0.42958714,-0.22991339,0.085902141,-1.2757835,1.0270511,1.6626926,1.6699542,-1.4061324,-0.16720321,-1.0044161,-1.557975,-0.176345,0.67312519
4,-1.125706,-1.2879511,-0.96536652,-0.29555234,0.10545576,0.16385553,0.87504687,-1.0342511,1.7696448,1.2949143,-0.90330681,0.40713704,-1.6916729,1.3456461,-0.94956601,-1.1564611,-0.046021874,-1.3319386,0.059162473,1.2575153,0.64317372,-0.85235917,-0.059183555,0.91062117,-1.376162,-0.93680044,-1.3119412,-1.1907031,-0.00018407037,1.4578723,1.3731794,-0.75548562,1.7276516,-0.35727335,-1.6748159,0.69982256,-0.90767135,0.93666793,0.10656362,-0.30735189,-1.1573638,-1.7790982,0.073208418,-0.015665874,0.34237313,0.96399117,1.167632,-0.48470663,-0.94972832,1.2245217,-0.8959874
5,-0.84336564,0.031595513,-1.1594772,1.1832561,-0.82337979,-0.59973659,1.3746859,-0.40059247,-1.3592366,-1.2237152,0.98809196,1.0919711,-0.7977797,0.95238062,1.3907084,-0.069541112,-1.2502694,0.6184219,1.3691042,1.6452273,-1.2485353,-0.46452908,-0.80684374,1.3682741,0.17209624,0.90954855,1.6027599,-0.27362761,0.96619905,1.0222292,-0.078620288,-0.17769129,1.7800352,0.76711962,-0.83456915,0.29843033,-0.18326131,-1.2738404,0.44134961,-1.2141973,0.95771267,1.6205043,-0.37262392,-1.6728029,0.39499368,-1.2480427,-0.73635947,1.2007168,-0.88500407,-1.1436581,-0.014036046
6,-0.066700823,-0.20674702,-0.99491905,-1.3763637,1.057014,-1.0463619,1.5130297,0.53892194,1.4188127,0.36313305,-0.96211964,-0.52361451,-1.0170338,0.69758256,0.71911504,0.30940695,1.4371806,0.3065623,-0.12372445,0.0066774339,-0.097892574,1.6420373,0.76916611,0.35239878,-0.66808182,-1.0067168,0.64509093,0.17796749,1.1117978,1.5902306,0.5058464,0.24252155,-1.6092115,0.58681827,-0.71841767,0.15258707,-0.19732552,-0.63352069,0.55342203,-1.5231307,-1.4925166,-0.31099653,-0.93669274,-0.82810868,0.069847218,0.19155256,0.82528848,-1.30246,0.89204381,-0.036887437,-0.46573469
7,0.40058668,-0.0090028418,0.53949964,-0.050274691,0.67321388,-1.5386634,0.048975548,-0.52297056,1.6625118,1.3252968,0.70112376,1.0383186,-1.4872136,-0.4343677,0.69076863,-0.19731718,0.92081788,0.88442196,-1.2330918,1.2467295,-1.5483587,1.6176906,0.72162884,-0.13778239,0.11904455,-0.47146114,1.6229095,-1.2215155,0.5189155,-0.99778477,0.34405437,-0.40930743,-0.71175078,0.39838951,1.4721946,0.97236531,0.44077407,1.2958843,-0.83272758,-1.0540972,-1.5001222,0.76026305,-0.92189211,1.2094382,1.6459961,0.12521417,0.11091699,0.85627585,0.079761101,-0.55671433,1.1710402
8,-0.053126951,0.41820699,-1.3239676,-0.0020814966,1.0381346,0.60989564,1.4100342,1.6751682,-1.350387,-0.31673164,-0.92464266,-0.25572457,-1.6790321,0.75551833,1.4755802,0.65463524,0.22498253,-0.73656866,1.4681056,-1.2614115,-0.15455612,-1.3418503,0.21583285,-0.8877815,1.3950813,-0.069258416,-0.66242914,0.94923952,1.175618,-1.4366811,1.0299934,-0.34481959,0.13426197,-1.0836427,-1.0478493,0.90178378,-1.1243717,1.4617164,-0.40880931,1.044196,0.3040087,1.5792246,0.47512733,-0.89098163,1.504072,-0.29950111,0.38157852,0.93303073,-1.3719756,1.5281842,1.3134232
9,0.31706448,0.80603065,-0.069810802,1.4415348,-1.6807142,1.4898573,0.48797951,-0.82543382,-0.28624914,-1.4538372,-0.37521817,-1.0316906,0.9876122,0.74207357,0.1441259,1.539472,0.26752906,0.81882659,0.31402129,-1.3688628,0.96937259,1.8596944,-0.091995279,1.0178574,-1.5197425,-0.67481281,-1.5436862,-1.0377104,1.767848,0.75651635,-1.588033,1.1795514,-1.3702732,-0.72652782,-0.4292511,1.650873,1.0267062,1.4025259,1.2903239,-1.0311583,1.1263967,-0.96222078,0.57788857,-0.34702303,0.049302948,-0.23073948,1.073438,1.362007,-1.2802957,0.61197584,-1.5644184
