,oz51_num,oz1_num,oz2_num,oz3_num,oz4_num,oz5_num,oz6_num,oz7_num,oz8_num,oz9_num,oz10_num,oz11_num,oz12_num,oz13_num,oz14_num,oz15_num,oz16_num,oz17_num,oz18_num,oz19_num,oz20_num,oz21_num,oz22_num,oz23_num,oz24_num,oz25_num,oz26_num,oz27_num,oz28_num,oz29_num,oz30_num,oz31_num,oz32_num,oz33_num,oz34_num,oz35_num,oz36_num,oz37_num,oz38_num,oz39_num,oz40_num,oz41_num,oz42_num,oz43_num,oz44_num,oz45_num,oz46_num,oz47_num,oz48_num,oz49_num,oz50_num
0,0.96719522,-0.4418485,-1.4061843,1.412915,1.3028098,0.75545827,0.73131939,-1.0036719,1.4153254,-1.0831768,0.62459609,0.08392932,-0.87166072,1.2187282,0.8259611,0.49244549,-1.6251694,-0.37578658,1.5427068,-1.0133287,0.15614489,0.36521245,-1.0632664,0.18867943,-1.2453272,-0.6198478,-1.3718411,-0.5835918,-1.2053684,0.169451,0.33767454,-1.0263358,-0.86485396,1.4392355,0.53819204,-0.82067708,0.57004853,-1.7071721,-0.72248375,-0.59819901,-1.4265993,1.3942422,-0.53952634,0.65572964,0.57284061,-1.3146098,-0.79897898,1.2891626,0.086466216,1.6701707,1.0686273
1,0.86985433,-0.86929785,-1.3284573,1.384269,1.085473,-0.60754203,1.3038501,0.61057225,-1.2999662,1.4642937,1.6256387,0.37698682,-1.4560069,-1.7255734,-0.93136488,0.20263993,0.60061089,-1.0739052,0.41827823,-1.5273003,-0.43890915,1.4191887,-1.7271596,0.63074143,-0.33510899,1.3680089,1.6705365,0.98841656,-0.093422478,-0.36233546,0.65983538,1.4422774,1.110231,-1.2536213,0.51932966,0.59988575,-0.55519887,-1.4331961,-0.28436645,-0.85717544,0.80117419,-0.50088481,-1.1035928,0.042885677,1.3780976,-0.45413848,0.42330911,-0.99008821,-1.5369266,-1.2428984,0.24930033
2,-0.54210636,1.036899,1.1117166,-0.38633503,1.4998628,0.41390036,-1.068555,0.15862795,0.33456131,0.6138347,-0.29185919,-1.4134576,0.93183724,1.3336571,0.22511352,0.23028854,0.99169517,0.40416876,-1.1904516,-1.2456767,1.4213165,1.2756525,1.677187,-0.32316757,-0.36522182,0.78695548,-0.87226674,-1.6040458,1.5629882,1.3301502,-0.21276646,0.94187023,-1.3426771,0.62404991,-1.3993038,-1.3145186,0.29649005,1.5425357,-0.5465154,-0.65062132,-1.4927048,1.0168475,1.0315073,0.82733396,-0.5522854,-0.89868199,1.6232287,-0.6127432,0.72930094,-1.625301,-0.28334485
3,-0.32415698,0.4643751,0.23110244,1.0033479,0.59938243,-0.027322228,1.1133494,0.70973591,1.1709924,-1.1994277,-1.3625525,0.400855,-1.1875911,-0.14051461,-0.17569647,1.7721807,0.16391215,0.032746723,1.5210899,1.4335865,1.8022546,-1.7959468,1.6565036,-0.57515894,-0.61534612,1.1372446,1.2429249,-1.1835611,0.63160753,1.3762651,-1.1525442,-0.86653107,-0.51811313,-1.3211168,-1.462902,-0.42921863,0.099428652,-1.3579857,1.5137936,1.0784236,-1.4400539,1.4962472,-0.93950161,1.6156514,1.6219766,1.2405932,-1.0875224,-0.77391782,-0.66642378,-0.41200307,-0.85239817
4,0.65544417,0.33004057,-0.089629709,0.84563667,0.25969072,0.21225835,1.1832268,0.17592327,-0.40315008,-0.75317882,-0.49166218,1.4191205,0.54616253,-1.2011336,0.44139784,-0.050115239,0.51985516,-1.6424017,0.30530181,1.5813814,-0.29951293,1.3199313,-1.2908432,1.489084,-1.5823292,1.6314698,-0.78047884,0.67421024,0.74913439,1.2224157,-1.2856256,-0.0015709903,-0.84475342,1.1169306,0.24387425,1.380559,1.7016317,-0.47196487,0.80519612,-0.64085139,-1.119002,-1.5740578,-1.3611768,-1.3772428,0.049049036,0.91580592,-1.4965314,-0.85284415,1.3377198,1.2180601,-1.4595102
5,-0.25743876,-0.91234238,-1.3867412,0.69790345,-0.55896042,-0.39008706,-1.4498219,-0.2985429,-1.6174569,-0.11658902,-1.3980993,-0.82655383,1.1713672,-1.5491345,-0.500418,1.7821627,1.1119645,0.76252252,1.2899525,0.10803608,-0.32024494,-0.45989383,-1.2228975,1.4049293,1.4357897,1.4013185,1.2842479,0.43729229,1.3148017,-1.4279999,-1.5545304,-1.6359295,0.35925355,-1.0637292,-0.4222541,-1.2020341,-0.38622737,1.3822853,0.59029244,0.98918117,1.2712261,1.3848773,1.7028494,-0.053438808,1.5864722,1.5872038,0.68544624,-0.18822204,1.4141711,-0.88190803,-0.67105926
6,0.96554741,0.1944236,-0.38402824,0.98760932,-0.93547014,1.2063646,-0.31391645,1.615238,1.5482859,0.12995539,-0.87805439,-1.0514153,1.4597454,0.89032444,-1.1151403,-1.3782338,-0.49791551,-1.2086581,0.43003649,0.3232683,-0.45101724,1.1620405,-0.9899044,-1.2107548,-0.88921823,-1.066034,-1.0133843,1.0158842,-0.87140422,-1.1673719,0.84671077,1.0968911,0.84506633,0.23058269,0.0770199,1.6599783,1.5097367,1.0488594,0.46579513,1.4340484,-1.2489432,0.24706147,-0.36764191,-1.0583934,-0.25141976,-0.54467178,1.2524535,-1.2185441,1.2915618,-1.2099545,-0.20748079
7,0.58545301,0.38250011,-0.061999852,1.4553774,0.38639665,-0.15119333,-0.10094268,-1.4336426,1.5016048,-0.7742219,-0.66744836,1.4829635,-1.7247132,-0.51204706,-0.32927748,-0.84679501,-0.21192373,-1.0619371,-0.24242864,1.0665341,-0.42184173,1.105118,0.40207364,-0.97551027,0.80617404,-0.00210574,1.4817596,0.67843254,1.1620888,-1.3464592,1.2750037,0.83361833,-0.23994479,1.7990505,0.63179016,0.17196028,-1.1586249,-1.0586946,-0.57907947,1.625799,-1.5137176,0.014508726,0.4540153,1.2630455,-1.4225111,-0.14222174,-0.1083277,-1.0942216,-0.23024574,0.59544227,0.71048185
8,-0.20386048,-1.2317467,-1.3466958,-0.64191002,-0.91530196,-0.72922219,0.3698233,-1.2304305,-1.7116499,-0.36160483,-0.72547611,1.2300162,0.81504408,1.327259,1.6974754,1.7868201,1.2181195,0.13408248,-1.4945978,1.2914851,0.21617144,1.2637007,0.09461132,1.0501832,0.85927106,0.29871635,1.4188927,-0.96342943,-0.10411148,-0.1214599,-0.61465371,-1.4236761,0.84921523,1.2478041,0.53511312,-0.093453236,-0.35362556,-0.76676583,0.86365616,0.65726371,-1.6599484,1.3030909,0.66799709,1.3795417,1.1840199,1.2539983,1.3568158,0.78708023,1.0385854,1.68332,0.43759726
9,0.52740984,-0.83754437,-1.5918059,1.3986503,0.98425261,-0.27124023,1.5489792,0.053493809,-1.7153625,-0.32016194,0.52282033,-1.8039528,0.52526719,-1.1504586,-1.7366876,-0.74729642,-1.7340718,-0.32151374,1.6761589,0.7368577,1.0740123,-1.5884029,-0.19902346,-1.7828087,-1.4498223,1.0755205,0.90306973,1.3818104,-0.28697239,0.84630648,-1.6731564,-0.4154494,-1.0977431,-0.32991254,-0.9370108,-0.797421,0.44800527,0.61723503,-1.2763671,-1.7240982,-0.60585152,-1.5296222,0.089350705,-0.10662915,-0.89942257,-1.1429833,-0.37224718,1.4882809,0.072466866,0.073921414,1.6649811
10,0.94613487,1.40085,1.7021155,-0.95738307,0.62644077,-0.71678944,0.98062031,1.1391936,0.13836173,0.68802189,-1.3299042,-0.10408429,-1.2177395,-1.1872816,-0.16631323,0.21268594,-1.5560085,-0.36760818,-0.88425042,1.4775306,1.3305599,0.12407115,-0.71643744,1.1733993,1.5356618,0.54846607,1.5723364,-1.3118635,0.87345805,-1.4250424,1.5873149,1.08869,-0.36517086,-0.8542697,0.069090956,1.0638043,0.5984272,1.5611642,0.31800281,-1.1521772,1.5644157,1.159545,1.2158583,-1.405508,0.85473205,-0.6544338,-1.2080203,-0.28692562,0.71421361,-0.98815672,1.6601083
11,1.0195381,-0.080000681,0.38384785,-1.062376,1.7320207,1.576661,-0.72479621,-0.75084584,-1.2732014,-0.60147269,-1.0999074,-1.3649819,0.72541651,1.6298294,-0.9761029,0.45275935,-0.29671843,0.048018215,-0.438382,-0.14207742,-0.23204378,1.2731088,-0.18370672,0.9503833,-0.55998013,1.4524371,0.47393161,1.0096728,0.075564512,0.32450893,-0.18376262,-0.27570652,1.7220702,-1.4110402,-0.94988837,0.75274659,0.55544751,-0.030961113,-0.68839377,0.19486643,0.59203889,-0.46302834,0.62968144,1.0304719,0.29174976,-0.20866967,-0.54211018,0.19409079,-0.67857435,-0.61749059,0.041836422
12,0.30231978,0.13984368,-0.15200556,1.0763712,-0.69929357,-1.4394434,0.83179137,1.3191362,-0.94806122,0.013971996,1.0134463,1.1330861,-0.17470096,-1.7264622,1.1306173,-0.61231558,0.85268843,1.6155492,0.39881156,1.4984823,-0.48179713,1.4760903,-0.84036655,-0.62692612,-0.023837494,-0.7604656,-0.6184078,-0.61022312,-0.27181569,0.57983615,1.6200207,1.0339868,-0.52038475,-0.75971231,1.6351208,0.62194934,1.1200259,0.81256112,1.4308896,-1.6387677,1.3346752,0.42883319,0.31956907,-0.38307526,-1.1627395,-1.1477556,-0.49275004,0.7718392,-0.84927891,-1.3794115,0.69266193
13,-1.5577295,0.52790289,1.1887232,-0.95271761,0.90717719,-1.6662634,0.44549689,0.90847902,-0.053388504,-0.65589851,-0.88618284,1.4613834,0.13157232,0.47022722,0.72208791,1.318468,0.3002458,1.4351728,0.42082623,-0.11907416,0.58096977,-0.089924208,1.202402,0.072531335,1.3893195,1.6484353,0.64417464,-0.77164764,1.3964511,1.2190135,-0.26291863,-0.77501406,0.14269482,-0.88513347,0.84581562,0.34378076,1.4212367,-1.8278031,-0.51234636,-0.59413185,-1.2462644,-0.19434512,-0.82194533,-0.31866434,1.5048088,1.0286195,1.1527751,1.0157047,-1.4326437,0.55501084,-0.34894915
14,0.8209558,-0.63412771,-0.87378955,0.52628626,-0.69142132,1.3807479,-1.1168829,-1.4229304,-0.41374082,-1.0083188,-0.094149718,0.80973292,-0.59490102,0.1014649,-0.42243315,-0.70448024,0.52755775,-1.6141336,-1.257456,-0.41619515,-1.6004416,-0.19183349,-0.64047394,0.75393372,0.75924788,0.62888905,-1.0079986,-0.32207533,1.2776864,-0.58404163,0.67514524,1.0219857,-1.230656,-0.4743523,-1.5836984,-0.025845926,1.7533519,-1.7009769,1.533387,0.7948029,1.2349562,0.93672533,-0.24691969,0.59915775,-1.5505212,-1.0097795,-1.2063707,-0.97822339,0.69879758,0.047207927,1.2135293
15,0.85271102,1.4953555,1.2957935,0.56201671,1.3622234,-0.61610012,-0.56171689,1.0034087,0.49158318,-0.72708981,-1.1021182,-1.2616798,-0.68466901,1.6790344,-0.34899787,1.8086918,-1.5362811,1.0593318,0.22094383,1.1978241,-0.53610282,-1.0696795,-0.27524957,1.4261793,1.1004384,-1.1331247,1.256415,0.8471452,0.32310111,-0.72107424,0.60043092,-0.24663294,-1.3989795,-0.34082358,0.1256562,0.54821721,0.054113756,1.6217994,-0.1953372,-1.0148815,0.078982286,0.3433038,0.17727186,-1.0113826,1.1163606,0.45408861,-1.6835169,0.13875044,0.79608811,1.3016011,-1.4942352
