,att4_num,att1_num,att3_num,att2_num
0,133.1508614,1.0,0.0,0.0
1,126.7248614,1.0,0.0,0.0
2,131.1738614,1.0,0.0,0.0
3,129.4788614,1.0,0.0,0.0
4,127.2628614,1.0,0.0,0.0
5,131.0588614,1.0,0.0,0.0
6,138.4428614,1.0,0.0,0.0
7,129.3468614,1.0,0.0,0.0
8,139.5428614,1.0,0.0,0.0
9,132.6288614,1.0,0.0,0.0
10,128.6848614,1.0,0.0,0.0
11,129.3468614,1.0,0.0,0.0
12,141.0728614,1.0,0.0,0.0
13,130.8108614,1.0,0.0,0.0
14,131.8688614,1.0,0.0,0.0
15,128.6188614,1.0,0.0,0.0
16,127.1298614,1.0,0.0,0.0
17,135.8468614,1.0,0.0,0.0
18,127.7588614,1.0,0.0,0.0
19,134.3248614,1.0,0.0,0.0
20,127.9238614,1.0,0.0,0.0
21,128.8008614,1.0,0.0,0.0
22,132.4228614,1.0,0.0,0.0
23,129.2888614,1.0,0.0,0.0
24,136.1108614,1.0,0.0,0.0
25,131.3228614,1.0,0.0,0.0
26,134.2588614,1.0,0.0,0.0
27,134.5068614,1.0,0.0,0.0
28,131.7028614,1.0,0.0,0.0
29,134.8208614,1.0,0.0,0.0
30,130.3228614,1.0,0.0,0.0
31,128.4698614,1.0,0.0,0.0
32,129.8178614,1.0,0.0,0.0
33,123.2688614,1.0,0.0,0.0
34,123.3428614,1.0,0.0,0.0
35,133.0348614,1.0,0.0,0.0
36,129.1648614,1.0,0.0,0.0
37,133.2328614,1.0,0.0,0.0
38,130.1568614,1.0,0.0,0.0
39,123.8878614,1.0,0.0,0.0
40,130.6948614,1.0,0.0,0.0
41,122.4488614,1.0,0.0,0.0
42,127.9488614,1.0,0.0,0.0
43,132.9768614,1.0,0.0,0.0
44,128.9168614,1.0,0.0,0.0
45,136.2268614,1.0,0.0,0.0
46,134.8208614,1.0,0.0,0.0
47,134.2498614,1.0,0.0,0.0
48,125.1368614,1.0,0.0,0.0
49,130.5788614,1.0,0.0,0.0
50,124.3848614,1.0,0.0,0.0
51,134.8048614,1.0,0.0,0.0
52,124.1368614,1.0,0.0,0.0
53,128.1228614,1.0,0.0,0.0
54,127.7668614,1.0,0.0,0.0
55,131.1988614,1.0,0.0,0.0
56,128.8588614,1.0,0.0,0.0
57,133.2828614,1.0,0.0,0.0
58,133.3068614,1.0,0.0,0.0
59,126.7748614,1.0,0.0,0.0
60,127.9488614,1.0,0.0,0.0
61,129.5528614,1.0,0.0,0.0
62,127.6508614,1.0,0.0,0.0
63,132.7948614,1.0,0.0,0.0
64,130.1568614,1.0,0.0,0.0
65,136.8228614,1.0,0.0,0.0
66,133.0188614,1.0,0.0,0.0
67,135.3008614,1.0,0.0,0.0
68,125.3108614,1.0,0.0,0.0
69,135.8628614,1.0,0.0,0.0
70,130.9588614,1.0,0.0,0.0
71,130.1408614,1.0,0.0,0.0
72,124.9968614,1.0,0.0,0.0
73,128.9248614,1.0,0.0,0.0
74,134.0188614,1.0,0.0,0.0
75,129.6768614,1.0,0.0,0.0
76,128.6678614,1.0,0.0,0.0
77,126.9988614,1.0,0.0,0.0
78,132.6788614,1.0,0.0,0.0
79,123.9458614,1.0,0.0,0.0
80,130.2308614,1.0,0.0,0.0
81,128.9738614,1.0,0.0,0.0
82,124.4258614,1.0,0.0,0.0
83,132.2158614,1.0,0.0,0.0
84,131.8028614,1.0,0.0,0.0
85,127.4608614,1.0,0.0,0.0
86,130.5788614,1.0,0.0,0.0
87,126.2788614,1.0,0.0,0.0
88,125.6008614,1.0,0.0,0.0
89,130.6608614,1.0,0.0,0.0
90,134.9368614,1.0,0.0,0.0
91,130.6368614,1.0,0.0,0.0
92,126.9568614,1.0,0.0,0.0
93,136.6488614,1.0,0.0,0.0
94,136.3928614,1.0,0.0,0.0
95,133.2988614,1.0,0.0,0.0
96,125.1868614,1.0,0.0,0.0
97,128.4198614,1.0,0.0,0.0
98,125.0708614,1.0,0.0,0.0
99,131.3728614,1.0,0.0,0.0
100,134.0108614,1.0,0.0,0.0
101,134.2358614,1.0,0.0,0.0
102,131.5548614,1.0,0.0,0.0
103,134.7468614,1.0,0.0,0.0
104,133.4648614,1.0,0.0,0.0
105,134.3908614,1.0,0.0,0.0
106,123.2368614,1.0,0.0,0.0
107,121.9868614,1.0,0.0,0.0
108,127.0728614,1.0,0.0,0.0
109,126.8828614,1.0,0.0,0.0
110,131.9348614,1.0,0.0,0.0
111,136.5988614,1.0,0.0,0.0
112,129.1648614,1.0,0.0,0.0
113,131.7948614,1.0,0.0,0.0
114,132.4068614,1.0,0.0,0.0
