,oz11_num,oz1_num,oz2_num,oz3_num,oz4_num,oz5_num,oz6_num,oz7_num,oz8_num,oz9_num,oz10_num
0,1.1389932,-0.41804749,0.21163482,0.98346799,1.465524,0.095959497,0.42594614,0.16698223,0.25658379,-0.1878421,0.40149638
1,0.82355773,-0.28138165,-0.12438812,-0.4313952,-0.13331844,-0.68578044,1.904947,1.1260973,1.1161143,-1.0863555,1.0765418
2,1.103625,-0.60215792,-0.40008953,0.22980412,1.450013,-0.17157006,-0.16829741,-0.53632971,-0.95872,-0.49779644,0.48205645
3,-1.8863592,0.41373842,0.86312765,0.19924322,-1.1093755,0.066939906,1.5547783,0.39856191,0.66921143,1.2961655,1.2151628
4,0.58244286,-0.024578947,-0.022612784,0.1813296,0.29257868,-0.18198739,0.44551908,1.4322156,-1.4650297,-0.72845262,0.17750185
5,0.71121278,-0.13019176,0.080438694,0.87177521,0.5590601,0.23579245,0.058165063,1.3172475,-1.6641268,1.4456361,-0.59761547
6,-1.8111167,1.0850779,0.6667698,0.30945386,0.32767593,0.53727976,-0.27863533,0.27289118,-0.67779379,-0.54638602,0.48983701
7,0.67247642,-0.87565788,-0.70268813,-0.41241738,0.58657239,-0.35039951,1.9989692,1.3387157,1.2762434,-0.89639827,0.37815429
8,-0.61212309,-1.4418555,-0.95014341,-0.91203555,-0.95914614,-1.0943141,-0.706765,-1.6576343,-0.31094359,-0.29950389,-0.89516851
9,0.41500494,-1.5602334,-1.4186251,-1.4037368,0.48012322,-0.91096401,2.1482164,1.1550822,1.5545588,-0.50625993,0.40784863
10,0.86072138,-0.30217687,0.23253989,0.72285434,1.2290232,0.1903751,-1.0806947,-0.71313806,0.25805385,1.5927576,-0.30663776
11,0.70899643,-0.31324734,-0.11511412,-0.3657802,-0.103397,-0.30746218,-0.28917518,0.97997258,-0.97516639,-1.7124437,-0.49329607
12,0.83657669,1.5206693,1.0628085,2.0067211,0.78125124,2.1999025,-0.36181835,0.73254778,-1.0089476,-0.80793478,-0.40675786
13,0.52965173,-0.96488564,-0.69050807,-1.5726762,-1.2363856,-1.0610742,-0.79690741,-0.40126066,1.2208353,1.1930058,-0.88673274
14,-1.1266414,0.45944587,0.70641019,0.7754585,0.74018652,0.68887966,-0.2719686,0.42817546,-1.0330726,-1.1564918,-0.26279027
15,2.5612526,1.5921271,1.3298524,2.5143392,1.3647706,3.4696884,1.2299883,1.363524,0.6397257,-0.61720186,-0.64360421
16,-2.0982988,1.1113527,0.66652868,-0.70387379,-0.97021219,-0.64561436,-0.54717867,-0.99835735,-0.98079052,-1.496817,0.74954714
17,-0.38947784,1.0180243,1.1386271,1.2877411,0.97206054,1.5148292,0.97323232,1.1055295,-0.86771574,-0.12758532,0.84386371
18,0.93700319,-0.3724297,-0.43437521,1.1725322,0.62513444,0.096500416,-1.6890228,-1.772724,1.0445136,-1.0639492,-0.19819131
19,-0.30155836,-1.2314863,-0.52970505,0.080761968,-0.93303046,-0.27933493,2.4443824,1.0982662,0.58059882,0.40592701,1.6232937
