,oz101_num,oz1_num,oz2_num,oz3_num,oz4_num,oz5_num,oz6_num,oz7_num,oz8_num,oz9_num,oz10_num,oz11_num,oz12_num,oz13_num,oz14_num,oz15_num,oz16_num,oz17_num,oz18_num,oz19_num,oz20_num,oz21_num,oz22_num,oz23_num,oz24_num,oz25_num,oz26_num,oz27_num,oz28_num,oz29_num,oz30_num,oz31_num,oz32_num,oz33_num,oz34_num,oz35_num,oz36_num,oz37_num,oz38_num,oz39_num,oz40_num,oz41_num,oz42_num,oz43_num,oz44_num,oz45_num,oz46_num,oz47_num,oz48_num,oz49_num,oz50_num,oz51_num,oz52_num,oz53_num,oz54_num,oz55_num,oz56_num,oz57_num,oz58_num,oz59_num,oz60_num,oz61_num,oz62_num,oz63_num,oz64_num,oz65_num,oz66_num,oz67_num,oz68_num,oz69_num,oz70_num,oz71_num,oz72_num,oz73_num,oz74_num,oz75_num,oz76_num,oz77_num,oz78_num,oz79_num,oz80_num,oz81_num,oz82_num,oz83_num,oz84_num,oz85_num,oz86_num,oz87_num,oz88_num,oz89_num,oz90_num,oz91_num,oz92_num,oz93_num,oz94_num,oz95_num,oz96_num,oz97_num,oz98_num,oz99_num,oz100_num
0,0.8494443,-1.1187277,-0.72428701,-1.0385812,0.20587468,-0.42050546,0.05734491,0.40703644,0.45530328,1.7457105,-0.36014791,0.93416846,-1.347864,0.95427103,1.0631869,0.38795179,0.8472138,-0.1344375,-1.8298725,1.2226815,0.39820362,0.63838638,-1.066323,1.5449205,0.46908425,1.5285214,-1.3789686,-0.86297845,0.8228903,0.83972336,0.32238784,0.58921963,-1.4942419,-0.95642599,1.3146964,-0.4260711,1.4414843,-1.1260064,1.5997952,-1.2391304,0.1077854,0.24709611,0.89009813,0.686247,1.7551877,-0.79093245,1.4129014,1.3106192,-0.92464753,-0.92668562,1.6556911,-1.6543339,0.65155266,1.5647842,1.199388,0.75926564,-0.92085722,-1.57,0.24900482,1.4450942,-0.67263399,1.5080984,0.21746277,-1.2715249,0.82647297,0.64742984,1.226057,-1.3396228,-0.0050168327,-1.0830017,-1.6299228,0.2055971,0.40456131,-0.31966849,-0.27310305,0.35014526,-0.0091759097,-0.68181514,-1.5894879,0.98575384,1.226239,0.93792729,-0.87085592,-1.5934295,0.84910484,1.6986544,0.067672779,-0.81637405,0.79164003,-1.4242177,0.9019102,0.71454216,1.3891656,-0.73430967,-0.38559575,-1.518273,0.30183321,1.2177172,-0.00081459925,0.41502979,-0.76469464
1,-0.93577028,1.4521991,1.2269817,0.43236639,-0.1642502,0.68655682,2.298561,1.4955096,1.1540829,1.5204109,1.2859915,-0.64001716,0.13782383,1.5183615,1.0339466,-1.002414,1.0603128,-1.2332672,0.10219321,1.2181347,0.48524921,-0.8123717,-1.4329689,-1.1749983,-0.44563631,-0.11270475,-0.41419674,0.62710393,0.67363939,-1.6499144,-1.583357,0.39025177,0.25438626,-0.82006599,1.3381584,0.38497837,1.0185542,-1.1740962,-0.26007769,1.1720455,1.6135021,0.42076149,1.5100468,-0.24825153,-0.65215074,-0.88506879,1.3355111,-0.72958009,1.5577309,0.50072865,-1.1593538,0.22330875,1.3074885,-0.32828163,1.3488783,0.31241487,-1.6262702,-1.0329861,-1.4017322,-0.43539338,1.4213531,1.312752,-0.76452825,0.94478646,-0.86555724,0.84633133,-0.24339038,-0.8023194,0.25149932,0.63162477,-1.6849477,-1.3723605,0.9502408,-0.97991273,0.50432035,0.18984826,-1.19632,-1.048867,-0.6888773,1.6142166,-1.0429539,0.32860032,0.056614922,-0.59667264,-0.89182341,0.18699892,-0.49520465,0.23307243,-0.73644784,-1.5051016,0.42854013,-1.4661482,0.96633357,-0.55987642,-0.026747423,-0.39546837,-1.0012805,0.92724431,0.53674482,1.7392625,1.5501701
2,0.0444219,-1.121631,-1.2275642,-0.7381836,-0.30732982,-0.78938012,-0.42927556,0.36828273,-0.92937292,1.7407148,0.76698976,0.76468211,-1.0927889,-0.76230342,-1.2947563,0.36604354,1.1147383,-1.4186746,1.0599168,-1.0126159,1.5790662,0.31942632,0.46540346,0.61448469,-1.239856,-0.63458632,-0.95888818,0.23940822,0.12202513,-1.0084374,0.42027612,-1.6061111,1.647316,0.9032267,1.3775948,-0.57669052,-0.92707322,1.0585612,-1.2063639,-1.2340672,-0.56451307,0.68472131,-0.60287573,1.5492251,-1.5808446,-1.6688418,-1.3757714,-1.1118718,1.2847591,-0.068576702,-1.6195901,-0.51287364,-1.4527868,1.0675405,-1.0040664,-1.1204579,-1.3891056,-1.0842812,-1.6470045,0.49989313,1.7344471,-0.40703378,-1.1149846,0.91486013,1.6573159,-0.83634813,-0.99009557,0.021987224,0.96751093,1.3837938,-1.3831824,1.6077539,-1.7868095,1.5508869,1.6097921,-1.0514284,0.76336828,-1.1313945,-1.1998375,0.78089088,1.0910671,0.71027529,-0.24169228,0.50003093,-1.5698825,-1.0365132,-0.78009455,-1.3416913,1.1753333,-1.2170368,-0.52552214,-0.69393384,0.57723096,-1.5255779,0.63674042,-0.22734743,0.072090076,-0.69194555,-0.70676993,0.26349343,-1.3570082
3,-0.29380271,0.088205657,0.53237198,0.6555542,-0.46578342,0.18502483,-1.186614,-1.3996103,1.4966537,0.60112431,-1.5065046,-0.68121861,1.545348,0.87996806,1.2933662,0.038091941,1.3310901,1.0024419,0.73860579,-1.4767041,-1.4509802,0.86755071,0.38433996,-0.88392995,-1.2656792,-0.96966241,1.5748546,0.033511316,-0.69048343,-1.1828459,0.15398917,0.10638556,0.2353194,-1.3810231,0.30638878,-1.3774526,1.4287742,0.90668332,-0.35202995,0.85575676,-1.521083,1.5316705,0.56477534,-0.72544103,-0.90875488,-0.1159305,0.98806542,0.97806522,-1.1110287,-0.26668708,-0.51590132,-0.22747896,-0.84409404,-1.5064737,1.2586241,0.81550767,-0.52278918,-1.2301026,0.64585427,0.62211687,-1.0392442,-1.09047,1.705887,0.98722824,-0.0049580989,-1.1617164,1.6210004,-1.645427,0.4197889,0.01809982,-0.347589,-0.11282494,-1.2793794,-1.4159675,1.5591389,-1.4984151,1.4375566,-0.26922256,1.2323503,-0.35447884,1.4530252,0.4577521,0.54959813,0.75999402,-0.050550677,0.98290851,1.2738905,-0.4421099,-1.2671654,-0.40039248,1.7510076,0.460744,0.26882225,-0.83892421,-1.4961948,-1.3900077,0.71242281,1.0595625,0.39487869,0.14172339,-0.74233556
4,-0.65089014,0.3326501,1.1172537,2.1606731,0.90631053,1.3574718,0.050635292,-0.10712898,1.1791362,-0.6252502,-0.2742651,1.2076582,0.10993235,0.48011966,0.54778834,-1.5809427,-1.6175651,0.31559997,0.92645063,-0.13327748,1.6112561,-0.30654306,-0.059522481,0.98639285,-0.74477107,-1.6585994,-0.0033392832,-1.3196358,-1.2104751,-1.4683421,0.52983493,-0.95729807,-0.45668028,1.54372,0.08641409,1.5326894,0.97077986,-0.13438805,-0.92085673,-0.74691181,1.6268986,-0.9192729,1.4403234,-0.40430552,0.34220478,-0.48781323,1.4174063,0.62056465,-1.5585982,1.3668777,0.06195445,-0.1262297,1.3911181,1.4231685,0.46788891,-0.52075937,0.70868969,0.26398588,-1.3048311,-0.18075689,0.44611848,-0.4826002,-1.0033112,1.654243,0.36005341,-0.9053561,0.80336391,1.0349909,1.120788,0.85073663,1.0334912,-1.772839,1.0799821,1.0854316,-0.37740157,-0.4030613,-1.7392214,0.92228187,-1.1445872,-1.2125978,-1.1514682,0.69639689,-1.6003856,-0.59677353,0.60452935,-0.0018186512,-1.7491751,-1.0451137,-0.1591158,-0.032020241,-0.67275377,-0.8896269,0.92155505,-1.7664125,0.38042962,-0.91020355,0.9968803,-1.4614977,-1.6619283,0.94716172,0.4770834
5,-1.7893974,1.4261242,0.80317681,0.67534737,-0.2145695,0.70746804,-0.82894527,-1.4183546,-0.55153843,-1.5228191,1.081346,-0.82290462,-1.152144,0.48706347,0.55658768,1.1084374,0.90043616,-1.0767051,-0.3503814,-1.5493302,-1.6154294,0.76260926,1.654885,1.4989017,0.58042079,0.51334491,0.30416333,0.82493301,1.370288,-0.42011646,-0.57993886,-1.1137902,-1.312625,-0.75054923,-0.39302582,0.20066491,-1.0103767,-0.77108064,1.6893767,-1.0799296,0.97963676,-0.46481231,0.02831451,-1.3466618,0.62381273,0.38451375,-0.36391696,1.4938568,-0.76474184,-0.018087287,0.31315698,0.57229448,-1.5851484,-0.95904586,-1.1487463,0.10439429,1.0727853,-0.21895507,0.52938994,1.150302,-0.63470802,1.3615839,-1.2519577,1.1227493,-1.0912097,-1.1720559,-1.4683776,-0.020778439,0.30082624,0.80697332,-1.5288428,-0.40612857,-0.28587695,1.3066638,0.6770534,-0.8377245,-0.64816935,1.6643334,-1.3433198,-0.60039131,1.240584,-0.75354411,1.3534354,0.43297196,-1.4310541,0.78821307,-1.3156615,0.50139894,1.0489622,-1.0063039,-1.5359823,1.6762554,1.0326371,-1.0688569,-0.78923902,-1.459979,0.45403256,-1.3276135,-0.035361656,-1.0821728,1.0862613
6,0.2132195,-0.7303938,-0.31353014,-0.32786922,-1.3970125,-0.60198413,-0.3429094,0.47243869,-0.36073833,0.3548054,-0.88802402,-0.26822801,1.2465367,-0.036921596,0.30599369,-0.79803947,-0.57460036,0.28670712,0.47201846,-0.88835312,-0.80265869,-0.87085508,0.94057942,-0.38846466,-0.10015576,-1.3471362,1.2998181,1.3608537,0.48346349,0.55459802,-1.1681878,-0.40863913,-0.85260859,1.3370366,-1.2353505,-1.303334,-0.93569538,-1.3856482,-0.37418012,-0.7680224,-0.50280386,-1.41972,-0.60752653,-0.028454546,-1.3338621,-0.069643283,0.8949259,-1.5621107,1.0673772,-0.58229684,-1.6121785,1.4414377,1.2685739,-0.26837316,-0.14402119,1.1971594,1.6186165,1.0652192,0.93908173,0.13029225,0.22115677,-0.036922266,-1.5903278,-0.69823717,0.073428811,-1.1019628,1.2558864,0.84201562,-1.2859795,0.93636052,1.0895939,0.7535546,0.82630977,0.75866715,-0.45441749,-1.2923529,-0.55101871,1.2613395,-1.3828728,-0.58507761,-1.552406,0.65097923,-1.0152155,0.86753024,1.3634983,1.2885723,-1.4534452,0.47536468,-1.3236626,-0.5389798,0.6658209,-1.2255359,-0.86824597,-0.043677739,0.33593452,0.31520279,-1.2300756,-1.6829568,-0.55466824,0.9971603,0.25764594
7,1.1057262,-0.011349876,-0.062438062,0.41620085,0.67908803,0.25390192,1.9241832,1.506374,-0.035197427,-0.85500686,0.93224624,-0.33870328,-0.79938196,-1.5881759,-1.5917457,-1.436519,1.4077869,0.96622812,0.11087314,0.81424821,-0.47479897,0.21487392,-1.0980707,0.5485698,-1.0490241,-1.4123561,0.49955615,0.17864981,-1.0421693,0.18791561,1.0806201,-0.48958182,-0.65034516,1.3644586,-1.2339319,-0.28155438,0.43464273,1.0276626,1.5997405,-1.3943477,-0.15559793,-0.22824115,0.63684119,0.48686174,-0.79326936,-1.5914057,-1.0253876,-1.4420899,1.2314775,-0.20971205,0.64499233,-1.466454,-1.1854514,1.590565,-0.54860872,-0.22643632,-0.41897582,1.0730706,0.97344575,-1.1527151,0.69366134,1.7362405,0.58008488,-0.11354503,-0.3357045,0.47373008,0.45054842,-1.3853042,0.99829115,-0.81668867,1.5034891,0.77962061,0.98822433,-1.9101049,-1.6251231,-0.68819115,0.89195448,-0.10086544,1.4629103,0.22059257,0.25996971,-0.9197168,-0.38513902,-1.4700734,-0.84376947,-1.1415263,0.94764915,1.2139543,-0.81611816,-0.35971957,-0.99278979,-1.2313543,-0.041801365,-1.5807975,-1.3205851,1.5545777,1.2647692,-1.4208517,-1.0852525,-0.86026662,0.38530449
8,0.89374226,-1.075962,-1.2860746,-1.4163531,1.1203755,-1.1016466,0.60854785,0.91149666,0.15638562,0.12488067,-0.052093676,-1.5455326,0.9174324,0.13831886,1.0652819,0.43173618,0.50475761,1.466466,0.86215235,0.75457498,1.3986864,0.19236394,0.83487167,-1.2149254,0.14212868,0.89409959,-1.5317424,-0.75031811,0.87448895,-0.27479799,-1.3507119,0.045329203,0.35675326,0.61427738,0.50649867,-0.6657731,0.62603191,0.26155408,-1.1875167,0.79588418,-0.14916093,0.56087388,1.5604665,1.0429864,0.96556272,1.0483083,-0.25853288,0.64381953,1.687363,1.3923418,1.6445489,1.3063126,-1.1081477,0.96393226,-1.2891158,0.69371364,1.2478354,-0.047544033,0.51759028,0.29387204,0.76168291,-0.74331265,-0.55188663,-0.20815934,-1.8559884,0.60795086,1.0344119,-0.38515649,0.099458513,1.4242691,-1.2738362,0.29724079,-0.28670389,-0.1787696,0.064671668,-0.75342194,-0.52106339,1.6654898,1.3258374,0.66103553,-0.83272832,1.012392,-0.61121612,0.79214994,1.3796047,0.25125439,-0.58084607,-0.046020517,1.5261702,1.4276471,0.29523096,0.047659679,0.51777632,-0.54290029,-1.5069073,0.060633067,1.2417858,0.6513272,-0.032628919,-0.29971412,1.3698879
9,-2.0942336,1.2665358,0.97587564,-0.19425471,-1.2354982,-0.064674215,-0.78135857,1.3664579,-0.6607919,-1.4359062,-1.5648225,1.0729655,-1.4120764,-1.4676891,-0.55964174,-1.3529549,0.39304238,1.3552167,1.1017315,0.34075211,-1.3836742,-0.072435311,1.1229167,1.4480318,-0.14938671,-0.86636436,-0.67369568,-1.0438503,-0.6086733,1.4400704,-1.2371283,0.22542362,0.22385385,-0.59005215,-0.38934661,-0.97872168,1.561913,0.026441155,0.92761026,-0.97053865,0.85156037,-1.1946054,0.19595159,1.3506617,1.4996943,1.2451166,1.2815286,-0.52017399,0.4351572,-1.3265073,0.1172579,-0.77631473,-1.0920614,-0.34174028,0.91327154,1.6044352,-1.6430133,0.46897656,-1.659783,1.6849865,0.99221652,-0.11954092,-0.83668389,1.6807951,1.0213178,-0.59958361,-0.12637931,-0.17964472,1.0763976,1.4951814,-0.37463276,1.5353621,-0.89983957,0.38599057,-0.39333418,0.68648122,-0.76491918,1.1393662,-0.3331864,0.31846449,-0.381069,1.2587032,-1.573274,-1.2905302,0.09643748,-0.52719648,-0.0012174401,-0.52915624,-0.69108807,-0.37995737,0.88747338,0.97934144,-0.024058274,-1.3284276,0.68722108,0.90223018,-0.76892892,0.13294785,-1.5306465,0.33596696,1.0811722
