,oz26_num,oz1_num,oz2_num,oz3_num,oz4_num,oz5_num,oz6_num,oz7_num,oz8_num,oz9_num,oz10_num,oz11_num,oz12_num,oz13_num,oz14_num,oz15_num,oz16_num,oz17_num,oz18_num,oz19_num,oz20_num,oz21_num,oz22_num,oz23_num,oz24_num,oz25_num
0,-1.6860249,0.52163057,0.50030141,-0.75224402,-1.2521653,-0.41035354,-1.071645,-1.5588666,0.86130985,1.538258,-1.2650268,-1.5582792,0.7707418,1.1378071,1.4514334,1.0659653,0.28023652,-1.6975125,0.97182869,0.25639908,-0.92264792,-1.3474455,0.025622663,1.4766775,1.0418958,0.48711014
1,-0.84282589,1.107727,1.4323431,-0.77082646,-1.2532955,-0.52726009,0.38371913,-0.81650522,-0.45582617,-0.18787535,-0.045979686,0.19935252,1.4411977,0.13048468,-1.5030286,-0.36341584,0.70030211,0.42447938,0.24379417,-0.9440246,0.73813276,-0.076395627,1.3318704,0.41980927,1.1416156,-0.043004335
2,-1.1598836,0.53863098,0.30799117,-1.1229806,-1.4533917,-0.88762526,-0.0011211948,0.60948475,0.063692071,-0.96413392,-0.29320326,0.35766921,-0.15109061,0.19691957,-0.10089588,1.0925273,1.517841,0.036765563,-1.6720599,1.235204,-0.43332883,0.0068710406,-0.72434656,1.093668,-0.82977791,1.2965666
3,-1.3424596,0.80023572,0.47175054,-0.63768718,-0.081646108,-0.48007554,-1.3913683,1.3685514,0.31581089,1.2613834,-1.6688317,1.4604866,1.7131726,0.660234,-0.10909744,0.050626824,-1.3123628,-0.94858463,-0.37381608,1.3291179,-0.69003023,1.1955323,0.17519572,0.4177555,-0.80343247,-1.6643639
4,2.7197997,2.1128949,1.7469707,2.8675478,1.6837795,4.3150866,-1.0188501,0.76287322,0.45867692,-0.086236195,-0.48263279,0.68271035,1.5493211,-0.92420794,1.6893762,-1.628837,-0.12142257,1.0010844,-0.63173738,0.38231523,1.3231408,0.87670779,-1.1106329,0.94688686,-0.81913072,0.79880878
5,0.63600849,-1.5467747,-0.71532959,-0.048787271,1.6986661,-0.75452326,1.6349606,0.72631045,0.092675035,1.7130247,1.1505687,-1.3056702,1.639229,-1.3589539,0.90116717,-0.70537535,-0.21503675,-0.19666021,-0.04645336,-0.053126973,0.074044977,0.06603848,1.2355926,1.3435024,1.5238907,-1.4009322
6,-0.184147,-0.75415094,-1.1058654,-0.71902397,-1.2562854,-0.65483708,1.388563,1.727887,0.68760612,0.88284496,1.1342275,0.70799477,-0.40767491,-0.71655628,-1.6271817,0.32562356,-0.87618365,1.5823037,1.687303,0.89408733,1.0444774,0.73875504,1.8163011,0.98228412,-0.66634529,-1.1184956
7,-0.81501566,-2.1441296,-1.595821,-0.60062985,-0.21882046,-0.7773842,1.2013647,1.0245062,0.64536542,1.5649265,0.62175859,0.23644766,1.7291043,-0.03044215,0.27993557,0.70333217,-1.6396895,-1.6681998,0.91687089,1.2226259,0.062236459,-0.31872132,1.3710959,-1.676585,0.58490953,1.1713405
8,0.026994286,-0.32090873,0.12386736,0.070725848,-0.7115383,-0.30886748,1.2886653,-1.2815001,-0.39735732,-1.0667378,0.82154046,-0.26230365,0.77924687,0.15913684,-1.7117744,-1.4796204,-1.0691893,-1.152503,0.54645467,1.0225479,-0.26756384,1.4851733,-0.082145725,-0.35793591,1.6803943,-0.34673496
9,0.70967415,-0.89076933,-0.0030883018,-1.2674404,-1.4563882,-1.0561847,-0.74909019,0.14135871,0.087813217,-0.045643032,0.97725499,-1.0274505,1.3165666,0.51557351,-0.67521396,-1.7095608,1.5074135,-1.4694136,1.3705766,0.66484621,1.7104402,1.7501103,1.38763,-0.24478312,1.6373837,0.76250907
10,0.27110494,0.85015375,1.643275,2.1922037,1.1288323,1.9331949,1.7039838,0.66059277,-0.38176387,-0.63628493,0.66050039,0.38500356,1.2605682,-0.030388508,-1.3344926,-1.1851667,-1.4196593,0.5676636,-0.12805543,0.76908649,0.44782088,0.82623957,0.59664955,0.57081685,1.4144073,1.5341019
11,0.015617478,1.4793401,1.2680805,0.26178393,-0.14910798,0.74770984,0.48843657,0.85290787,-1.152566,1.1221979,0.98624759,0.13040626,1.1568358,0.48955549,-1.000737,-0.027289304,-1.3138569,0.29291382,-0.19194325,0.4411775,-0.2098279,0.94178684,0.95438872,-0.101385,-1.585339,-0.31711729
12,0.32376221,1.8382274,1.1530568,0.36329682,-0.30294179,0.7758287,0.56108231,-1.0773334,-0.95998831,-1.4102299,0.13102188,-0.43167592,-0.23265976,0.29376135,-0.89441791,-0.33208451,-0.46185168,0.74538267,-1.6647738,0.31169333,-0.75142427,-0.67083457,0.82158306,-0.13973597,0.14578908,-0.1620857
13,-0.063165131,1.4429141,1.1713117,0.96882708,-0.1489306,1.5003002,-1.4486156,-0.16913543,-1.4223274,-0.10058133,1.4178689,-0.6348947,0.32977068,1.4150697,-1.4913816,0.056373502,-0.36288864,1.0961424,-1.4851182,0.53722877,1.3892098,-1.4629574,-1.2345382,-0.83686643,-0.032092456,-1.4295247
14,0.50610083,-0.58379487,-1.1837296,-1.751206,-1.2418671,-1.2240933,-1.0415168,1.2195507,1.469241,0.16632947,-1.1231455,-0.46947808,0.61749538,1.1518659,-0.4594712,0.41697689,1.1754161,-1.1975259,1.3729173,1.3386908,1.14334,-1.0560549,1.5319377,0.57131184,-1.0411737,-1.5042539
15,-0.48525274,0.83206955,1.4249526,1.6054839,0.52785675,1.6710901,1.4552848,-1.6961847,-1.5945396,-0.80293868,0.097603846,0.73841512,0.50767683,-0.47312782,-1.2274658,-0.58837645,-0.51078447,0.59380034,1.6663936,1.0254551,1.152587,0.63451661,0.046860502,0.25306381,0.55343173,-0.43265751
16,1.3782443,-0.12465949,-0.87021985,-0.25693241,1.1170637,-0.2993665,-1.6582941,1.3913674,-1.3576289,0.97170579,0.41412989,0.44635131,1.4615984,-1.3415666,0.307641,-0.74957321,0.41424598,-0.5174743,0.52470657,-1.342893,0.2387862,-1.2996016,-0.083030704,-0.43948172,1.3743778,-0.66099847
17,-2.2563064,0.48134924,1.0646746,-0.64021213,-1.4404888,-0.46316548,1.601572,0.39638733,0.65011506,-0.76609646,-1.0914541,-1.6262922,-0.23557149,-1.6302105,0.086330189,0.23802162,-0.42308066,-0.80982176,-0.88267461,0.60800128,-0.053951535,-1.379707,-1.1140684,-0.48730523,-0.44394467,1.5092764
18,0.94208814,-0.33102276,-0.12308938,0.83783628,0.86209575,-0.034440938,1.3405141,-0.27819676,1.5055866,0.84278572,-0.032538806,0.98019061,0.19380976,0.5583731,-0.39310727,-0.11706853,0.79548851,0.17041481,-0.72258958,-0.27616747,1.3483238,-0.029567259,-0.48828122,0.64406279,0.58542067,0.92057454
19,-0.3106883,-1.5279227,-1.5986203,-1.2838622,-1.5625548,-0.24431332,0.6188719,1.1425084,-0.13524267,0.40292365,0.14994698,-0.78787427,1.5940524,-0.88957789,0.1239363,0.57096171,0.51425159,1.1088017,-0.93789637,0.95964436,-0.47044903,-0.59005452,-0.20710163,-0.56104688,-0.064366451,-0.38846606
20,1.9230297,1.28461,1.2091207,3.1092338,1.6530738,3.4403211,0.38193722,-0.20214473,1.5787961,-0.23275134,0.68284702,1.0076874,0.67966323,0.5735487,1.0960122,0.55928419,-1.5809305,1.1919353,-0.42125717,0.52539665,-1.552894,0.98449845,-1.3032113,0.44831855,-1.1308838,-1.3108455
21,0.60342294,-0.38578532,-1.2369347,-0.085598522,0.40788392,-0.18302362,1.0707771,1.1407983,-1.1101851,0.012361694,0.72411684,0.25821605,1.4882211,1.662821,0.21323829,0.72544488,-0.69704948,1.6090235,1.2829627,-0.60599122,0.24843272,-0.22429486,-0.23612996,0.0075712692,-0.59867872,-0.84194998
22,1.1928238,-0.33415119,-0.51146829,-0.38367517,0.62128088,-0.16987359,-0.61505557,0.43385472,0.88315134,1.3894829,-0.21784599,-0.34315897,-1.3548845,1.5523859,1.054384,-0.11054025,-0.15243919,1.2635657,1.0468604,-1.77515,1.4359313,1.5409892,-0.82381028,-0.68203828,-1.5574175,0.62750691
23,-0.08128735,-1.6605531,-1.1659531,-0.75618189,-0.15190474,-0.79497595,-0.60137506,-1.1353087,-0.31785841,0.66987395,0.1824276,1.4208288,-0.075120738,-0.57611397,0.45837802,-1.1544969,1.4842485,-0.97337921,-1.1264864,1.2734008,-0.075111247,1.6783436,-0.95802897,-1.123067,-1.6139179,-0.5486145
24,-0.69597846,1.011774,1.0040884,1.4618101,1.570255,1.5331308,-1.6824565,-0.346145,-1.3035597,1.134798,1.4627609,-0.58197105,0.34634593,0.23798573,-0.64045193,-1.0816516,1.4726063,-0.56724902,-1.1121171,1.5129182,1.1742589,-0.35472875,-0.18587593,-0.41587529,0.48886134,1.4375032
