,rawblue-mean_num,short-line-density-5_num,saturation-mean_num,class_cat,hedge-sd_num,short-line-density-2_num,region-pixel-count_num,intensity-mean_num,region-centroid-col_num,value-mean_num
0,75.2222,0.111111,0.318996,path,0.544331,0.0,9.0,59.6296,218.0,75.2222
1,2.55556,0.0,1.0,foliage,0.365148,0.0,9.0,0.888889,113.0,2.55556
2,139.778,0.0,0.199347,sky,1.0256,0.0,9.0,123.037,202.0,139.778
3,52.8889,0.0,0.266914,path,6.74949,0.0,9.0,43.5926,32.0,52.8889
4,61.5556,0.0,0.302925,path,1.92546,0.0,9.0,49.5926,61.0,61.5556
5,59.5556,0.0,0.275889,path,1.92546,0.0,9.0,49.3333,149.0,59.5556
6,17.8889,0.0,0.335717,grass,0.566666,0.0,9.0,17.7407,197.0,21.2222
7,6.33333,0.0,0.564153,brickface,0.151852,0.0,9.0,5.40741,29.0,6.88889
8,30.5556,0.0,0.595282,foliage,205.363,0.0,9.0,21.3333,1.0,30.5556
9,28.1111,0.111111,0.437404,brickface,9.44074,0.0,9.0,21.4444,69.0,28.1111
10,33.2222,0.0,0.307415,cement,0.680414,0.0,9.0,26.5185,152.0,33.2222
11,1.11111,0.0,0.888889,window,0.0296296,0.0,9.0,0.37037,248.0,1.11111
12,0.111111,0.0,0.111111,window,0.136083,0.0,9.0,0.037037,137.0,0.111111
13,77.7778,0.111111,0.285333,path,1.10386,0.111111,9.0,63.2222,86.0,77.7778
14,5.33333,0.111111,0.427354,grass,4.15185,0.0,9.0,6.44444,220.0,8.33333
15,2.88889,0.0,0.933333,window,0.0333333,0.0,9.0,1.22222,207.0,2.88889
16,25.6667,0.0,0.442861,brickface,2.10741,0.0,9.0,19.5926,6.0,25.6667
17,68.1111,0.0,0.306722,path,1.70511,0.0,9.0,54.9259,203.0,68.1111
18,56.3333,0.0,0.245321,cement,1.83384,0.0,9.0,47.8519,243.0,56.3333
19,54.3333,0.0,0.197115,cement,0.574133,0.0,9.0,47.963,146.0,54.3333
20,1.22222,0.0,0.527778,window,0.272166,0.0,9.0,0.555556,184.0,1.22222
21,6.44444,0.0,0.563713,brickface,0.207407,0.0,9.0,5.92593,178.0,7.88889
22,11.4444,0.0,0.833935,foliage,1.54444,0.0,9.0,6.18518,132.0,11.4444
23,131.111,0.0,0.241511,sky,0.455421,0.0,9.0,112.963,83.0,131.111
24,4.22222,0.0,0.553812,grass,0.488889,0.0,9.0,5.77778,126.0,8.88889
25,14.1111,0.0,0.622222,window,0.344265,0.0,9.0,8.33333,225.0,14.1111
26,3.88889,0.0,1.0,foliage,0.296296,0.0,9.0,1.59259,14.0,3.88889
27,64.3333,0.0,0.317566,path,2.61336,0.111111,9.0,51.2963,5.0,64.3333
28,127.111,0.0,0.208013,sky,0.607405,0.0,9.0,110.185,79.0,127.111
29,22.6667,0.0,0.664785,foliage,28.7852,0.111111,9.0,14.3704,18.0,22.6667
30,15.4444,0.0,0.391548,grass,1.98886,0.0,9.0,17.5185,214.0,22.8889
31,6.11111,0.0,0.797884,window,0.0444444,0.0,9.0,3.03704,94.0,6.11111
32,3.66667,0.0,0.769444,window,2.10818,0.0,9.0,1.81481,54.0,3.66667
33,29.6667,0.0,0.432786,cement,1.31852,0.0,9.0,21.3704,107.0,29.6667
34,10.7778,0.111111,0.447247,grass,0.933333,0.0,9.0,12.5185,93.0,17.2222
35,15.3333,0.0,0.406212,grass,0.611111,0.0,9.0,14.7407,245.0,18.1111
36,16.4444,0.0,0.349656,grass,1.64204,0.0,9.0,19.2222,48.0,24.7778
37,6.66667,0.0,0.581349,brickface,0.177778,0.0,9.0,5.55556,239.0,7.22222
38,5.77778,0.0,0.656614,window,0.934919,0.0,9.0,3.40741,184.0,5.77778
39,0.111111,0.0,0.111111,foliage,0.136083,0.0,9.0,0.037037,109.0,0.111111
40,22.4444,0.0,0.388973,grass,4.11366,0.0,9.0,25.8889,111.0,34.1111
41,1.55556,0.0,0.116667,window,0.136083,0.0,9.0,1.25926,155.0,1.55556
42,17.2222,0.0,0.418184,grass,0.162963,0.0,9.0,18.3333,192.0,23.8889
43,8.11111,0.0,0.533307,grass,4.20741,0.0,9.0,10.5185,209.0,15.8889
44,3.11111,0.0,1.0,foliage,0.344265,0.0,9.0,1.14815,118.0,3.11111
45,2.88889,0.0,0.648677,window,0.82963,0.0,9.0,1.51852,43.0,2.88889
46,20.5556,0.0,0.632127,window,0.118519,0.0,9.0,12.0741,247.0,20.5556
47,76.4444,0.0,0.299213,path,1.65664,0.0,9.0,61.6296,63.0,76.4444
48,3.11111,0.0,1.0,foliage,0.0296296,0.0,9.0,1.07407,33.0,3.11111
49,14.8889,0.0,0.774121,foliage,6.81852,0.0,9.0,8.18519,118.0,14.8889
50,35.2222,0.0,0.4223,brickface,2.87407,0.0,9.0,26.7407,121.0,35.2222
51,29.4444,0.0,0.339149,window,0.389682,0.0,9.0,22.963,218.0,29.4444
52,150.111,0.0,0.0998358,sky,3.85555,0.0,9.0,141.556,209.0,150.111
53,10.3333,0.111111,0.407904,grass,0.998146,0.0,9.0,12.5185,55.0,16.8889
54,69.7778,0.0,0.312414,path,4.61599,0.0,9.0,55.6667,50.0,69.7778
55,1.22222,0.0,0.537037,window,0.172133,0.0,9.0,0.703704,160.0,1.22222
56,32.3333,0.0,0.2851,cement,0.722649,0.0,9.0,26.4444,142.0,32.3333
57,127.556,0.0,0.176789,sky,0.666664,0.0,9.0,113.185,9.0,127.556
58,0.0,0.0,0.0,foliage,0.0,0.0,9.0,0.0,108.0,0.0
59,58.3333,0.0,0.230455,cement,20.1963,0.0,9.0,49.8148,56.0,58.3333
60,62.6667,0.0,0.308573,path,2.69155,0.0,9.0,50.6667,54.0,62.6667
61,73.4444,0.0,0.259607,cement,1.49629,0.0,9.0,61.2593,41.0,73.4444
62,25.3333,0.0,0.660813,foliage,3.19722,0.0,9.0,15.5185,67.0,25.3333
63,14.5556,0.0,0.607768,window,0.327731,0.0,9.0,8.85185,249.0,14.5556
64,25.0,0.111111,0.404038,brickface,1.88519,0.0,9.0,20.0741,90.0,25.0
65,13.3333,0.0,0.443375,grass,5.61852,0.0,9.0,15.1852,180.0,20.5556
66,144.778,0.0,0.156568,sky,0.207406,0.0,9.0,131.778,96.0,144.778
67,79.7778,0.0,0.278345,cement,0.879814,0.0,9.0,65.1852,112.0,79.7778
68,67.2222,0.0,0.30405,path,1.98233,0.0,9.0,54.1852,215.0,67.2222
69,14.1111,0.0,0.622222,window,0.344265,0.0,9.0,8.33333,225.0,14.1111
70,28.4444,0.0,0.403687,brickface,4.04444,0.0,9.0,22.3333,88.0,28.4444
71,25.7778,0.0,0.562158,foliage,0.772202,0.0,9.0,16.8519,91.0,25.7778
72,47.7778,0.0,0.334662,cement,0.699206,0.0,9.0,37.4444,57.0,47.7778
73,0.0,0.0,0.0,window,0.0,0.0,9.0,0.0,211.0,0.0
74,4.44444,0.0,0.962963,foliage,0.462963,0.0,9.0,1.92593,37.0,4.44444
75,14.0,0.111111,0.73447,foliage,1.04704,0.0,9.0,8.33333,54.0,14.0
76,117.111,0.0,0.323421,sky,1.14444,0.0,9.0,93.4444,194.0,117.111
77,26.3333,0.111111,0.405118,brickface,3.39629,0.0,9.0,21.1481,86.0,26.3333
78,21.4444,0.111111,0.327383,grass,1.86666,0.0,9.0,22.3333,71.0,27.2222
79,30.4444,0.111111,0.394863,brickface,4.02963,0.0,9.0,23.6667,127.0,30.4444
80,6.11111,0.0,0.973765,foliage,1.05185,0.0,9.0,2.51852,140.0,6.11111
81,128.889,0.0,0.19308,sky,0.429629,0.0,9.0,112.926,48.0,128.889
82,5.44444,0.0,0.603836,brickface,0.0777778,0.0,9.0,4.96296,14.0,6.77778
83,6.88889,0.0,0.570106,brickface,0.685185,0.0,9.0,5.85185,97.0,7.66667
84,56.3333,0.0,0.287646,path,1.55873,0.0,9.0,46.3704,110.0,56.3333
85,6.55556,0.111111,0.597015,grass,2.4404,0.0,9.0,8.92593,245.0,13.8889
86,3.77778,0.0,1.0,foliage,0.385185,0.0,9.0,1.40741,82.0,3.77778
87,11.7778,0.0,0.380483,cement,0.45542,0.0,9.0,8.88889,132.0,11.7778
88,58.5556,0.0,0.294238,path,1.14827,0.0,9.0,47.2593,235.0,58.5556
89,54.8889,0.0,0.319706,cement,1.69531,0.0,9.0,43.3333,147.0,54.8889
90,62.2222,0.0,0.314278,path,2.18497,0.0,9.0,49.7407,4.0,62.2222
91,147.222,0.0,0.112421,sky,0.874068,0.0,9.0,137.148,98.0,147.222
92,7.33333,0.0,0.603175,brickface,0.0740741,0.0,9.0,5.44444,222.0,7.33333
93,3.33333,0.0,1.0,foliage,0.211111,0.0,9.0,1.18519,122.0,3.33333
94,32.0,0.0,0.430239,cement,1.71852,0.0,9.0,23.1481,129.0,32.0
95,14.3333,0.0,0.390957,grass,0.620633,0.0,9.0,15.7407,140.0,20.4444
96,69.1111,0.0,0.296294,path,1.29957,0.0,9.0,55.7778,175.0,69.1111
97,4.88889,0.111111,0.662037,brickface,0.522222,0.0,9.0,4.66667,192.0,6.77778
98,35.7778,0.0,0.436895,brickface,6.29629,0.0,9.0,26.4815,101.0,35.7778
99,25.7778,0.111111,0.547173,window,2.81852,0.0,9.0,16.7407,211.0,25.7778
100,7.66667,0.0,0.545635,brickface,0.311111,0.0,9.0,6.18518,140.0,7.77778
101,5.33333,0.0,0.94709,foliage,0.344444,0.0,9.0,2.22222,221.0,5.33333
102,145.444,0.111111,0.177191,sky,0.400002,0.0,9.0,130.407,168.0,145.444
103,7.33333,0.0,0.56339,grass,1.0256,0.0,9.0,9.22222,200.0,13.7778
104,21.8889,0.0,0.399751,brickface,0.962963,0.0,9.0,17.963,23.0,21.8889
105,5.88889,0.0,0.595238,brickface,0.0740741,0.0,9.0,5.03704,65.0,6.66667
106,67.1111,0.0,0.312927,cement,1.05409,0.0,9.0,53.2593,108.0,67.1111
107,25.1111,0.0,0.441092,brickface,1.42222,0.0,9.0,18.8889,17.0,25.1111
108,37.4444,0.111111,0.457752,window,0.385185,0.0,9.0,26.7037,187.0,37.4444
109,49.4444,0.0,0.280578,cement,0.904721,0.0,9.0,41.037,197.0,49.4444
110,126.222,0.0,0.241934,sky,1.26491,0.0,9.0,108.926,188.0,126.222
111,3.33333,0.0,0.977778,foliage,0.544331,0.0,9.0,1.37037,99.0,3.33333
112,122.444,0.0,0.212264,sky,3.76296,0.0,9.0,105.667,95.0,122.444
113,65.0,0.0,0.272721,path,4.13477,0.0,9.0,53.4444,153.0,65.0
114,13.7778,0.111111,0.248449,grass,0.996296,0.0,9.0,14.5926,118.0,17.1111
115,29.3333,0.111111,0.423501,brickface,2.21111,0.0,9.0,22.7407,69.0,29.3333
116,27.3333,0.222222,0.408211,brickface,5.58518,0.0,9.0,21.5926,98.0,27.3333
117,29.5556,0.0,0.395663,window,0.45542,0.0,9.0,21.963,59.0,29.5556
118,131.111,0.0,0.253299,sky,0.429626,0.0,9.0,110.481,14.0,131.111
119,54.1111,0.111111,0.271572,cement,2.23109,0.0,9.0,44.5556,228.0,54.1111
120,141.333,0.0,0.194853,sky,0.544333,0.0,9.0,125.185,116.0,141.333
121,61.1111,0.0,0.358975,foliage,15.931,0.111111,9.0,49.8148,45.0,61.1111
122,41.6667,0.0,0.293949,cement,0.691215,0.0,9.0,34.3333,127.0,41.6667
123,13.1111,0.0,0.416705,grass,2.16296,0.0,9.0,14.6296,152.0,19.2222
124,6.0,0.0,0.566138,brickface,0.207407,0.0,9.0,5.18518,28.0,6.66667
125,149.556,0.0,0.104639,sky,1.22963,0.0,9.0,140.296,181.0,149.556
126,49.0,0.111111,0.192484,cement,5.72583,0.0,9.0,43.3704,201.0,49.0
127,51.7778,0.0,0.270638,cement,103.752,0.0,9.0,42.8148,201.0,51.7778
128,33.1111,0.0,0.681266,foliage,1.86984,0.0,9.0,19.0741,59.0,33.1111
129,38.0,0.0,0.400746,foliage,17.6291,0.0,9.0,31.0,21.0,38.0
130,10.7778,0.0,0.512566,window,1.26491,0.0,9.0,7.62963,196.0,10.7778
131,58.7778,0.0,0.355227,cement,0.886106,0.0,9.0,45.1852,63.0,58.7778
132,61.1111,0.0,0.358975,foliage,15.931,0.111111,9.0,49.8148,45.0,61.1111
133,39.1111,0.0,0.266436,path,36.9333,0.0,9.0,32.2593,123.0,39.1111
134,20.0,0.0,0.384997,brickface,2.72963,0.0,9.0,17.2593,95.0,20.4444
135,13.0,0.0,0.548545,window,1.06805,0.0,9.0,8.44444,187.0,13.0
136,30.1111,0.0,0.679513,foliage,1.04172,0.0,9.0,18.037,115.0,30.1111
137,8.0,0.0,0.524471,brickface,0.266667,0.0,9.0,6.74074,108.0,8.44444
138,12.2222,0.0,0.645891,window,0.459468,0.0,9.0,7.07407,206.0,12.2222
139,9.77778,0.0,0.463569,grass,0.879815,0.0,9.0,12.8148,34.0,18.0
140,7.77778,0.0,0.910065,foliage,2.25185,0.0,9.0,3.55556,4.0,7.77778
