,Income_num,Age_num,Civil_num,Can/US_num
0,86680.77,31.00364,23.26688,7.230798
1,64127.42,58.36153,17.76006,4.480846
2,88728.53,49.43488,14.58399,7.632419
3,80348.58,40.8756,16.54536,9.448964
4,76234.72,30.3865,14.09269,10.82812
5,81986.36,21.51478,14.62777,14.206017
6,73593.64,52.79831,16.20542,5.881757
7,63209.81,42.5571,21.26227,5.632542
8,42866.14,32.50106,20.83966,14.843309
9,119271.81,82.03417,18.70948,7.309711
10,86328.22,53.82093,24.90919,11.178427
11,85925.73,35.45004,14.98645,8.150639
12,107371.65,35.97384,18.26981,9.701499
13,93349.63,17.28443,19.28165,11.770937
14,64558.72,47.84746,21.9185,9.643621
15,78807.87,40.34323,17.07288,9.569179
16,70129.07,48.94204,23.28281,7.051396
17,41030.08,50.78407,20.55171,3.190454
18,49800.17,70.31722,20.43653,8.282282
19,82882.6,40.09599,16.5574,7.592497
20,86398.76,71.25636,22.05316,4.745073
21,89391.4,49.15592,25.29855,9.402155
22,75753.05,30.10877,20.51938,9.761904
23,62991.67,60.10861,21.42536,8.329093
24,80169.2,73.64907,23.04829,8.914683
25,151308.26,23.09566,23.14277,8.283638
26,89383.47,74.50653,26.67545,5.60768
27,47487.52,53.39023,18.14701,9.13196
28,72835.58,60.17807,23.91731,8.108079
29,112453.01,49.07031,15.7657,8.046996
30,53942.37,59.30952,22.50678,16.309953
31,101324.37,38.13897,23.45553,9.242191
32,127510.25,37.8643,24.35871,5.072251
33,70372.6,40.93404,17.9462,10.789831
34,79867.07,48.83539,21.78728,7.370431
35,63624.78,61.15319,15.45962,12.015777
36,68027.18,54.83277,21.48099,9.210092
37,106983.67,49.31054,23.79483,6.105405
38,62113.79,33.24291,19.62174,8.779893
39,90147.05,59.5954,20.19549,10.643159
40,58634.79,32.77764,17.36042,7.753344
41,72643.63,30.00506,20.7241,12.047433
42,69606.81,36.58341,20.62303,11.447005
43,71274.79,46.23877,24.32389,4.462721
44,76407.0,43.86243,23.74024,9.876809
45,133887.35,42.69428,19.54895,5.318793
46,76328.11,39.81298,19.33146,10.398321
47,83503.13,30.16931,18.75827,11.600249
48,54328.21,47.56914,19.27212,9.87405
49,64446.65,72.0344,21.73765,6.55889
50,51483.34,40.96265,19.02519,11.647133
51,93456.24,65.71708,21.56996,11.836892
52,58204.38,66.77646,17.31682,12.036039
53,140696.0,60.83708,16.99439,11.667376
54,60408.11,27.31667,18.36396,7.861619
55,105867.09,32.80462,12.07096,4.005709
56,79520.74,30.708,11.07358,5.301046
57,64787.93,29.00284,10.80803,9.067069
58,90171.76,37.59411,18.30526,4.025821
59,65642.7,34.42687,21.61645,11.537995
60,93399.24,17.07915,20.17793,8.948571
61,67897.9,34.36449,17.90967,11.154126
62,126962.95,59.2687,19.40296,6.94356
63,37009.2,31.89212,16.98409,7.451597
64,52302.58,37.56111,19.20495,6.586649
65,76335.69,55.98981,21.62523,9.481025
66,72631.41,40.28487,14.21112,11.62173
67,61692.38,30.46914,21.15591,8.372235
68,74405.04,66.03676,21.20303,7.654457
69,115598.03,34.21307,24.81469,9.823174
70,82685.49,27.37644,16.97518,9.042124
71,68759.61,53.23168,26.28034,12.118969
72,66031.61,45.92785,16.01805,4.801961
73,71222.29,54.18077,20.08232,8.73789
74,84300.71,38.01772,21.15527,4.208769
75,58796.48,43.59799,12.05415,11.74575
76,82147.99,53.09078,18.54568,11.796233
77,82419.21,29.99265,20.68949,7.729539
78,119801.66,32.87926,19.33031,8.940657
79,75504.06,51.41095,27.17447,18.329891
80,146570.08,47.9779,13.45111,11.132126
81,68296.42,35.55825,19.4097,9.945236
82,74088.55,29.14101,13.93297,8.971434
83,78264.02,29.61948,17.28113,12.037997
84,71196.26,44.66024,21.05967,13.070463
85,88512.96,20.11325,15.43279,9.895172
86,87912.56,46.15706,20.18894,9.892874
87,80451.24,47.35069,21.03832,10.722192
88,66038.31,51.10651,20.13089,7.559437
89,98932.62,48.27315,10.3783,12.464415
90,80638.58,38.5025,19.29832,7.388185
91,101985.5,53.28329,12.42103,7.895045
92,73867.61,49.31968,19.53016,8.827714
93,90192.24,38.0076,22.62315,12.517871
94,69913.85,53.36149,8.137238,6.994116
95,112393.09,35.75494,21.967824,9.813626
96,123464.06,56.64582,23.837922,5.935521
97,86019.33,28.05017,16.425267,6.254481
98,148445.96,24.43639,12.866443,6.416575
99,80811.35,36.74151,28.701275,8.129796
100,40740.36,38.44644,17.499035,13.788666
101,113990.66,51.60427,23.256626,9.162857
102,82586.93,36.29387,28.219647,8.963647
103,82253.48,49.3156,12.754421,4.901094
104,98887.66,42.52603,15.259872,3.753026
105,75471.23,45.03535,15.910588,9.673983
106,91513.09,53.58968,17.479152,6.593206
107,97160.34,50.87313,24.091647,7.940116
108,71864.04,29.3276,19.529077,10.961814
109,80595.78,43.23371,20.996555,6.999479
110,59411.27,47.97023,20.23424,7.154808
111,85489.6,44.65048,27.328523,14.482146
112,83573.67,40.88238,24.668105,11.988798
113,82421.41,60.2047,20.198805,10.273794
