,oz11_num,oz1_num,oz2_num,oz3_num,oz4_num,oz5_num,oz6_num,oz7_num,oz8_num,oz9_num,oz10_num
0,-0.49448846,0.18360019,0.44596257,0.032726424,-0.17201835,0.47958345,-1.3230861,-0.12997672,0.47580149,-0.17166982,-1.566382
1,0.75589342,0.13670367,-0.20477239,-0.59343946,-0.19823804,-0.30977348,-1.4816345,-0.87252212,-0.79737918,0.6915682,-1.6288282
2,-0.91557058,0.74346801,0.24815365,-0.3123592,-0.29935058,-1.1122089,0.96646392,1.0430197,0.810568,-0.31881334,-1.4531308
3,0.24754525,0.37038014,-0.047818837,-0.38348848,-1.3303988,1.2120166,-1.0315373,0.60325353,-1.224464,-0.29063986,1.1517495
4,-1.3258779,0.97476988,0.73160987,1.6054493,1.4097019,0.23060037,1.6489411,0.13097557,-0.52554374,0.83403497,1.512775
5,-0.32317915,-1.5778932,-0.99320701,-0.6389032,-1.0570467,-0.70655864,-0.1867411,-0.84350426,-1.4073997,1.0193563,0.14561345
6,1.105159,-0.78698459,-0.39709251,-0.65565492,0.17714349,0.45360704,1.7074993,1.4674381,1.7250942,-1.5867482,-1.5291408
7,0.27139869,-1.3000911,-0.58291685,-1.3012483,-1.5050043,-0.064060219,0.047244006,-0.17456043,-0.50699775,0.37541686,0.76965402
8,-0.14316231,0.49809992,-0.39951256,-0.055677228,-1.5933343,-1.4881297,-0.45938845,0.40116196,0.1843158,-0.010821744,0.30637013
9,-0.36484603,-1.5066067,-1.511531,-0.43428297,0.16649954,-0.82457944,1.2571588,0.88785599,1.567444,0.63655374,1.7038819
10,-1.3441465,0.9407969,1.3870091,1.1031698,0.2782379,0.65850909,0.80524374,-0.031791784,-0.42723771,-0.92308837,-0.7669178
11,0.35294551,-0.85883454,0.15816054,-0.066133093,-0.51404523,-1.26771,-1.3711322,0.86922024,1.7701391,1.4127526,-0.67482642
12,0.74045648,-0.60054257,-1.0875333,-0.78079526,0.79321227,0.02528386,0.6866294,-0.22188722,-0.82720335,1.2516455,0.20162454
13,-1.4215511,0.61142611,0.70105343,1.1068929,0.64148173,-0.30375168,-0.34623646,0.27593228,0.49865364,0.19031045,0.17159318
14,-1.8130598,1.0521706,1.0577672,0.34993479,-0.42527017,1.2493981,-0.86027381,-0.24954939,-0.88694222,-1.2681062,-1.3765859
15,-0.66245159,1.3696046,0.96657639,1.7262506,1.6591765,1.2485561,-1.6064001,0.75367853,1.7820209,-1.2227922,-0.29883291
16,0.044206432,1.4185257,1.4796551,-0.51731298,-1.3065984,0.26685391,0.40431402,1.423471,0.390527,0.37138595,-0.17690293
17,-0.74253323,0.45331886,0.38222855,0.48693261,-0.038536158,-0.25886799,1.225962,-1.7224876,-0.74435572,-0.34867518,1.5549413
18,1.1167859,1.6514172,1.4850951,2.234051,1.2859324,0.092644896,-1.1259755,-0.49002674,0.27724555,0.84184934,0.14999387
19,0.2913124,-1.3284235,-1.0373561,-1.0498338,-0.60856086,-0.2119887,-0.6976556,-0.11632469,-1.4454908,1.2195397,0.89964793
20,0.25221558,-0.90317299,-0.86048542,-0.98270097,-1.6882226,-0.3350976,-0.68539602,-1.6236393,0.063003799,-1.0913395,-0.25137964
21,-0.12473082,1.4401206,1.2997982,2.1689481,0.97448146,-0.44837705,0.30451079,1.4934786,0.83407699,-1.313646,-0.04733487
22,-0.011904335,0.1324862,0.48754621,-0.24141033,-0.25063028,1.5521655,-1.4525834,-1.5000983,-1.0435125,0.78777595,-0.86758556
23,0.43013572,0.1101997,0.17656534,1.4538825,0.92139874,-0.89401266,-1.560465,1.60013,-0.60531442,1.4363159,0.71778668
24,0.97685531,-1.1487979,-1.5505329,-1.8845405,1.0283735,-1.6422309,0.39718427,-0.82924241,0.72067025,-0.17101202,-1.590805
25,0.24307355,-1.0654412,-1.0652877,-0.91922926,-0.20002682,-0.48058452,-1.1051234,-1.0899902,-0.80871894,-1.1798848,1.3429251
26,-0.063804113,-0.67039158,-1.4015433,-0.64139196,0.7285271,-1.4574534,0.93424017,0.58411477,1.3664739,0.86687739,0.61434402
27,0.37967135,-0.16423401,-0.034488643,0.10834528,-0.52687848,-0.74060902,1.5788623,-1.2747145,0.90880605,0.50515173,-0.81734038
28,-1.2031857,1.2087517,0.92414926,0.61226975,1.1309042,1.0051015,-0.43520857,-0.82926309,0.31272602,-1.5148379,-0.3738145
29,0.070138152,1.6812638,1.770242,-0.42886076,-1.5529082,-1.261091,0.70598582,-1.6086135,1.7455711,1.1846491,0.95095481
30,0.71187776,2.0607427,1.6651536,1.9898109,0.77909033,-1.6886844,-1.3992722,1.6016009,-0.1053542,1.4319266,0.37680032
31,0.75801039,-0.92795243,-0.53629575,-0.64805929,-0.046091368,1.4961763,0.40226238,-0.89859419,0.98953432,-1.4228637,-1.3995132
32,-0.33789147,-0.025833314,0.55691905,0.3260922,0.84685291,-1.4672916,-1.422065,0.91332622,-0.75767073,1.2441422,1.0935162
33,1.5826382,-0.21998597,-0.56345887,0.75288994,1.5356419,0.25051224,-0.23152223,1.0812353,-0.63414941,-1.2933887,0.014410437
34,0.17006257,-0.0863948,-0.15015886,-0.46896849,-1.0808142,-1.0636625,1.2723542,1.3912646,0.11775031,-1.4978497,-0.51365581
35,0.49775787,-0.88162853,-1.04422,-0.43009906,1.1600004,-1.4736396,0.62904799,-1.7950239,1.2568908,1.2167806,-1.0785175
36,-1.4667723,1.2622839,0.98187936,0.90349087,0.097302672,0.91036452,-0.024783517,1.6153275,0.43309399,0.62031468,-1.3294586
37,1.2775929,-0.57261887,-0.35936018,-0.19009253,1.1291262,-0.19536228,-0.18846353,0.45951537,0.36146466,0.87574004,-0.40245484
38,0.14976362,-0.63819391,-1.0973137,-0.599979,-0.34299787,0.024574122,1.5925464,-1.3941877,-1.3214571,-1.111976,-0.89549898
39,0.4914644,-1.8251394,-1.4818182,-0.9751465,0.8362841,-0.71205498,-0.16747043,0.38888911,0.12586939,-0.96024103,-0.48029145
40,-1.8552648,1.0203347,0.95428108,-0.66297085,-1.2696659,-0.23674099,-1.3561762,1.1250673,-1.2578839,-0.85060144,1.3262064
41,0.4838469,-2.0682914,-1.324016,-0.019502139,1.6692606,1.6605879,1.4002562,0.40113776,-0.47634036,1.6226512,0.38146693
42,-0.40335659,-0.097101074,0.37165808,-0.65996957,-1.6963776,-1.5428892,-1.28936,-1.6497468,1.0174449,-0.29485512,-0.0037003051
43,0.61248192,1.7816494,1.3572251,0.13278208,-0.015634267,0.58335427,-1.5811138,0.59444164,0.93843432,-0.77831416,1.307384
44,-0.068220179,-0.65337847,-1.3421393,-0.97895211,-0.37932407,0.018502847,-0.070374263,1.6495285,-1.6154154,-1.2280935,0.08999868
45,0.52966022,-0.86411935,-0.084652418,0.30204221,0.57663521,-1.4895579,-1.497152,0.099693718,1.2953727,-0.83136136,1.237398
46,0.99823321,-0.30083048,-0.14430617,0.050712422,0.052700207,0.82978225,-0.50017705,-0.82851734,0.094525822,-0.42019459,1.7585037
47,0.62554792,-1.714967,-1.5340565,-0.97325866,1.0566644,0.87994755,-0.98944975,0.61896058,-1.0573477,-0.44987602,0.9688047
