,oz26_num,oz1_num,oz2_num,oz3_num,oz4_num,oz5_num,oz6_num,oz7_num,oz8_num,oz9_num,oz10_num,oz11_num,oz12_num,oz13_num,oz14_num,oz15_num,oz16_num,oz17_num,oz18_num,oz19_num,oz20_num,oz21_num,oz22_num,oz23_num,oz24_num,oz25_num
0,0.27111072,-0.40690283,0.030793502,-1.1912249,-1.1621965,-0.77913595,0.8452543,0.18423662,-1.6403179,0.30689202,1.4890453,-0.1597363,0.80132,0.14304837,-1.0349548,-0.85476733,-1.5591749,0.91614405,0.69110837,0.30715697,0.95195252,-0.94384507,0.84696532,-1.0710179,1.6478848,-0.8105392
1,-1.4308041,0.7665324,1.3317614,-1.2887927,-1.205616,-1.2391987,1.1835937,1.16899,0.40352116,0.59581798,-1.1494318,1.0326287,-0.23523936,0.1059405,1.2148376,0.35647328,1.5261139,-1.6835603,-1.4001705,-0.24464937,1.0248014,-1.6137966,-0.38697284,0.63857701,-1.4134567,-0.38551352
2,1.038701,1.4681415,1.1499959,0.79741601,1.1352015,1.1102905,-0.48568576,-0.84068617,-0.021656888,-0.60776372,1.594856,-0.7898539,-0.15837433,-0.41528602,-0.79945784,-1.0662554,-0.13476095,1.151946,-0.61761031,-0.47015673,0.37550206,-1.5295264,-0.39293798,-1.3864033,0.33606599,-0.31266289
3,-0.20384657,-1.5207582,-1.0446496,-1.1757544,-0.2753456,-1.0632771,1.1716501,-1.3143307,0.39087558,-0.98237287,-0.93244505,-0.94688891,1.6043061,-1.0164517,-0.90251344,-0.58524956,-1.4883861,-1.5787347,-1.2495193,-1.1334014,-0.6334619,-1.3441068,-1.5647087,-0.077980915,-0.47576319,-1.3366896
4,0.59318296,0.0081377458,-0.40431312,1.2662932,-0.80792085,-1.5684912,1.621609,0.85823987,0.62695929,-1.7436108,1.7139403,-0.87596005,0.28556416,1.4478098,1.5952199,-0.20905594,-1.3329554,1.5078667,-0.56345911,1.1532184,-1.6910374,1.2173168,-1.4676232,1.2541018,-1.1260439,-0.60081952
5,0.58609164,0.087710936,-0.12062649,-0.13309227,1.4760008,-1.2801862,-0.97627385,-1.1272009,-0.49745858,-0.89360786,-0.95447725,-1.0135831,-1.7127486,-0.098818688,0.1368086,-0.16393861,0.55707875,-1.1763738,-1.0227212,-0.61097136,0.18695951,-0.4940095,1.3518024,0.82758009,-1.4942147,-0.30714867
6,-0.87755747,0.24974857,0.5257086,-0.50166162,0.83617521,-0.53635304,1.5625529,-0.68127331,-0.9986386,1.3656749,-1.1796857,0.43485368,-0.2672681,0.93493862,-0.97559704,0.90513588,1.3351195,-1.0021155,-0.42860946,-0.93097047,-0.9315793,0.82633556,0.43830147,1.5769813,-0.13117651,-1.3711608
7,0.49044941,-0.86443001,-0.41239533,-0.94279345,-1.4460778,1.030854,0.056790636,-0.037301096,-1.1099185,0.010495709,1.3620804,-1.0857398,-1.357416,0.44880889,0.11612949,-1.284635,-1.0035465,0.45672655,0.70798824,0.22773806,-0.48068226,-0.02227021,1.7092506,-0.85364648,-0.64636208,1.1235876
8,0.39093993,-0.56830085,-0.44319994,-0.099356939,-1.0314412,0.8864805,1.209246,0.2343888,0.98466136,1.0794105,-0.73485201,1.3191737,-1.1087192,1.3360068,0.21728381,-1.2711436,-1.627883,-1.3200654,1.176347,0.70163432,0.78642285,-1.4045994,-0.78299794,0.61941216,-0.048259853,-1.4886161
9,0.69360594,-1.1279573,-1.1827318,-0.29322989,0.72731481,1.7500798,0.57983874,-0.077247674,-1.2883151,0.23827166,0.050280701,-1.6240597,0.50917851,0.71093224,-0.049906213,1.4483856,0.86164159,0.20501428,1.5033629,-0.1487315,1.1510748,0.80533523,0.076675489,-0.04698012,1.0596971,-1.3748438
