,oz51_num,oz1_num,oz2_num,oz3_num,oz4_num,oz5_num,oz6_num,oz7_num,oz8_num,oz9_num,oz10_num,oz11_num,oz12_num,oz13_num,oz14_num,oz15_num,oz16_num,oz17_num,oz18_num,oz19_num,oz20_num,oz21_num,oz22_num,oz23_num,oz24_num,oz25_num,oz26_num,oz27_num,oz28_num,oz29_num,oz30_num,oz31_num,oz32_num,oz33_num,oz34_num,oz35_num,oz36_num,oz37_num,oz38_num,oz39_num,oz40_num,oz41_num,oz42_num,oz43_num,oz44_num,oz45_num,oz46_num,oz47_num,oz48_num,oz49_num,oz50_num
0,1.201765,-0.42193247,0.19702121,1.3196415,0.99258183,0.36955005,-0.24540253,1.1666015,0.6481715,-0.10371884,1.0949262,-1.501277,-0.24741434,1.1148867,-1.0017847,0.077072895,-0.89750778,1.1666436,-1.5133236,0.97966939,-0.85965572,0.11787781,-0.95741826,-0.50567496,1.8543812,0.51576742,0.94584818,0.26619913,-0.32460016,-0.70037704,-1.70647,1.0281701,1.6831803,0.43242947,0.76007283,-0.59136081,-0.13366737,-0.13876794,0.89785064,0.73675558,-1.3512507,1.1179567,1.091354,-0.019896488,0.12222905,-1.4468337,1.5671504,-1.8125846,1.3321357,-0.65677433,-1.0465718
1,1.772465,1.936241,1.7295421,1.4640288,0.45229147,2.2585683,1.3602663,0.17619757,0.13091183,-1.7350624,-0.81666038,0.82096941,-1.1758116,0.79333146,-1.0109321,1.3837094,1.3528355,-1.5055541,1.4920066,-0.29746138,-0.28254069,-0.27790119,-0.12636034,0.78682241,1.6465759,-1.8282619,0.88562396,0.86791635,-0.76464499,-0.71951835,-1.6668038,1.8555432,1.1543304,1.3710731,-0.26866275,-0.74923273,-1.5228414,0.71617058,-0.49511897,-1.4033746,0.72242561,-0.44262415,0.048872622,0.4059835,1.5548833,-0.27389797,1.479675,1.230389,0.66539858,-0.91395463,0.16290623
2,0.39665559,-1.382818,-1.1700373,-0.23558272,1.7409947,-0.55801854,-1.4490195,-0.45027977,1.2997263,0.42236905,0.23917479,0.73013912,0.55128726,-0.57983994,0.24061689,-1.2335993,-0.30860228,-0.52512431,1.4830296,1.5381048,-1.5552589,-0.73550696,-0.13784166,-0.71069273,0.48651415,-1.1888459,-0.72028744,-0.036314567,0.0041225996,-1.534518,-1.283301,-0.1990322,0.115221,0.37976381,1.0564497,-0.049060049,0.52977158,-1.5567371,-0.80125817,0.98738236,1.4454531,0.84010806,-0.46106177,0.8803347,0.47682181,1.0203315,-1.3259321,0.14914453,-0.051318113,-0.62134436,0.83090758
3,0.63147893,-0.81065876,-0.77385993,-0.76509932,0.28885977,-1.0027264,-1.5481426,-0.22464695,0.541585,-1.324403,0.57920557,0.54047509,-0.49130281,1.5907201,1.2404249,0.78311313,-1.312412,-0.69410009,1.4772495,-1.4048342,-0.70203478,-0.57264165,-1.1717808,-1.5119906,-1.2362079,0.17095255,1.3113148,-0.9332879,-0.20831094,-0.77471443,1.4002643,0.45404539,-0.032465618,-0.70911766,-1.4838721,-1.2209614,-1.9422514,-1.3002215,-1.6799832,0.55806868,0.6908305,-0.32188618,-1.3730691,0.89304115,-0.019397402,0.59474229,-0.46960502,-0.087091767,-0.64892562,0.92404784,-1.227524
4,0.89271255,-0.64094172,0.15222596,0.31867396,0.51770999,-0.29189582,-0.022804783,-1.4851201,1.6604284,0.08760869,0.18750725,-1.446444,-1.7292773,-1.6818807,0.50089952,-0.59758729,-0.73142405,1.3202075,1.1386349,0.45911394,-1.184521,-0.60382116,0.91818748,-0.3937362,0.15931195,-0.14713785,1.135019,1.4410418,0.019073459,-0.89408548,0.71710913,0.2441647,0.071933591,-0.83842323,-0.85399081,-0.033205407,1.2665863,-1.098069,1.4886873,1.5484516,1.229103,0.1575399,0.90307584,1.0795191,0.12199945,-1.5661105,-0.12443786,-1.0889051,-0.57754916,0.7918353,-0.56787005
5,0.93463013,-0.13666911,0.25048914,0.94736394,0.65279638,0.12920542,-1.0544288,-0.2655884,-0.36118915,0.62088517,0.69278157,0.020143506,0.80836851,-1.0806657,0.98708015,-1.4816181,-1.1639805,0.974297,-0.063559667,-1.7082373,-0.14230487,-0.91381053,-1.4925651,-0.83962778,-1.6150762,0.91585719,0.41612453,0.376677,0.91410314,1.0825828,0.87154811,-0.45558602,-0.2834875,-0.53158283,0.19077233,1.5285202,-1.5961341,-1.5565158,1.5652113,1.352428,0.83048844,1.3386355,1.275136,1.026424,0.60673042,1.0546211,-1.072916,-0.022206215,0.075500805,0.77975322,-1.4559547
6,-0.32981053,0.49998135,0.79209111,1.5776746,1.5138502,1.2699957,-1.2981748,0.56109116,0.19806581,-1.7143961,-0.41651677,1.8384303,1.3896365,0.60266004,-1.5349196,-0.75828871,1.518837,-1.5117452,-0.26509133,-0.26132796,-0.73947497,-0.22957285,1.2566832,-0.22386798,0.49682076,-1.1626963,1.2628681,-0.53711949,0.60934767,-1.2734808,0.72890819,1.7873643,0.052549723,-0.96513926,-0.83665161,-1.324916,-1.2115118,-0.64756513,-0.51847941,0.32600837,0.8603,1.748442,-0.45129062,1.2548953,0.91827933,-0.40181879,-1.0190659,-0.27947351,-0.56495864,-0.041219475,-1.3595022
7,-1.252121,1.2713046,1.2420174,0.87166482,-0.46381611,1.3917808,0.1381525,0.56751678,-0.96879423,-1.2991635,1.8502732,1.0030583,0.10707042,0.9979358,-1.8784991,0.9600033,-0.89491955,-1.1557401,-1.194866,1.1790635,-1.2695546,1.2344699,0.14259372,0.3002729,-1.6118982,-0.59939933,0.4942582,-1.3449791,1.4964085,0.85617359,-0.5121418,1.0166961,-0.12814048,-0.30445601,-0.17938678,0.85338944,1.1497329,-1.3769549,1.2143827,0.64756961,1.6043882,1.1790324,-0.86392277,-0.28434369,-0.22435051,-1.7999646,-0.15572019,1.1508605,1.3287455,-1.0568371,1.5436833
8,-0.029801162,-1.2902875,-1.0905418,-1.2577953,-0.86952016,-0.52276732,-0.81837736,0.41810526,-1.438169,0.51591148,-0.68623257,-0.78190482,0.99464107,-0.6531457,0.68891179,-0.79161715,0.35417286,-1.0046541,-1.6394847,-0.52893199,-1.6504322,1.4494882,-0.6809066,-0.51959499,-0.16338617,-0.61142924,0.16674677,1.7274018,-1.4771569,-1.5363366,0.99127117,-1.0562892,-0.49073018,-1.2658327,-0.96873921,1.7428557,0.71018869,0.643836,1.497824,1.2796189,-1.4715183,1.5560704,-0.99340329,0.9846694,0.86622785,1.3098479,-0.67846994,-1.6339459,-1.4185153,1.4174563,1.1814358
9,0.038428947,-1.1165326,-0.68197074,-0.8901151,-0.43995667,-1.0212529,-0.5858938,0.77469378,0.93733535,-1.6090657,-0.92834641,-1.1857543,0.95980694,-1.1330556,1.1894657,-0.2330862,-0.73005655,0.6111775,-0.44027084,-0.67152331,1.1232507,0.6725223,-0.88978197,0.20092364,0.98849176,-0.43490268,-1.1908459,-1.4146188,-0.86905522,-1.1513642,-1.1621918,0.32725876,-0.065694204,1.1611877,0.23171047,-1.0402798,0.31288623,-0.30328504,-1.5263628,-0.003149751,-0.55047627,-0.75058282,0.42733694,0.017514919,1.6630429,0.30747523,0.10904091,-0.73387866,0.73378964,0.086786555,-1.2316307
