,oz101_num,oz1_num,oz2_num,oz3_num,oz4_num,oz5_num,oz6_num,oz7_num,oz8_num,oz9_num,oz10_num,oz11_num,oz12_num,oz13_num,oz14_num,oz15_num,oz16_num,oz17_num,oz18_num,oz19_num,oz20_num,oz21_num,oz22_num,oz23_num,oz24_num,oz25_num,oz26_num,oz27_num,oz28_num,oz29_num,oz30_num,oz31_num,oz32_num,oz33_num,oz34_num,oz35_num,oz36_num,oz37_num,oz38_num,oz39_num,oz40_num,oz41_num,oz42_num,oz43_num,oz44_num,oz45_num,oz46_num,oz47_num,oz48_num,oz49_num,oz50_num,oz51_num,oz52_num,oz53_num,oz54_num,oz55_num,oz56_num,oz57_num,oz58_num,oz59_num,oz60_num,oz61_num,oz62_num,oz63_num,oz64_num,oz65_num,oz66_num,oz67_num,oz68_num,oz69_num,oz70_num,oz71_num,oz72_num,oz73_num,oz74_num,oz75_num,oz76_num,oz77_num,oz78_num,oz79_num,oz80_num,oz81_num,oz82_num,oz83_num,oz84_num,oz85_num,oz86_num,oz87_num,oz88_num,oz89_num,oz90_num,oz91_num,oz92_num,oz93_num,oz94_num,oz95_num,oz96_num,oz97_num,oz98_num,oz99_num,oz100_num
0,-0.29744716,0.31499151,0.35069868,-0.24141517,-0.8165249,-0.53344898,0.09010057,0.40150943,-1.1829781,0.89431959,1.1206404,-0.1990546,1.2744605,-0.67638872,-0.33738958,1.4062262,-0.17844003,1.2657968,1.3405591,1.587849,-0.547521,1.5816901,0.3372236,-0.058993712,-1.0230214,0.68748826,-1.7377972,-0.076572364,-0.43688845,1.2850616,-0.04248241,0.82910248,-1.289019,-0.090016224,0.34939708,-0.67752717,1.5819648,0.71361041,1.6504628,0.80863817,1.2422735,-0.25153471,1.2292306,0.27332005,0.41354509,-0.5700211,1.5245066,-1.1168433,0.092235547,1.3355433,1.1567793,0.51026886,1.2933642,-1.5790069,1.4896019,0.31642229,0.21886337,1.3112683,0.76372372,-0.87927849,0.65622757,-0.28334185,-1.4152832,-1.2519024,-0.39999941,1.6206615,-0.57696066,-0.6222713,0.028904286,-0.99759437,-1.3049116,1.3499688,-0.56020004,-0.33236457,-0.29531304,0.86005934,-0.28627321,1.7497302,0.98935038,-1.3353007,-1.0678845,0.57613371,1.1957509,0.56639584,-0.30225245,-0.35928637,-0.4768622,1.7763921,-0.46036174,-1.1387196,0.19213032,-0.79656032,-0.57246753,1.7778906,1.6348439,0.15889839,0.5428319,0.4536328,-0.72037089,-1.0156432,-1.5466223
1,-1.132979,1.1780937,1.5256699,-0.10363911,0.039758508,0.081000483,-0.54761584,-1.5981888,-0.72779031,-1.4536543,1.3549035,-0.70882939,1.6483393,0.30960427,-0.095037858,0.13405974,0.092250044,1.4282939,-1.2505766,-0.05140899,-1.3882078,0.84297578,-0.64895837,1.384009,0.14936054,0.60484611,1.4528354,-1.4940131,0.9876458,-1.0890265,-0.23342435,0.84517444,0.64575691,-1.4443185,0.82639661,-1.473937,-1.3866706,-0.38810701,-1.4164798,-0.36175113,0.13557924,-0.024137031,-0.31178161,0.53103279,-0.88654867,0.62468041,-0.055528607,1.1831649,1.1814354,-1.3467412,-0.71894142,1.184802,-1.3265825,-1.0776172,1.2802751,0.64579701,-1.3821758,-0.33989391,0.33757835,-1.6139571,-0.5589069,-0.33031759,-0.056952448,-1.224452,-0.00069848854,1.1322293,-0.27092177,0.98281947,1.258081,0.13553903,1.4902049,0.057057944,-1.5300113,0.56269303,-1.8143696,-0.31934792,1.2563077,-0.47687178,0.31253501,-0.19425213,-1.7082681,-0.71113038,0.51274359,0.64219079,-0.8998885,-1.1751062,0.29247738,-1.2235241,0.27810284,-0.10852899,1.0504232,0.31638857,-1.0669982,0.1722007,-0.05634026,0.60344267,1.561233,0.11291681,-0.20205015,-0.78157483,-0.059561171
2,-1.1627496,0.47169828,0.73376833,0.1711632,-0.60128638,-0.25163163,0.42885996,0.54415796,0.28146605,-1.1032709,1.0888298,-1.2188697,-1.2338524,-0.47891684,0.67748426,1.6378212,-0.45660753,0.77289255,-0.51191132,1.4983024,-0.21936723,1.4012365,-0.58509971,-1.3820404,0.40322251,0.39056938,-1.3251319,-1.4941936,1.2256849,-1.3332336,1.2506951,0.47018318,0.99186115,-0.76670773,1.6321626,1.4440478,-0.50804494,-1.3197606,-1.7696391,-0.48302675,-0.89666082,-0.6291519,-0.69325945,-1.7058089,0.51848272,0.52527118,0.36691685,-0.18458693,-1.1212776,-0.27065326,-0.94536325,-0.35699437,1.4137404,0.24767248,-0.21311625,-1.5763652,0.63361229,-0.47403142,-1.6937748,-0.555843,1.2926977,1.319469,-1.0142375,0.22100762,0.045637121,-0.1201641,0.73048464,-0.37425414,0.050321546,-0.71066907,1.4037012,0.60637943,-0.19566984,1.9024559,0.28089294,-1.3922617,-0.84860768,-1.6779882,1.4533882,-1.0413097,-0.39485905,0.15156957,0.8648558,-1.5511975,1.5570381,1.3792883,1.1580134,-0.02369146,-0.011291825,0.17673689,-0.20572005,-0.06525109,-1.7212567,0.9592197,-1.2426933,-1.3401757,-0.45651794,0.55509003,-1.1485414,0.89960661,0.30075282
3,-0.61661542,-1.8562197,-1.4990476,-1.2202258,-1.3720824,-0.7883796,-0.2009167,1.1139907,-1.4726137,0.20552725,0.13964826,1.9107312,-0.16975318,-0.34953941,-0.68620641,-0.44661061,-0.045078777,-0.66815826,-0.3875817,-1.0576017,1.8657044,-1.5407811,-1.7341403,1.3864958,0.9663954,-0.23957327,0.0076422618,1.1413164,-0.99412823,-0.98385763,0.9355777,-0.78838983,0.81183085,-0.44718445,-0.85903257,1.8083376,-0.33704451,-0.96375932,1.0869934,0.40293398,-1.3806532,0.11292294,-0.59305637,-0.74305946,1.0280874,-0.97218684,1.3474963,0.16405628,-1.4701779,-0.11504709,-0.91963724,1.4951545,-0.79717132,-0.89553283,-1.6298003,1.2955433,-0.36840489,-0.37297858,0.34602462,0.68944953,-0.30117423,0.20571081,1.0848689,-0.36523998,1.3337614,-0.72956665,-1.3242138,1.5317922,-1.0502196,-0.30407061,-0.60440506,0.23288447,-0.087172061,1.3319287,0.20262546,0.2925964,1.4761328,0.67661957,-1.0930595,1.3988191,-1.7580619,1.7187155,-1.4387785,-0.56016978,1.5832894,-1.1546723,-0.73337281,0.18320145,1.5104371,-0.65493673,-1.6316598,0.70075523,0.32432019,-0.45064212,1.2608794,0.50698141,-0.88520464,1.4799331,0.77287195,0.35239294,-0.056883246
4,0.88253232,0.12136811,0.33591964,1.3978532,0.80437056,0.95361545,0.84897662,1.1993856,0.60146873,0.18710707,0.23523988,-0.7019006,1.5631241,0.62977658,-1.6282788,1.0147771,-0.48097559,1.1468022,1.2286137,0.89183551,1.9108143,1.1181841,-0.0063905684,-0.61603716,-1.0301356,0.37945012,0.97148946,-0.24854798,0.42117891,-1.7437934,0.89060101,0.011102048,-0.86543539,0.94953605,-0.85901252,-0.03415041,-1.5692923,-0.028289383,-0.00065890051,1.4333838,0.70805104,-0.26028978,0.65296991,-1.6487521,1.3604733,-0.47285329,-1.2775523,1.2395236,-1.7102353,0.08899122,-1.0013777,0.40534331,-0.20703478,1.3183674,-0.99532019,1.6220579,0.70469777,0.42258857,1.1449886,0.87019448,0.21000264,1.1865225,-0.25735945,0.50234139,0.11306046,0.87463751,0.38188423,0.7069889,-0.88175805,1.2658797,0.37724112,0.18280315,0.67053084,0.79583168,-1.6948445,0.095163006,-0.77993624,0.02604048,-1.0699435,-1.0122167,-0.072923393,-1.8138147,1.2568892,-0.79388377,-0.37052113,1.0068607,-1.2863638,-0.17656159,1.5126031,1.153115,0.290633,-0.94056944,0.55578841,-0.64663908,-0.30403305,-0.62789246,1.1233948,0.11243004,1.1903989,-0.11789349,-0.76874368
5,-0.37172968,-0.94832825,-0.56707104,-0.37695449,-1.2269516,-0.68985793,-0.99770837,1.0513201,-1.6214495,-0.49883825,-1.0714225,0.58665495,0.033971165,-1.6840732,0.96595913,0.10825063,0.88658589,-0.25593349,-0.58214729,-0.32768193,-1.2001606,0.74188986,0.98181755,-1.0646832,-0.084923951,1.0566891,-1.2403568,0.61098572,0.23726538,-0.41893894,0.03667498,1.2443013,-0.26751162,-0.078816332,-0.020760565,-0.16435145,1.5617336,-0.66722308,-1.0311641,0.48179837,-0.37601262,-0.1576155,0.90619627,-0.58880948,0.31014469,1.3077566,-0.18524918,0.14452594,-0.88902154,0.5459242,1.2378868,0.77159525,-0.66116956,1.0174721,0.34932119,-1.2333733,-0.43725467,-0.8570856,0.24894705,-1.7170102,-2.0903559,0.87025568,1.4213004,1.2500233,0.64981609,1.2900849,-1.1843637,-0.79664841,-1.1630581,-1.4936809,-1.1763661,-1.3840755,-0.74168877,0.56598609,0.46657458,-1.3862617,-0.31250774,-0.42833535,1.0883738,0.19890481,-0.71676888,-0.32316747,0.15656329,-0.25028962,-1.0971369,1.7790846,-0.12105966,-0.50208544,-0.32591056,-1.5971655,0.18835671,-0.75093798,0.25793398,0.61589756,1.1299726,-0.52176934,-1.4823286,0.3946577,-0.99779616,0.59576057,-0.54718215
6,-0.0052181856,-1.7040756,-1.351766,-0.55104324,0.74334612,-0.62681427,0.35021793,-0.30505753,1.3607795,0.69917424,-0.28452323,0.44389136,-0.77175033,0.43823987,-0.80767067,-0.3087976,-0.59635676,1.4897249,1.5597407,-0.20138295,0.38141679,-0.37008092,-0.1385914,0.60103628,-0.95836109,1.0636178,1.4574803,-1.4743576,-1.3271163,0.62691458,0.28200287,1.3809944,-1.3360801,-0.81290026,-0.82663662,0.39425998,0.074657898,1.1295447,-0.45694433,1.0871883,1.1818741,1.1836092,0.19613512,0.68477099,-0.34692216,-0.49776355,-1.4014769,-1.312488,-0.76410418,-1.3968135,0.85547012,1.5398715,0.63558555,-0.53865495,-1.5551394,-0.43920491,1.6699992,0.50016985,-1.1686125,-1.0320433,-0.50780613,0.73667319,0.61158968,1.2880873,0.65114804,1.1404562,1.0496227,1.5889641,0.81266106,1.8079299,0.010667546,-0.97241754,-0.62992733,1.080072,1.0672156,-1.2630476,-1.3661879,-1.1757575,-1.2502252,0.81815301,0.86943554,0.51964685,-0.43826505,-0.65392919,1.5176702,-0.21235262,-1.2611724,-0.83272407,-0.13778779,0.67835578,-0.5459687,1.2394793,0.20265863,-1.3900323,-0.81751116,0.48316586,-0.53233355,-1.4696758,-0.49153763,-0.47123721,-1.3185363
7,0.10232103,-1.6807658,-1.162101,-0.21948997,0.99568398,-0.29248801,0.99694063,1.5524961,-0.79383781,-1.5136008,0.71828127,0.57470584,0.719325,-0.82633106,1.0565725,-1.6449109,0.81794091,-0.69149014,0.75012261,1.5138988,-0.50928172,0.53988533,0.4772615,0.67132735,-0.13876494,-0.72095076,0.89765872,1.1356516,0.12184951,0.45544502,0.25317869,0.02118132,-1.0860039,-0.53856251,-1.2009192,1.3434987,-0.91474826,-1.1223878,1.3605513,1.5870486,0.99105167,-0.16261787,-1.0953408,0.57736537,-0.88225984,-0.53642089,1.1848615,-0.32189692,-0.36616009,-0.81395457,-1.160386,-1.0516712,-0.025485313,-0.14794209,-0.11904302,0.1415936,-0.77859928,0.16411717,-0.74471883,-0.040196928,-0.051832131,-0.91346777,1.7057381,0.1938702,0.79398669,-0.76863856,0.83677787,-1.0686168,-0.026223771,0.53603944,-0.61190341,-0.68275943,-0.0049595699,0.98886491,1.469106,-0.51461716,-1.2738517,0.57563092,0.63734207,-0.68714235,-1.3093977,0.1355363,-0.072341466,-0.44457705,-0.51354899,-1.1710183,0.69201495,1.7481105,0.44587115,1.6306132,-0.22136231,-0.32251249,0.38153847,-1.1800152,-0.62534897,0.89255444,0.51628197,-1.5693035,0.80520398,-0.73912643,-0.62372766
8,-1.401324,0.85645558,1.9914807,0.75615643,-0.96986481,0.36135046,-0.43782664,-0.84720302,-1.2960643,0.70916832,1.0885608,1.4408639,-0.38122634,1.0340189,1.4430213,1.7563622,0.86517351,1.7800709,-1.2756087,0.86057967,1.930551,-0.11276827,-1.7848074,-0.74172545,0.2428192,-1.1247916,-1.3333764,0.56564653,-1.0322043,0.58954462,-1.6033767,-0.91337691,0.69895307,-0.019363524,1.3929168,-0.79159626,-0.39880898,1.2198568,0.83406699,-0.32026601,0.87939963,1.2370744,-0.92051293,-1.5913262,1.2563636,0.71961746,0.29433591,0.93974935,-0.64903598,1.2448849,-1.5253596,0.19241252,0.4643929,0.54312778,-1.4716661,-0.5379889,0.067041464,-1.4631535,0.54505178,1.0623328,-0.66587858,-1.8220976,-1.0646657,1.1697126,-0.9046942,1.5329838,1.8412814,-1.5142567,-0.26779062,0.76220813,-1.4131236,1.0185367,-0.064973373,1.6015949,-1.3113008,1.5279266,-0.96037184,-0.83770085,-0.74488903,1.17956,-1.4842782,0.74347617,-1.5423625,-0.56409101,-1.8815303,-1.6499314,-1.4276868,-0.22730099,0.45739123,1.1767142,-1.1351276,1.5714749,0.60952177,-0.89671806,-0.96048883,-1.6114895,-0.024579148,0.8383301,-0.26022104,0.88672163,-1.3538843
9,-1.7493632,1.5195621,1.1342467,-0.56457723,-0.75417539,-0.28861933,-0.34169108,-0.74501092,0.7082518,-0.15488655,1.0671792,0.27875695,-0.60206766,-1.2008896,-1.6393827,0.90972555,-0.03835556,-1.1657045,1.0060558,1.1187128,0.4150329,1.0897824,0.8158548,0.27342848,-1.1036117,1.3499706,0.78713669,-0.57928364,-1.4866164,1.5513078,-1.0312352,-1.6491791,1.1689569,1.4433148,-1.4505671,-0.38306084,0.13065737,1.3832639,-1.655811,1.2882388,-1.1641141,-1.6389749,-0.75400869,-1.0194823,-1.0792208,0.3460352,-0.40862407,0.91377276,1.400752,1.7815128,-1.0840861,-0.62045722,0.32268371,-0.27504953,-1.3486369,-1.2239575,1.4164526,-0.76627656,0.48411899,0.98826799,-0.60799994,-0.53334203,0.25549382,-1.0067393,-0.68243542,-0.044869489,0.96804073,0.39723331,-1.354306,-1.2680847,0.88419541,-1.2509781,-0.54058713,0.37545295,-0.70562405,0.75845759,1.2639412,0.69412645,-1.6742038,0.118545,-1.5361754,-1.5430554,0.58830895,0.94388115,-0.84948198,-0.60872696,0.7731454,1.1298451,-0.87206691,0.62825489,1.3905197,-1.0347315,1.3084096,0.40726149,0.14351197,1.0552717,-0.37796014,-0.39172609,-0.71296992,-1.4371401,0.8068208
