,oz26_num,oz1_num,oz2_num,oz3_num,oz4_num,oz5_num,oz6_num,oz7_num,oz8_num,oz9_num,oz10_num,oz11_num,oz12_num,oz13_num,oz14_num,oz15_num,oz16_num,oz17_num,oz18_num,oz19_num,oz20_num,oz21_num,oz22_num,oz23_num,oz24_num,oz25_num
0,0.4039978,-0.75940589,-0.8204052,0.69038533,-0.94730372,0.36339499,1.4164863,-1.5693954,-0.40343004,0.73822731,-1.088435,-0.87224819,1.556616,0.59790783,-0.83920694,-0.16623829,-1.3523337,-0.36709753,1.4603813,-0.2046429,1.4155492,1.3530373,-1.6534526,0.55418286,-0.88566811,1.5669928
1,-1.3319741,0.82710394,0.20917534,1.4321054,-1.2712483,-1.6538545,0.63400983,0.33358976,-0.67127043,0.1565472,0.13344133,1.6236992,-1.7458151,-0.47818932,0.67244847,0.32607315,-1.4146485,0.55762401,-0.7914826,0.42099587,1.0383112,1.0630827,0.077471195,-0.37301914,-1.210489,1.6203834
2,-1.5780283,0.6354411,0.44085686,0.59988739,-0.99262632,0.66240067,-0.78157128,0.25400948,-1.379749,-1.1931616,-0.92006917,0.68275173,0.48690265,0.38632615,-1.5547995,-0.58017642,-0.24714368,0.3701884,-0.37317813,0.5430522,-1.3030253,-0.8239239,0.41793217,-1.556555,-0.2912014,1.5700183
3,-0.55109846,-1.3098223,-1.6991799,0.80632639,-1.1225625,-1.1233724,-1.7404909,1.0219947,-0.71197948,1.257564,-0.33027722,0.74933263,0.91308267,-1.6619963,0.77026503,-0.3019617,-1.0458258,-1.4458228,-2.0256558,1.6375359,-1.3083015,0.86043607,-0.95432842,-1.2037867,0.13977545,0.75941272
4,1.0717903,-0.68373776,-1.0614383,0.38476268,0.71538043,0.05815585,-0.93680404,0.63060314,0.55258608,0.66760165,-0.96318623,-1.6569652,-5.0227798e-06,0.24160871,-0.84771161,-1.5316596,-0.29588477,-0.2824185,1.3032191,-1.3146966,0.82228705,-0.34553366,1.2256802,-0.047519316,0.28286568,-0.006599739
5,1.1178012,-1.194859,-0.9202959,-0.21308452,1.473503,-0.12767408,-0.53587311,0.35504644,0.13188271,-1.4808976,-1.7285476,-1.7539562,0.16336928,-1.5623147,1.6431212,1.4734695,-1.4978114,0.85859693,0.043359856,0.24429921,1.2625496,-1.0353043,1.2053754,-1.7180636,0.68607811,-1.2950557
6,0.35244187,-0.74666208,-0.87510057,0.15678109,-1.2674519,0.86963458,0.63874098,1.254208,0.86988156,0.55016482,1.2506668,1.1098609,0.070087913,0.13321479,-1.6569204,0.70720603,1.0722015,0.34958479,-1.0371258,-0.17507323,-0.8841011,-0.87476046,-1.6039364,-1.9220682,-1.0445542,0.55549166
7,-1.1377583,1.0331512,0.27060644,1.3150417,-1.1758921,1.0628935,1.0268405,-1.7060967,-1.5766135,-1.1621743,-0.77474298,1.0046932,-1.053094,-1.5522294,-0.5149833,-0.78070037,1.5845797,-0.0056947377,1.5135979,0.42466861,-1.6571409,0.84474608,-0.84999206,-1.092325,-0.64167307,1.1331495
8,1.8802039,-0.29756303,-0.92481751,1.3108371,1.6543514,0.49990003,-0.77455889,0.79198508,-1.2188395,-0.58368127,0.077075894,0.82075379,1.0124338,-1.6266855,1.1191646,1.8643421,-1.0818491,1.3967783,0.25244763,0.56395052,-1.3792331,1.1741819,0.42390923,0.71293888,-1.3336421,-0.71701757
9,0.25736162,-1.1641998,-0.77089449,-0.97551161,-0.43417991,0.18791847,-0.54118766,0.68714204,0.569306,-1.1605101,1.3915221,-0.08936045,-0.13373059,0.80890465,0.063697694,-0.39180221,-0.63182645,-1.5762173,1.0087918,1.1161217,0.060841871,1.1089006,0.057787297,0.1090034,-1.2416691,-0.80217233
10,1.0606894,2.1325207,1.6097007,1.114317,1.3492343,-1.4344806,1.3560805,1.5233036,-0.26306889,0.1821949,-1.7432384,-0.65740161,-1.4954512,1.3412667,0.95882353,0.72482917,-1.1434649,-1.0731226,-0.59686344,1.4764771,-1.2476791,-0.17297276,-0.52513654,-1.3981642,0.20092621,1.693008
11,-0.51595096,0.77226085,1.4754339,-1.0229083,-0.3681427,0.34418251,0.58792071,-0.83790651,-0.39884671,0.67492063,-0.76648863,-0.50176486,0.63824707,-0.21217956,-0.46501781,-0.16980053,0.53219388,0.9814176,0.14060227,0.9333078,0.55175851,-0.05028423,1.1874618,-0.64960464,-1.033347,0.91083021
12,-0.74191884,0.47194,1.358251,-1.9624023,-0.10017349,1.1636716,-1.7253509,-0.13385884,-1.2642087,1.467772,1.4772014,0.91058801,1.6830322,0.77641426,-0.88780202,0.69723392,-0.049679202,0.5424461,-0.30680784,-0.59119086,0.84900844,-0.98901666,-0.25512755,1.0744496,-0.34524173,0.15992386
13,0.43462818,-0.61299983,-0.00054765502,-1.167023,-0.34443548,-1.2312009,-0.70220043,-1.786408,0.72729683,1.6536583,-1.0529637,-0.6862747,1.1505558,0.12323559,1.0255389,-0.3814933,-0.72538327,0.45497099,0.84222612,1.1103118,0.47632581,0.56978873,0.94452272,1.0847463,-1.1326939,-0.19554249
14,0.71059281,-0.96612961,-0.49418909,-0.4721067,-0.58760412,0.0077116202,-0.62169026,-0.89122473,0.84223856,-0.37691772,-1.0331561,0.45958906,0.68614004,-1.6326406,-1.360972,-1.0367237,-0.61633062,-0.55793342,1.2857298,-0.54809695,-1.660954,-0.45243425,-1.3350796,-0.88286176,1.0408253,-0.90005374
15,-2.1078174,1.0748253,0.87289048,0.32166926,-0.54103035,-0.72199609,0.65614667,-0.015176387,-0.73961502,1.1835461,0.2723227,1.6167674,1.0299497,0.63276761,-0.45846535,0.18504069,0.6019385,-0.20446334,0.4706866,0.34924894,0.8659531,-1.1348228,-1.7840393,0.38610298,-1.0260879,0.30942207
16,-0.57489948,1.2637851,0.88524432,0.90463818,1.0972463,0.032085632,0.36439687,-1.8007691,-0.39377078,-0.10629527,-0.14194208,1.3188624,-0.50026882,0.68724868,1.3806247,-1.4186054,0.1455693,0.86473728,-1.6818234,-0.76743956,1.3180867,-0.44436508,-1.2546581,1.3475971,0.42754904,-0.58655954
17,0.053687833,-1.2976967,-1.7537923,0.69053926,0.59618847,-0.4317175,-1.2859129,1.0966503,-1.1325887,-0.62384459,1.4663924,0.68146456,-1.6438597,1.2349309,1.8621415,-1.3254834,-1.7070608,-0.31002643,-0.45787329,-0.76268852,1.3255944,-0.29477746,-0.20130857,0.62727443,0.42396424,0.085617583
18,-1.4640655,1.2110884,0.75191692,0.78814545,-0.78549885,0.23246275,-0.67127326,-0.60159068,-1.3339831,-0.43343141,0.087140588,-0.31677735,0.3282216,1.3533751,-0.12119151,0.38387945,-0.99234444,0.61437987,1.4874388,0.43251855,0.33785104,-0.68411464,1.3533251,0.48644391,0.1926984,1.3492344
19,-0.84103271,0.68415117,0.12742071,1.1952967,-0.24897704,-0.71587532,-1.0402554,-1.7569834,-1.2464923,-0.46918739,-1.767782,-0.5815966,0.75553104,1.1266961,0.39980598,1.2895967,-0.67864877,-1.4659215,-0.24686615,-0.014642583,0.36932347,0.81773082,-1.0418787,-1.4408091,-0.69050011,-0.83282709
20,0.4936386,-0.20940174,0.39779078,-1.4947153,1.69865,-0.44362719,1.1883577,0.79890386,-1.0836182,-0.44221843,0.65520763,0.35497982,-1.2993572,0.30504275,1.1378411,1.3209355,0.59300756,1.1297175,0.60042893,-1.3660209,1.28259,1.3823722,1.1894787,0.98688191,1.2341454,-1.4348995
21,-0.24725918,-0.19440359,-0.057398966,0.028475492,-1.4042729,-0.88373042,0.35320666,1.2251581,0.88428036,1.2139068,1.0585961,-1.7226133,1.2635388,0.86945648,0.6249926,-0.98036043,0.83096971,-0.77892925,0.11187203,1.3651473,0.27303236,1.1211791,0.36909441,0.71924385,-0.19261485,-0.15659645
22,0.75067782,-0.30271015,-0.33277492,-0.031894877,-0.39738752,0.91011325,0.94992706,-0.29790999,-0.0025962934,1.2075494,0.79925232,0.89271141,-1.2779302,-0.13452051,1.165683,0.35005293,1.3862778,-0.58443207,-0.74657698,1.3833049,-0.88828023,1.134134,1.1443272,-0.019908531,1.2490658,1.4611955
23,1.3323662,-0.45955154,-0.98578641,0.96687212,1.2506485,-0.33586134,-0.44122611,0.62536577,1.1020954,0.38992438,-0.234695,-0.75095358,-0.83473813,0.11181697,-1.5175736,0.79075169,-1.3911472,0.91706419,1.495026,-0.0010336406,0.24563612,0.27102836,-0.91263691,1.0731788,0.3375094,-1.0871062
24,0.67634545,1.6037966,1.2748486,0.68667903,1.6192536,-1.210061,-1.3845736,-0.47157428,-0.9497947,0.83752933,-1.1679021,-0.79428989,-1.4911987,1.0687183,-0.74582155,1.0962279,1.4524743,-0.99518474,-1.5348896,0.41036161,-0.98029542,1.3819591,-0.16571027,-1.6183381,1.3081443,-1.3440198
25,0.83504763,1.1271377,1.5217842,-0.3107169,1.7360324,-0.46139655,1.1815583,1.493825,-0.95479885,0.48106126,0.84966478,1.2240821,-1.0242908,-0.41985686,0.13531579,-1.3281065,-1.5306517,1.6460058,-0.29210266,0.047748914,0.20068737,-1.5309043,0.51642648,-0.21407667,1.2925676,-1.4449893
26,1.3569392,-0.21291179,-0.16655359,-0.29629248,1.7279731,-0.20961361,0.70001087,-0.017342483,0.78971995,-1.0551585,-1.4272195,-0.9965749,1.0752799,-0.27337795,-1.5275376,1.3133792,-0.59660875,1.6970496,-0.4474903,0.22739995,0.84907034,-1.7534071,1.0712216,0.11778065,0.8212329,0.73628503
27,0.77756653,-0.63714586,-0.098387368,-1.2840529,-0.67443244,0.41834653,-0.011444459,-0.032620055,-1.5641215,-1.2599249,0.88542805,-1.3449626,0.88058642,-1.8121054,-1.6861262,-0.46873202,1.0740665,-1.6263582,0.21796611,-0.87090477,-0.38348291,-1.1894412,0.15391642,1.6605983,0.38250976,1.6694685
28,0.95133252,-1.1958049,-1.7449858,1.5303222,1.4766355,0.1528451,1.5557042,-0.23906753,-1.5939265,-0.82334974,1.5901643,1.6283846,-0.28550574,-0.89809395,-1.3914237,-0.022670041,-0.4104388,-1.3323814,1.2551265,0.36682881,-1.6602068,-0.81890362,-0.63117758,-0.986833,1.200303,0.41031993
29,1.4632903,-1.1328879,-0.47660685,-1.7419546,0.19449614,1.1737371,-0.043235794,0.054061534,-1.2773944,-1.1412978,-0.16266336,-1.4488043,-1.2498776,0.096809475,1.7900256,0.16444153,0.044912963,1.0607147,0.088275917,-0.23908265,0.057005717,-1.357213,-0.19410611,0.41165155,-1.0573551,1.5867643
