,oz11_num,oz1_num,oz2_num,oz3_num,oz4_num,oz5_num,oz6_num,oz7_num,oz8_num,oz9_num,oz10_num
0,0.48022332,1.2628374,1.3677407,0.25093899,1.1943854,-0.42628054,1.0420237,1.4141846,1.4196362,0.071424312,0.72709522
1,-1.1873418,0.46695209,0.19356261,0.30207029,-0.66264191,-1.3085752,-0.13248037,-1.5331277,1.1797222,0.80968697,-0.28225901
2,-0.42822478,0.38612811,0.26779612,0.13925505,1.0092956,-0.39202158,-1.4201482,1.0535929,0.52698614,0.18503789,0.51232025
3,-1.6895466,0.53615531,0.57280648,0.60499235,-1.0282786,0.46223844,-0.10464956,-1.4391623,-0.63696667,-1.2045363,0.37346744
4,0.13583252,-1.5182069,-1.3548552,-0.64879061,1.1055113,0.073048348,-0.78248757,1.7426755,-1.2454149,0.79441651,0.19358877
5,-0.64595313,0.34158334,0.14409847,0.010692397,-1.1292192,0.43804351,-0.47818123,1.6248038,1.1075689,0.80266239,-1.2593986
6,-2.0832896,0.81968371,1.2500012,0.0087328405,-1.6368443,-0.70057416,-1.387322,-0.27229361,-0.0725291,0.88658908,0.57112204
7,-2.1565794,1.2069775,0.6010312,1.7191971,-1.403596,-1.5191202,-0.84598333,-0.38874146,0.2581865,-0.93030045,-1.5769929
8,1.0141124,-0.20595823,-0.42369847,-0.013615672,0.43019179,0.63498618,-0.29789958,0.73844631,-1.4098879,-1.2318498,-0.89593753
9,-0.077086533,-1.3988654,-1.3697701,-0.40504887,-0.25279054,1.1553919,1.1551788,1.7343852,1.4119079,1.063601,1.207383
10,1.3480914,-0.80189458,-0.97225702,0.98366341,1.4044383,1.4998419,-0.24720385,-0.29030629,1.4834984,-0.26028493,1.5010586
11,-0.0028043311,0.12138319,-0.076433094,0.44978049,0.25749125,-1.7547166,-0.78453858,0.66224875,-0.080563166,0.1957136,-1.4715697
12,1.3358615,0.01801448,-0.75641726,1.5265332,-0.50571118,0.94158142,1.5458099,-1.4499128,0.20620022,-0.53581125,-1.2630978
13,-1.0873614,0.22902952,0.54202866,-0.20951663,-1.1149962,1.315691,1.2531397,-1.2613336,0.55464749,-0.26508665,1.0340983
14,0.0787542,-0.04837765,0.26266122,-1.0464009,0.030063995,-0.60713281,-0.24300091,0.8964981,-1.1527803,0.88917834,-0.18037693
15,-0.22071045,0.27293157,0.56873036,-0.46544256,1.526594,0.66653932,-0.67681426,0.5051024,-1.0350355,-0.37253184,0.46676394
16,1.174163,-1.189844,-0.65944702,-1.5584795,0.67937303,-0.049561108,1.2464621,-1.2121794,0.79073962,1.5980773,1.0408701
17,-0.94792958,0.20366436,0.27463452,0.037128196,-1.0284914,-1.0434309,0.42166623,1.4738589,-0.036534494,-0.70328735,0.96955661
18,0.68094278,-1.0696832,-1.0009667,-0.40068425,1.1832241,1.0952018,-1.306559,0.041425343,-0.13839715,-0.36315882,0.62421282
19,0.42709661,1.3904353,1.3355456,0.58372484,0.56527781,-1.334302,-1.387276,-0.71277928,0.26620379,1.6417915,0.91928578
20,1.2484107,1.6125383,1.4187973,0.53765603,0.1881817,0.71288193,-0.58314421,0.34807356,-1.1764964,-1.0637919,0.068375639
21,-0.79155932,1.2468512,1.1990384,0.82091308,-1.2007326,0.021720415,1.4473483,0.82502556,-1.4946791,-1.4024215,0.89502528
22,0.77508762,0.15862686,-0.16451747,0.12025627,1.4452412,-1.3265631,-1.6630635,-0.05855511,0.93840614,1.6943847,1.3237314
23,-1.4548842,0.89340404,1.1562325,0.030566466,-0.24887896,0.62776105,1.6988151,-0.96221469,0.46815637,0.62317896,-1.5940269
24,0.062868494,-0.012104668,0.47628217,-0.75687239,0.42297988,0.2000914,-0.29246438,0.86105585,0.17448042,0.28026592,0.84090622
25,-0.15274828,-0.52768146,-1.0549293,0.69243284,-1.190677,-0.80494296,1.3983899,1.3426281,-0.41317081,0.42155156,0.96536125
26,-1.2847638,1.127873,0.28993369,1.8337847,-0.0087179134,-1.627908,-0.9415138,-1.1017078,-0.61279995,-1.4095195,0.36429675
27,-0.031171198,1.9832436,1.5005208,1.7550511,-1.7497269,-0.61423715,0.56175915,1.1617662,0.99442013,0.35384675,1.6117364
28,0.080488789,0.93010083,1.6270533,-0.84081848,0.84530299,-0.48192416,-1.4472733,-1.0322652,1.3605767,1.2309109,-0.64969347
29,-2.0433099,1.294068,0.8552457,1.2282996,-1.3535851,-1.7385087,0.27777925,-0.11844895,0.42959926,0.99472623,-0.37596964
30,1.0555617,-0.34679541,-0.43862295,0.19777212,0.94928815,0.2318296,1.1617232,-0.73886684,-0.93390117,-1.0572103,0.58661382
31,-2.278408,0.73532638,1.1393449,-0.68838256,-1.6673156,-0.21302915,0.876514,0.34022099,1.4079265,-1.5044873,-1.6840298
32,-1.5815177,0.99103549,1.1944174,0.053764783,-0.77095644,-1.0744516,1.3745158,-1.5405795,-0.20591032,0.66924156,-0.41540711
33,-1.6924666,0.55280252,1.5097173,-0.95682655,-0.97618199,-0.43694324,1.569689,-0.071748887,0.4988741,-0.41436977,0.89717497
34,1.2729129,-0.70643094,-0.20233585,-1.498786,0.74244694,-1.5643242,1.3128958,-1.3831673,0.1083442,1.7575751,1.2051242
35,-0.40625996,1.297461,1.2082482,0.60249715,-0.059065646,-0.45235983,-0.45643167,-0.061692634,0.67059216,0.9282908,0.97528345
36,-0.46796754,1.3359017,1.2845808,1.1069518,-0.80700199,-1.2813395,1.4614075,0.3773526,1.4002469,0.4912698,1.0763459
37,0.59145984,1.47576,1.5078955,0.88525852,-0.47314999,0.42277031,1.4043867,-0.39004492,1.2549683,-0.13171876,-1.5462197
38,-0.22646124,0.040378052,-0.24536454,0.82794332,-1.6132708,-1.5058482,1.6714249,-0.071164008,-1.5463341,-0.88482118,-0.40515185
39,-1.6058271,0.92365503,0.512966,0.7184685,0.60181306,-0.65498601,0.77192869,1.2080185,0.19555404,1.4959464,0.23454175
40,-0.86694107,1.1729565,0.97182901,0.45094265,1.134037,0.28776212,-0.046674942,0.39427084,-0.057029059,-0.48731013,0.851082
41,0.33617152,-1.009491,-1.5982118,0.45647455,1.5660208,1.3426073,-1.0679816,0.19450371,0.31700644,-1.0700608,0.60336368
42,0.64941821,-0.2449422,-0.083754778,-0.4098184,0.016684065,-1.0387819,-0.81736382,0.72464523,1.1318505,1.8729486,-1.622482
43,-0.53811628,-1.0678591,-1.3794158,0.047398185,-1.4575879,1.5028523,-0.88503565,-0.32167816,-1.5996281,-0.063129704,-0.78133698
44,-0.18491339,-1.1169889,-0.85508527,-0.77392562,-1.4903019,1.0683582,-0.47576965,-1.4312349,-1.3590456,-1.2613695,-0.89322728
45,0.65755114,-0.070798934,-0.67108748,0.91884016,-0.74832246,0.49954761,0.1283929,0.85260609,-0.91877089,-1.3178693,-1.6196603
46,-0.88408378,0.5087235,0.877404,-0.74940925,1.3751755,0.43686714,0.73734782,0.09814196,1.3589173,1.8437341,1.0490171
47,-0.21972565,1.1156384,1.5656642,-0.74553633,-0.5114727,-0.5336449,-1.5687866,0.87170705,1.5278804,0.84880714,-1.4429058
48,-0.86108031,-1.3031276,-1.379138,-0.01021048,-1.2723481,-0.17694192,-1.1885543,-1.1870278,1.4347718,1.5425057,-1.0472355
49,1.4988852,-0.42829697,-0.0030959211,-1.2501961,1.2209303,-0.96069742,1.7005637,-1.2897985,-1.5931179,-0.065403507,-1.2068125
50,0.59321276,0.095160796,-0.37481541,0.53239615,0.54260167,-1.4019933,1.2588277,-0.6694657,-1.1289276,-0.021629197,-0.27462759
51,0.24192374,1.5191256,1.5971405,1.1026807,-1.625086,0.29250373,1.6452885,1.5009014,-0.99967798,0.28879176,1.1567672
52,0.27590617,-0.37633983,0.27063078,-0.93975283,-0.63273757,-0.49099813,-0.72442358,-1.6881046,1.5461911,0.16124717,-0.40891189
53,1.467727,0.15917184,-0.27276894,0.7313498,1.4425188,0.58442485,-1.5895065,1.3601651,-1.0903396,-1.1963675,-0.84630112
54,0.73203939,0.11973529,-0.19091022,0.42974759,0.19411055,-0.13738221,1.0563942,0.058857396,-0.42533455,0.73574804,-1.1915647
55,0.81638351,-0.19183001,-0.25790691,-0.0090619336,-0.078578998,0.99988671,-1.0919857,-0.33237509,-1.3733939,0.18939832,0.13374347
56,-0.95900513,0.69525404,1.3645634,-0.56254187,0.23903738,1.2292203,1.3896929,1.1273808,-0.070681179,-1.0904338,-1.2035223
57,0.96926855,-1.9737869,-1.5087527,-1.5437001,0.68279049,1.4089396,1.4452181,-0.40993528,-1.5586532,0.30208918,-1.0012303
58,0.61470403,-0.53429666,-1.0015322,0.80331456,0.44139734,-0.31338042,1.4094398,-0.92557245,-0.85118324,1.9090333,1.4288534
59,1.4578016,1.5067982,1.6003205,0.97966962,1.287296,-0.28246402,-1.130415,0.93985307,-0.80615143,-1.0744861,1.5445122
60,0.38346728,-0.83630171,-0.4501865,-0.74526933,0.13887368,-1.7750561,-0.6215327,0.26989014,-0.055378244,-0.76542998,-0.60385204
61,0.95740032,-1.3472383,-0.89953681,-1.3767659,1.5082527,-0.38253047,0.42897585,-1.6500661,-0.77412877,-0.55644988,-0.25275127
62,-1.027725,1.1769466,0.76586144,1.5603257,0.26217009,1.3424115,0.51022142,1.3238922,-0.19903202,-0.50372611,1.148166
63,1.1755977,-0.10000643,-0.43657295,0.28808346,1.5284272,-0.69672158,1.3836912,1.1979371,-0.8291272,0.88755756,-1.0588566
64,0.3779429,-0.30400883,0.010628446,-0.89975364,-1.6682807,0.75222269,0.92364437,0.79860763,-1.1849818,-0.26232423,-1.0439916
65,0.2112207,-0.88791562,-1.4173757,0.62403158,0.29214451,0.6198842,-0.22584236,-1.0869905,-1.3621939,0.84078665,-1.7025284
66,-0.03870062,0.24961643,0.0085232516,0.95906925,-0.99340787,-0.29265027,0.80324379,-1.6548466,-0.77445679,-1.1168043,-0.42822612
67,-0.72728135,0.87203356,0.33912084,1.2706608,1.2624456,0.65540098,0.14073895,-0.76219999,1.114972,-0.63974094,-1.7251057
68,-2.920823,0.94205579,0.59720895,0.6610417,-1.2045334,-1.7931646,0.36323843,1.0090275,0.46922624,0.66265548,-1.0493543
69,1.24948,1.7428393,1.2921531,1.2709762,0.82370747,-0.24753492,0.68333014,0.95636306,-1.492286,-1.3619168,-1.1131541
70,0.51165011,-2.0140974,-1.6909886,-1.1416535,1.050309,0.99004515,0.80699758,0.035085839,-0.83498589,-0.13868448,0.2093373
71,1.5968656,-0.12928868,-0.52757152,0.21859273,1.6285047,0.58903956,0.53370335,-0.78589776,-1.2822794,-1.2659456,-0.33257814
72,0.063019186,-1.2167227,-1.3181087,-0.24825658,0.73216549,-0.48904728,1.1777478,0.9107034,-1.0155655,-0.25223504,-0.62359534
73,0.20128348,-0.084826543,-0.47574084,0.78776847,-1.7255767,-0.37802724,-0.45121188,-1.2389427,-0.63204022,0.63950537,0.31942958
74,-0.53282763,-1.0839792,-0.96868421,-0.44183019,-0.90316374,-1.0465159,1.6523807,-0.47288172,1.5915759,0.32090861,0.074702662
75,0.71578842,-1.034745,-0.88641469,-0.1806601,1.2867804,0.83256489,-0.73420598,0.049233704,-0.036262622,-1.1433753,1.0347035
76,0.52334099,-1.1163111,-0.97997739,-1.2276413,-0.091117443,1.358986,-1.0592377,-0.70064807,-1.105292,-0.88201806,-1.7068581
77,-1.9328068,0.57125055,1.4671015,-1.1513446,-1.7130659,-1.0271932,-0.32718661,0.19576876,1.3705242,1.1961105,0.54246592
78,-1.4490155,0.40342719,0.57141145,0.26696461,-1.3323076,0.84241105,-0.92811805,-1.0550482,-0.55627222,-1.0564025,-0.70017341
79,-1.2481527,0.620222,1.0543399,-0.59138767,1.5453944,-0.23863168,0.55648984,-0.77649192,-1.5996725,0.67971928,1.3828122
