,oz51_num,oz1_num,oz2_num,oz3_num,oz4_num,oz5_num,oz6_num,oz7_num,oz8_num,oz9_num,oz10_num,oz11_num,oz12_num,oz13_num,oz14_num,oz15_num,oz16_num,oz17_num,oz18_num,oz19_num,oz20_num,oz21_num,oz22_num,oz23_num,oz24_num,oz25_num,oz26_num,oz27_num,oz28_num,oz29_num,oz30_num,oz31_num,oz32_num,oz33_num,oz34_num,oz35_num,oz36_num,oz37_num,oz38_num,oz39_num,oz40_num,oz41_num,oz42_num,oz43_num,oz44_num,oz45_num,oz46_num,oz47_num,oz48_num,oz49_num,oz50_num
0,-0.0013792097,0.3944841,0.22885138,0.81932601,0.73625565,1.1220823,-1.6942045,1.011057,0.74896578,1.5178626,-0.86767256,1.109034,0.20502153,-1.4107033,1.4955226,0.25646288,-0.81581955,-1.0380243,-0.5447034,-1.6915212,0.24249886,1.0484805,-0.18657362,-1.2954317,0.42230033,-1.3540904,-1.0210153,1.1974059,-0.37400797,0.10859095,0.20785776,1.5418151,-0.67860935,-0.77708222,1.1973915,0.03464397,-1.0269665,1.2297705,1.100481,-0.016448256,1.6767248,-0.65136764,-1.3022637,0.34551699,0.015622571,0.045170219,-1.5154539,-1.6733174,1.6470844,-1.5828233,-1.1958763
1,0.86917145,-1.132571,-0.24890002,0.088452765,0.59762929,-0.25752537,1.0471072,0.75608265,-1.4042066,-0.54453128,-1.2786051,0.2198785,1.1969695,-1.2083731,1.611312,-0.71675857,-1.3436571,-1.5262998,0.54286503,-0.69190889,0.29656271,-0.077596213,1.2617031,-1.0541159,1.4981589,-0.63209253,1.0792026,0.26281609,-1.3430149,1.1334708,0.21111455,1.5385616,0.69745492,0.33246265,-0.52605416,-1.5477776,1.2622457,-0.60695018,0.54165336,-1.1960236,-1.5361404,-0.92528243,-0.87052318,-1.4155147,1.3457748,-0.37480917,-1.3137121,0.23877002,-0.23069414,1.6917497,-1.484578
2,0.80464576,-0.44718732,-1.0725211,-0.20255214,0.76811604,0.24971794,-1.1059013,0.82296825,-1.2324669,1.1462599,1.5574107,-0.24081495,-1.0819602,0.38506564,-1.6660602,1.3334567,-0.019899344,1.5979275,-1.3303846,0.56276061,-0.40448712,-0.96683433,1.6448269,-0.21408789,0.034128051,1.1741427,-0.28336568,-0.51569452,-1.3949181,-0.57399075,-0.066825134,0.11390844,-0.55741771,0.29117508,1.4962282,0.80296916,1.248648,-1.393262,1.6719979,-1.3447027,0.56437206,-1.2948854,1.3458492,-0.98408559,0.90994824,-0.57823281,-0.79563511,0.087014382,1.4520826,-0.19427075,-1.5529521
3,0.57794161,-0.9284298,-1.5229242,-1.3412394,0.34837308,0.0730335,-1.3183082,-0.72581594,0.55635199,-0.71718056,0.31732326,-0.27866935,-0.44821052,-0.72955777,-0.74746859,-0.96286856,-1.4276443,-0.84470432,-0.66817514,-0.91090301,0.17028077,1.651405,1.1195962,-0.83205764,-1.165299,-1.4328887,0.95018319,-1.4631885,-0.65832814,1.4024521,1.578932,0.61485831,-1.6468978,-0.70552599,-0.58481788,-1.643285,-1.4807358,0.44924601,0.6270952,0.7665713,-0.036784977,0.90694158,1.2028654,-0.48197167,1.2829935,-1.524196,0.2149447,1.0751807,0.92499112,0.98282895,-0.52512732
4,-0.65273587,0.01691081,0.74407778,0.54080903,-0.28506183,1.4721972,-1.1368157,0.70022882,0.19061145,0.72692369,0.46746885,-1.1785768,-1.5788509,1.6756747,1.2359866,-1.3298233,-1.2902837,-0.58492984,-0.26268177,-0.21314037,-0.055019359,0.16748484,1.1368711,1.3897526,-0.42793781,-0.28226045,-1.1325577,-0.85965172,-0.80038076,-0.88940026,0.49043836,0.62040822,-0.098791213,-1.4236633,-0.98789661,-0.019868381,-0.952798,-1.0098279,1.0163369,-1.4274443,-0.77697606,-1.6217511,-1.3252116,0.39729134,-1.0399465,-0.26839853,1.0386263,1.4136274,1.1850039,-0.47188454,-0.46967947
5,0.57874358,1.8203737,1.616617,0.80723308,0.018268998,-0.9714513,-0.32551877,1.4222134,-0.065989095,0.37338988,-0.70392547,0.65544839,0.29570884,-0.10841792,0.29847954,-0.49627161,0.67350975,0.23395632,-1.0752554,-0.16452304,-1.5972362,-0.52577752,1.0286375,1.0909493,-0.17031364,-0.39482169,-0.047092164,1.6536786,1.4711244,1.4657551,-1.2204487,-0.88157256,0.32662932,-1.623355,-0.058182152,1.0325594,0.69071096,0.84829713,0.97559063,1.0635763,1.4826943,-0.67744227,1.0077475,1.229997,0.057652082,-0.12638975,-0.64044261,-0.32785265,-1.2185608,-1.0710155,0.40383578
6,0.51360909,-0.53438831,-1.0721111,-0.88853306,-0.071540187,-0.18414145,0.15024601,-1.6179953,1.3904181,1.4904202,-0.48263558,-1.7250822,-0.68484974,-0.5665521,0.72510588,1.5578828,0.19658051,-0.3239788,-0.60190462,-0.7552854,-1.4581466,-0.47912281,1.3735368,0.4954718,0.1981999,1.5637891,1.124545,0.59863387,0.90282506,1.5629145,-0.28763564,-0.068666402,1.4902974,-1.5339246,-1.4048563,-0.56643217,-1.0286304,1.3516617,-1.0266892,-1.1504946,-0.374558,0.72726909,-1.1477059,0.66826303,-0.5346998,-0.39265309,-0.477512,-0.95526456,0.66916335,0.8651799,-1.4649067
7,-1.3190166,0.28479712,1.2860726,2.131363,1.1238276,-0.22335652,0.8284172,1.5649935,0.92376168,-0.68962293,-0.76498011,-0.48125422,-0.82165663,0.88995598,-1.6141165,0.573905,0.47523943,0.8238998,0.58028442,-0.70131631,1.599011,-0.32675044,-0.1809375,-0.29616689,-1.1748945,0.3390788,1.6313783,-0.090430266,1.2061517,-0.45992906,1.3732534,-1.5759982,-0.96471723,-0.17401969,-0.64427238,1.5290465,-0.29291279,-0.64385804,1.046703,1.0945682,0.21707239,-0.74825192,0.093019403,0.27021332,1.5887995,1.5395402,0.98861659,0.59534039,-0.1522488,0.95675351,1.5883394
8,-0.29634131,-0.071665189,0.65718354,1.1639137,0.57807698,-0.1887371,1.0512052,0.59740633,0.60294365,-1.5584367,1.5421093,-0.35536706,0.74530775,1.0712313,-0.29004495,-1.7158639,-0.70079167,-1.2697928,1.4412539,-0.41912019,0.048068154,1.1814203,0.049106926,0.33642969,0.54712558,0.41874177,1.4678933,0.090748121,-0.53467613,0.70704681,-1.6830221,0.094421867,-0.3766538,-1.4829681,1.2541386,-0.3494223,1.0896935,1.5693744,-1.4676298,0.59486018,1.6553104,0.55728606,-1.5445556,1.2682261,1.6130019,1.4757482,-1.0276372,0.21112958,-1.152677,-0.81997711,0.21812775
9,0.88559764,-1.9313575,-1.6000024,-1.0679534,1.1377509,-0.67056983,1.7752414,1.4962451,1.5941622,0.9351914,0.74888262,0.36874532,0.064987761,0.73823246,-1.1372245,-0.47133642,1.2633439,1.2663772,-0.47487518,1.6869083,1.3810401,0.1971677,0.039997285,-1.6036634,0.78383374,0.59619493,-0.73213335,-0.63983883,-0.049600424,-0.98911449,1.5009713,-0.026208771,-1.584248,-1.071358,1.4071887,0.1356146,1.14261,-1.6030036,1.2365431,0.15772684,1.4620002,-1.7854225,-0.1992124,-1.6439852,0.96187069,0.95330025,1.3432458,0.87008049,0.22270472,1.6783219,-0.32951243
10,0.91621255,-0.82346939,-1.3555566,-0.72902349,1.4390278,0.15917215,1.4659059,-0.09652645,1.2026781,-0.35144172,-0.48912404,1.256747,-0.62460531,-1.1411647,0.78252101,-0.69066013,0.91143241,-1.4164408,1.4849843,-1.4924818,-1.414608,-1.2366582,-1.5486611,-0.065213817,0.57933882,-1.0733964,-1.5115452,-1.4437424,1.6522512,0.4304704,-1.4495768,0.35094476,-0.8759266,1.097858,1.1590171,-0.0019792315,-0.53634612,0.76834288,-0.8711148,1.1813948,-1.4747965,-1.0859085,0.29604543,0.75804802,-0.70062648,-0.34750418,-0.9164081,-0.76181107,0.33464169,0.98062435,-0.55052995
11,1.1857373,-0.12604001,-0.32299553,0.91910089,1.3225557,-0.74132335,-0.82067724,-1.4992832,1.4152661,-1.6636402,-1.1414281,1.2591035,1.0982162,-1.1011689,0.89621797,-0.61814761,0.65356469,0.26915198,-0.34651477,-0.31301909,0.47199556,-0.22623766,-0.85550313,-1.0880637,-1.0794025,1.2702655,1.7727641,-0.65668784,1.3269418,0.44401307,-0.28851987,-0.67171871,-0.52500377,-0.728172,-0.18202903,-1.2103041,1.5727577,-1.0849724,-0.89832726,0.44854258,1.1933194,-0.88367435,-0.41986437,-1.6840019,-0.28382011,-0.37454274,-0.75935287,1.727398,-1.6417562,0.43893438,1.1485242
12,-0.019637827,0.33200441,0.17589041,-1.3407138,-1.1331717,-1.5468376,1.447342,-0.65032545,0.1162974,0.56462003,1.1717631,-0.84811114,0.31557199,1.4618511,-0.97127787,-0.011164623,-0.84486468,0.71537407,-0.77101274,-1.133525,0.78717585,1.2529136,0.1564133,-1.4237566,1.3134694,-0.80765151,0.37434623,-1.0367346,-1.1033478,-1.0226447,-0.99639776,0.73543758,-0.86387036,1.5130126,-0.25535567,0.033272485,-0.39557109,0.19700072,0.018166687,0.076956785,0.31121844,-1.0420105,0.13800059,0.53611506,1.6402036,-1.4316972,-1.4739778,0.2733549,0.72274211,-0.86532802,-1.3349452
