,oz6_num,oz1_num,oz2_num,oz3_num,oz4_num,oz5_num
0,1.5289194,-1.3288909,-0.48024118,-1.7967995,-0.54629907,1.5658675
1,-0.55737689,-1.038107,-0.92036219,0.41462295,-1.371617,-1.1830774
2,0.31897624,-0.7016241,-0.74644428,-0.26248899,-0.072724151,-1.0721436
3,0.49803421,-1.0588104,-0.81094229,-0.51387929,-0.27615045,0.9261215
4,1.2297242,-0.63442701,-0.710496,0.25242061,0.79295038,1.5182431
5,0.38229308,-1.3092518,-0.95182796,-1.1166655,0.41568164,-1.3187352
6,1.3860989,-0.46903978,-0.19235947,-0.18947366,0.99410144,-0.5690096
7,0.26322485,-1.0658159,-0.48264505,-1.165714,-1.2259562,-0.94445444
8,0.15670105,-1.3927034,-1.5914608,-0.36088829,0.71453452,0.57129225
9,0.69873419,-1.3167199,-0.61694585,-1.2883014,-0.77846184,1.7128179
10,0.72574095,-0.080796763,0.46659742,-0.94789312,1.564948,-0.73269269
11,0.8356548,-1.8403422,-1.1972394,-1.7250552,1.7291428,0.67667675
12,-1.2748795,0.4381749,0.56708744,-0.067071162,-1.2608649,1.4148964
13,-0.68925908,-1.3713089,-1.7210589,0.36407647,-0.52688692,-1.5067054
14,1.8021643,-0.0052863606,-1.0872149,1.4079354,1.5038154,0.78555811
15,1.2873419,-0.63069696,-0.85255713,0.30073832,1.5397628,0.58560367
16,-0.0050034544,0.032402755,0.75080006,-0.98535735,0.97228865,0.84986147
17,0.72481013,1.6283419,1.2491747,1.4838129,-0.018164591,0.71040459
18,1.4598206,-0.003874562,-0.31131829,0.64377971,1.5983682,0.316477
19,-0.51078549,1.3288014,1.0181377,0.5562465,1.022541,1.4787615
20,-0.1230085,-1.299315,-1.4444997,0.53244907,0.11019593,0.61016432
21,0.38907553,-1.7186471,-1.3250628,-1.2089777,0.22127876,0.93870431
22,1.635435,1.8635953,1.2378193,1.4563454,1.6614261,-1.0753164
23,-1.4693365,0.33643103,1.1849391,-1.7076749,-1.1017216,0.38160085
24,-1.0449575,1.1196392,0.86605118,1.2634564,1.0104521,-1.5382102
25,0.014773118,1.40797,1.5358161,0.11044037,-1.2360352,0.98846276
26,0.63238799,-0.28609845,-1.102581,1.6863549,-1.2169351,-0.052219687
27,-0.76439232,0.6914845,0.58188319,0.21601242,1.0470898,1.7166965
28,0.95273524,-0.47084103,-0.50396884,-0.42555607,-0.1767029,-0.030128744
29,1.3573676,0.11908546,-0.86422496,1.6266251,-1.0287415,1.6744942
30,-0.20980489,-1.3228975,-0.94432231,-0.64747768,-0.2147455,-1.2943748
31,1.5037877,-0.3379114,-0.7631799,0.96939911,1.6543536,-1.6206955
32,-0.80307599,0.12779643,0.39855121,-0.25604512,-1.1204563,-0.35689452
33,-1.4417987,1.1654824,0.37573535,1.4261678,-0.23814899,-1.3039804
34,1.5794409,-0.57714346,-0.27995754,-0.7192756,-0.056798029,1.5083723
35,-0.25775471,0.99791852,1.4065623,-0.05697133,1.6387516,-1.4008306
36,-1.4796382,0.61656205,0.74292541,-0.66630186,1.2040617,-1.3687139
37,-0.27509558,-0.46557495,-1.3582437,0.98946912,-0.80417401,-0.10503864
38,-1.0321317,1.3512207,0.53926517,1.1490106,1.1403536,1.3544575
39,-1.5846577,0.67072865,1.4480513,-1.3785551,-0.50146796,-1.6132627
40,0.25790994,-0.41873419,-0.40893668,0.17552446,-1.7215997,0.16477744
41,-0.061085644,-2.1592801,-1.3362662,-1.6874774,-0.18988076,-1.0289492
42,-0.038565774,-1.0564761,-1.628457,1.2251981,-0.50094853,1.103073
43,-0.21937278,1.6014275,1.1690847,1.190574,-0.17053397,-0.95375691
44,1.1990511,-0.85902366,-0.55778431,-0.82985914,0.8126893,-0.84947115
45,0.68865696,-0.61290043,-0.94407636,0.20952857,0.84026344,-0.1817704
46,1.1279539,0.30826762,-0.27158203,1.5214955,0.17094299,-0.63881436
47,-1.1452065,0.69994352,1.3986609,-1.1073132,0.44521374,-0.5075102
48,1.4127487,-0.26503823,-0.044672061,-1.1792952,0.42418057,0.44269408
49,1.3246854,-0.12645546,-0.49658452,0.93271142,0.45302936,-0.23852253
50,0.79254475,-0.61068386,-1.4416742,1.5532853,-0.14173112,1.1642579
51,0.4420268,0.14812275,0.060191413,0.019250402,0.5647848,0.04057264
52,-1.1124369,0.61032874,0.78975753,-0.96813489,0.48288482,0.87007853
53,-1.299716,0.37242023,0.45342368,-0.21089145,-1.2338074,0.50876545
54,1.9372895,-1.0291516,-0.50204991,-1.2987986,1.4580577,1.4774053
55,1.2512363,-0.2481719,0.0063404973,-0.78131205,1.2352633,-0.3130117
56,0.51972124,-0.64067544,-1.1644586,0.45067438,0.082960997,0.90806286
57,-1.8685404,1.0852079,1.0553901,0.48411329,-1.0436188,-0.80475032
58,-0.077353445,-1.296138,-1.7045221,0.71912029,1.0251566,-0.61827982
59,-1.3502203,0.36396039,0.43241532,0.10703728,-0.27679777,-1.7244059
60,-0.84263123,1.166278,1.4880731,-0.093785026,-1.1168385,-0.88650441
61,-0.22741571,-1.4064819,-1.184091,-0.76577483,-0.38029118,-0.28330591
62,1.6303075,-0.38472021,-0.56459235,0.6236169,1.567237,1.2731892
63,1.030173,-0.66552045,-0.2026589,-1.0745853,-1.2569839,1.2327402
64,-1.3623735,0.46197127,0.52529614,-0.022738925,-0.50487468,-0.91434528
65,-0.13458516,0.536398,0.35167272,0.30794841,1.737136,-1.2584696
66,1.2182403,-0.1950847,-0.75665256,1.5070806,-0.51540394,0.37594395
67,-0.43931891,0.24846237,0.57295273,-0.56403815,0.38464634,1.3266867
68,-0.65093188,-1.2365769,-1.5759118,0.26750662,-0.94296816,0.95634729
69,-0.37704228,1.0833544,1.1703751,0.37988448,1.5841308,1.348201
70,0.31594685,-1.4648025,-1.08058,-1.0717725,1.163918,-1.0924451
71,1.1938215,-1.1786295,-0.50659918,-1.0546644,0.78803087,0.6767976
72,-1.2385305,0.8219362,1.0350719,-0.78217396,1.3923405,1.676874
73,0.48161813,2.2006285,1.7330281,1.6042393,0.026542242,-1.7617364
74,-2.6425203,0.95632221,0.74318034,0.33663002,-1.2789403,-0.76602397
75,0.5653605,-0.2340601,0.66805611,-1.4637558,0.27473082,-0.22585701
76,0.72175358,-0.75494641,-1.1261551,0.96491268,0.066379428,1.0860912
77,-2.3484608,0.64335378,0.96460317,-0.040957639,-0.97246888,-1.2275091
78,0.91883458,-0.81634959,-0.67177809,-0.49414971,0.13368816,0.64718524
79,0.20535126,-2.0066808,-1.6247657,-1.1966697,1.5241494,-0.9731497
80,0.36581017,-0.66000012,-1.4313054,1.0541147,0.96939436,0.86951346
81,-1.2225565,1.2899153,0.41777532,1.2215408,1.0000368,-1.6758184
82,2.112982,1.7022381,1.4571117,0.91627094,1.6378719,1.5779577
83,1.1420372,-1.2129747,-0.76004171,-0.89277932,1.5524412,0.046685565
84,-0.19333112,0.64180312,0.30674974,1.1450165,0.32995654,0.99572731
85,-0.19478054,1.5433182,1.0281228,0.98496747,0.48935408,0.47630613
86,-0.77531532,0.234028,1.162524,-1.811921,0.79703189,-0.26370938
87,0.22465173,-0.50743975,-1.3077184,1.0059033,-0.081110337,0.2311093
88,-0.26671183,-1.5582882,-1.429459,-0.23573822,-0.87452726,1.5505858
89,-0.10339934,0.076968261,0.080140124,0.036012399,-0.67023869,-0.37360775
90,0.029319592,-1.5486982,-1.290748,-1.0245026,-0.033660829,0.66326684
91,1.2932897,-0.29610845,-0.35318631,0.27503701,0.91927022,-0.020461817
92,0.45408222,-1.5594702,-0.86984586,-1.7580496,-0.77685601,0.31797686
93,0.93347566,-0.66362947,-1.0896624,0.85232797,1.0405524,-0.44419249
94,-0.59841588,-1.3650843,-1.4944583,0.39782414,-1.6933571,1.3481076
95,1.1108568,-0.10104617,-0.25945154,-0.14539216,1.4810247,-1.2502962
96,-0.60156431,0.17933866,0.94615619,-0.98657839,0.82209619,1.5958589
97,1.1844523,-0.7665492,-0.76542504,-0.40702279,1.2779264,0.02069813
98,0.52182234,0.010812043,-0.14513788,0.36030403,-1.1354174,0.33789215
